Gene = PAIP1
Position 28869: 0.30535051589360446
Position 397: 0.30199016887383623
Position 28731: 0.2645924512999611
Position 26377: 0.24101053209135012
Position 26658: 0.20946716128474094
Position 26374: 0.20487946650195676
Position 18043: 0.19853138828871864
Position 25989: 0.1862029433764399
Position 364: 0.1817048117081038
Position 12436: 0.17367332534481913
Position 23191: 0.1520407797642335
Position 30225: 0.13236344794356653
Position 2554: 0.13180072286885122
Position 21445: 0.12946690647148704
Position 9241: 0.1224857471389931
Position 380: 0.1189535812096806
Position 2519: 0.11874586603799904
Position 28457: 0.1151608121648755
Position 13890: 0.10394224355283438
Position 3005: 0.09411317365546275
Position 3732: 0.09012132724980587
Position 3775: 0.08763708949868167
Position 28356: 0.08376600089708927
Position 23286: 0.06851223019743324
Position 23332: 0.05578239543547681
Position 1321: 0.05494868818533638
Position 2581: 0.05031934563041398
Position 30758: 0.0447897924673193
Position 2981: 0.04203164565635344
Position 25885: 0.04030265098228243
Position 21681: 0.04009037724613738
Position 24660: 0.03448029806401492
Position 3798: 0.034308011944196665
Position 775: 0.03338122191485053
Position 29991: 0.031317316048906516
Position 6245: 0.031004180430837143
Position 30619: 0.02906343389401297
Position 29552: 0.029016019664626382
Position 1229: 0.023024897817801034
Position 29344: 0.02250624803733988
Position 21730: 0.021650196136410824
Position 23651: 0.01905645541178999
Position 497: 0.018542702813311832
Position 838: 0.017576642543355423
Position 27841: 0.017539862822593434
Position 30181: 0.017479439104540587
Position 772: 0.01741893601984707
Position 17920: 0.017380291114229937
Position 612: 0.017371186883695076
Position 28390: 0.015901471508382104
Position 30090: 0.014972804223579219
Position 335: 0.014046071421139717
Position 24909: 0.013517048747145169
Position 26952: 0.012777628875094494
Position 21384: 0.012617640552631045
Position 26022: 0.01069195232449463
Position 21763: 0.009690804521685291
Position 415: 0.008990858851910066
Position 26636: 0.008356995912461005
Position 923: 0.008182941757904297
Position 3473: 0.007850989810359841
Position 30243: 0.007500040107604417
Position 30389: 0.006428338287961502
Position 16893: 0.006379493097756766
Position 21247: 0.006261363961481082
Position 26599: 0.006246521207296168
Position 29045: 0.005703967535514719
Position 437: 0.004463117270267606
Position 23374: 0.004380571256596366
Position 349: 0.004261185982097081
Position 28572: 0.004131973937543174
Position 29909: 0.0040109226082917036
Position 24926: 0.003803523096851748
Position 24584: 0.0037305852645898147
Position 29923: 0.0037075208759905416
Position 27955: 0.0037004229143654584
Position 30117: 0.003678072584227562
Position 16798: 0.0035528389166133694
Position 23810: 0.0035425607073609603
Position 27914: 0.003534292756027667
Position 29254: 0.003275214266442135
Position 21605: 0.003133756977181208
Position 21701: 0.0030639838809341305
Position 27168: 0.0030323893938744425
Position 22054: 0.003007185662890029
Position 21975: 0.0029340224781861765
Position 1488: 0.002927258081969859
Position 27871: 0.0028756760894930824
Position 30129: 0.002796897291756942
Position 21632: 0.0027208715616420355
Position 30469: 0.0027205970264533755
Position 26669: 0.0025918586980420884
Position 21715: 0.0024191849076428194
Position 1394: 0.002315544558270323
Position 30335: 0.0022922384678989004
Position 420: 0.0022816467259307253
Position 785: 0.001949149843580323
Position 1822: 0.0019190437921907638
Position 523: 0.001708870461565183
Position 22133: 0.001655488275357855
Position 1959: 0.001637687354489653
Position 3039: 0.0013160624655623849
Position 28483: 0.0012327282837067354
Position 30293: 0.0011968588834914953
Position 1014: 0.0011643360249547305
Position 991: 0.0011520281809121982
Position 23042: 0.0011247512335834928
Position 29191: 0.0010275906894778569
Position 28900: 0.0010214789253179199
Position 568: 0.0010157931526485716
Position 26212: 0.0009694611864189265
Position 23357: 0.0009531129021010067
Position 469: 0.0009458448469653123
Position 2201: 0.0008049059883972996
Position 508: 0.0007981324606965675
Position 27250: 0.0007691496796272826
Position 25791: 0.000764244665116209
Position 29759: 0.0005955389721399585
Position 30725: 0.00057631273872253
Position 670: 0.0005320781826111134
Position 28492: 0.0005123432185270035
Position 28146: 0.0005088679107623573
Position 27724: 0.00046312158479053196
Position 28624: 0.0004599727823440962
Position 752: 0.000433303391671378
Position 28424: 0.0004144661173317848
Position 28499: 0.0003757456630350954
Position 28179: 0.00037281382523798607
Position 2932: 0.00035058383837654463
Position 789: 0.00034805455326509204
Position 30789: 0.0003470648295144766
Position 2094: 0.00034553206046204624
Position 462: 0.0003068446514602847
Position 22318: 0.00028341564749434956
Position 1323: 0.0002715145052412207
Position 445: 0.00026704335595871596
Position 28418: 0.00025615416812461804
Position 28293: 0.00025096512959377665
Position 27849: 0.0002398957011663629
Position 27744: 0.00022424069702606114
Position 28465: 0.0002217905647979812
Position 30031: 0.00021411989835672798
Position 2001: 0.00021332592645154392
Position 28201: 0.00020594760212555975
Position 192: 0.00020151510622401828
Position 22311: 0.0001988787422053877
Position 1081: 0.00017593501698588766
Position 1513: 0.0001613770577525774
Position 1002: 0.0001414235289897522
Position 27393: 0.0001390442696874113
Position 1898: 0.000121338113628622
Position 28371: 0.00011407274224398068
Position 2077: 0.00010529472702928507
Position 623: 9.217454988458868e-05
Position 732: 8.82475761039416e-05
Position 643: 8.477540651818633e-05
Position 260: 7.897697827352661e-05
Position 27793: 6.798008256656416e-05
Position 842: 4.42779384436937e-05
Position 1135: 4.4179706889840484e-05
Position 515: 4.076914322345487e-05
Position 1397: 4.00046048329932e-05
Position 27998: 3.901410262067839e-05
Position 1195: 3.486644655794116e-05
Position 748: 2.948681911579358e-05
Position 27852: 2.850358149944909e-05
Position 28098: 2.6797139008820592e-05
Position 840: 2.6071655958065326e-05
Position 28264: 2.5045893316392706e-05
Position 24959: 2.2657622055454832e-05
Position 796: 2.1163854088144363e-05
Position 2259: 1.8310638921916e-05
Position 2174: 1.724031733761802e-05
Position 123: 1.704828953083759e-05
Position 23341: 1.5742465230096657e-05
Position 872: 1.4956022055076272e-05
Position 625: 1.3831348182685212e-05
Position 27512: 1.2953500812551222e-05
Position 1544: 9.435747496815404e-06
Position 28001: 7.189443345381238e-06
Position 1132: 6.267071904414682e-06
Position 28926: 5.676645785736949e-06
Position 198: 5.401939876200124e-06
Position 1242: 5.212458803099973e-06
Position 78: 4.789661459677204e-06
Position 299: 4.549244276001532e-06
Position 26813: 4.109028301314757e-06
Position 505: 3.44626585138444e-06
Position 1021: 2.989414637198933e-06
Position 1117: 2.877700113236376e-06
Position 313: 2.7514365834289073e-06
Position 22286: 2.403637926467195e-06
Position 149: 1.8646778590246558e-06
Position 1175: 1.4154554036198972e-06
Position 210: 1.3780161803644857e-06
Position 1038: 1.0527181899626071e-06
Position 216: 6.523113547071844e-07
Position 1110: 6.144915036044182e-07
Position 187: 4.077907299666437e-07
Position 1606: 2.6706837935726475e-07
Position 1043: 2.265565011024581e-07
Position 1661: 1.826670318273902e-07
Position 130: 1.6724693928724367e-07
Position 213: 1.3192797684644403e-07
Position 279: 5.96844190715741e-08
Position 28026: 5.3024606206516115e-08
Position 27700: 5.2111327922937215e-08
Position 134: 5.18149232214357e-08
Position 88: 4.8084090526893e-08
Position 27983: 4.379407980563707e-08
Position 451: 3.462580990445081e-08
Position 27749: 2.47514663588443e-08
Position 222: 2.0457774862446708e-08
Position 27766: 1.4878378033364767e-08
Position 870: 7.527103347417356e-09
Position 85: 6.267818320435118e-09
Position 231: 3.99243648776829e-09
Position 228: 1.5621862699578124e-09
Position 1430: 1.4511485768702536e-09
Position 225: 4.962813795087336e-10
Position 93: 5.196881207639568e-11
