Gene = ZBTB8OS
Position 546: 6.943991104534387e-08
Position 447: 6.491081205351432e-08
Position 39: 2.3036079066310357e-09
Position 52: 1.0370578838672896e-09
Position 775: 4.827319154799657e-10
Position 732: 4.1439818177479313e-10
Position 919: 3.8062289593415853e-10
Position 779: 3.682174251028686e-10
Position 763: 2.366977747466891e-10
Position 766: 1.920048050885012e-10
Position 921: 1.7828195502584275e-10
Position 1542: 1.404704239995195e-10
Position 923: 1.3114025480600425e-10
Position 2192: 1.2054811364091898e-10
Position 2494: 8.168850288724563e-11
Position 1107: 4.9205671732285883e-11
Position 925: 4.432369452608355e-11
Position 927: 3.715079829848796e-11
Position 929: 2.784091497585231e-11
Position 578: 1.5874255502843815e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 15791: 0.9998882151336796
Position 16473: 0.995909807751336
Position 16856: 0.8549656228770263
Position 28635: 0.6401274218501601
Position 18704: 0.5627144625434208
Position 18262: 0.2949757966146332
Position 621: 0.24906681727346097
Position 19236: 0.1448148742968707
Position 3154: 0.12805668342038753
Position 19256: 0.1038825649395478
Position 23414: 0.07143925547350001
Position 21652: 0.0539078744206212
Position 18238: 0.05060706238608893
Position 17749: 0.04971694015002112
Position 17229: 0.03384541962514294
Position 19584: 0.02868132187736078
Position 17614: 0.021668356701307588
Position 3224: 0.01736813109846713
Position 3174: 0.014703632361243255
Position 8087: 0.014415169733047866
Position 21195: 0.013827600878800543
Position 956: 0.010748542573125361
Position 2833: 0.010674184759105988
Position 27124: 0.01042454396867084
Position 18965: 0.009865052302722277
Position 17235: 0.007462190977621161
Position 3150: 0.007328159962650361
Position 17661: 0.005970753074619207
Position 21955: 0.005809278479046606
Position 23039: 0.005222634040623345
Position 982: 0.005113704191162988
Position 17566: 0.004605896265734721
Position 22718: 0.004472256718184568
Position 19063: 0.00395954503822638
Position 288: 0.0031308932002361393
Position 372: 0.0030338487348083765
Position 654: 0.0029782931701553043
Position 258: 0.0018049514007594807
Position 17019: 0.0016527623293865555
Position 21674: 0.0016395150481209701
Position 3324: 0.0015604281505099185
Position 19197: 0.0011631109600277834
Position 20199: 0.0008962429748209046
Position 20058: 0.0008119900860296589
Position 3069: 0.0007632848138321675
Position 958: 0.0006597229571008923
Position 671: 0.0005810481991037123
Position 343: 0.0005442109548335876
Position 320: 0.0005248646572500625
Position 19118: 0.00046228393215395767
Position 17070: 0.000328915502934785
Position 18209: 0.000304504505509752
Position 17164: 8.312681445045906e-05
Position 2573: 1.7459312804402677e-05
Position 4271: 5.6432291970073425e-06
Position 1317: 4.9585883196612e-06
Position 6217: 3.6584602748274363e-06
Position 3939: 2.5859330954656767e-06
Position 1350: 1.7640403941131746e-06
Position 5279: 1.4951060376670912e-06
Position 3447: 8.556869571486751e-07
Position 2636: 8.17215500574358e-07
Position 5109: 7.069348104155705e-07
Position 2138: 6.779620130389747e-07
Position 2098: 6.489826986287414e-07
Position 3569: 5.05363002228497e-07
Position 2856: 4.03486698007359e-07
Position 2305: 3.997495790495709e-07
Position 2599: 3.070035508849183e-07
Position 4290: 1.9763978975722357e-07
Position 2913: 1.8228368154984665e-07
Position 2968: 1.7178708588255022e-07
Position 1231: 1.3159304501485657e-07
Position 2333: 1.1998833628745532e-07
Position 788: 1.0495802590412608e-07
Position 2262: 9.848244887745725e-08
Position 444: 6.736297216288394e-08
Position 428: 3.664878965036836e-08
Position 2242: 4.0595727768267104e-09
Position 454: 3.5040949622771205e-09
Position 2281: 3.4414851689930454e-09
Position 756: 3.3170081228928675e-09
Position 566: 3.252680025831711e-09
Position 665: 2.519525734242565e-09
Position 640: 1.823437942039806e-09
Position 487: 1.0467764380649154e-09
Position 187: 9.867176905840746e-10
Position 492: 3.1003170725528086e-10
Position 837: 2.3396827652094887e-10
Position 194: 2.228136055427745e-10
Position 1052: 2.1140325962771334e-10
Position 689: 1.7461427316783033e-10
Position 805: 1.6575522983299358e-10
Position 327: 1.5565649344683983e-10
Position 1020: 8.463187800326523e-11
Position 1008: 6.753651061314968e-11
Position 697: 6.691481139334583e-11
Position 809: 6.051166288294469e-11
Position 1112: 5.6420478652281675e-11
Position 831: 5.578779179002714e-11
Position 703: 8.04772279286267e-12
Position 799: 7.45422528065704e-12
Position 708: 7.070988176659003e-12
Position 100: 2.86248361873122e-12
Position 105: 1.3067524676132102e-12
Position 140: 3.7562909706293486e-13
Position 108: 1.9160706486136901e-13
Position 494: 1.494170923434842e-18
