Gene = ZMYM6NB
Position 788: 0.004487478782617313
Position 2260: 0.0036713864929876832
Position 563: 0.0036504071446270556
Position 3032: 0.0030997753720557316
Position 2947: 0.0030979876087663828
Position 399: 0.00296665149087488
Position 1227: 0.002863349460107646
Position 3331: 0.002667757252163914
Position 1696: 0.002665735806290357
Position 2453: 0.0026218290441362645
Position 2554: 0.002356377853318769
Position 2612: 0.0021991155898526066
Position 1037: 0.0019675806369582995
Position 2551: 0.0019236105078616688
Position 1801: 0.0018827000399628663
Position 2160: 0.0017196399421870092
Position 2515: 0.001559962913239942
Position 3488: 0.0015050171291898242
Position 2388: 0.001469074398839222
Position 2089: 0.001253563560948947
Position 662: 0.0012254276453866164
Position 3287: 0.00119824883375158
Position 1260: 0.0011295619619847627
Position 734: 0.0011022929388691685
Position 876: 0.0008493050314810407
Position 1875: 0.0007705018889815436
Position 716: 0.0007088949656784337
Position 2145: 0.0006068948606672946
Position 845: 0.0005636052102822574
Position 1040: 0.0005397500326881405
Position 3577: 0.00047579000729099867
Position 3212: 0.0004265085257093306
Position 1739: 0.0004009961848576336
Position 2745: 0.0003882832138054635
Position 3449: 0.00030280886696659905
Position 2108: 0.0002719595414326705
Position 2393: 0.00025128976515907426
Position 2321: 0.00024696737389132264
Position 1313: 0.00023151063411063107
Position 794: 0.00023032962449109665
Position 1385: 0.00021493247460502798
Position 2339: 0.00016986995418577085
Position 1783: 0.0001609956038895064
Position 307: 0.0001469673141202064
Position 265: 0.00014192047368799835
Position 2999: 0.0001355724554374003
Position 2020: 9.012143110593333e-05
Position 409: 8.632260918787509e-05
Position 790: 7.653850078679354e-05
Position 960: 7.535058364052929e-05
Position 873: 6.294916426987363e-05
Position 1965: 6.119899429486318e-05
Position 1288: 4.9871145904854365e-05
Position 1377: 4.8004117345678425e-05
Position 684: 4.2455844533565604e-05
Position 851: 4.1289034574376745e-05
Position 259: 4.0167026280715136e-05
Position 802: 3.7998595466847635e-05
Position 604: 3.0645804791386936e-05
Position 301: 2.8258502174642963e-05
Position 451: 2.596937339803127e-05
Position 747: 2.3359109937183053e-05
Position 690: 2.3029151503116062e-05
Position 617: 2.1510774737742102e-05
Position 1912: 1.5459138312623845e-05
Position 364: 1.3884362495957489e-05
Position 546: 1.2143540527805599e-05
Position 628: 9.672405532167143e-06
Position 847: 5.820949765884993e-06
Position 878: 3.928406698340641e-06
Position 1170: 3.2678826431879082e-06
Position 705: 2.9552585315327104e-06
Position 664: 2.4312824005838505e-06
Position 1164: 1.4051488655032344e-06
Position 331: 4.6282254049737967e-07
Position 411: 3.230179855710332e-07
Position 322: 2.795623600864778e-07
Position 1232: 2.1726808504615274e-07
Position 271: 2.0413954588118978e-07
Position 1162: 1.8513705182306318e-07
Position 417: 1.2869492877982097e-07
Position 473: 1.2641130317814987e-07
Position 357: 1.1592968266974587e-07
Position 282: 1.1213750443909412e-07
Position 584: 4.802928677831483e-08
Position 568: 4.4632216493837144e-08
Position 914: 3.9660857654196465e-08
Position 179: 3.3399358791149765e-08
Position 116: 2.950780116996403e-08
Position 590: 2.4944505497264757e-08
Position 141: 1.866616912577998e-08
Position 420: 8.956740901379859e-09
Position 621: 5.777621295051052e-09
Position 128: 5.4238462741776e-10
Position 125: 1.2623459540757097e-10
Position 149: 4.850227627791314e-11
Position 160: 1.2001528423594148e-11
