Gene = RP11-11N7.5
Position 4569: 2.442544159697826e-05
Position 4246: 2.3995883910549114e-05
Position 2231: 2.100142225563935e-05
Position 4422: 1.8342376418052877e-05
Position 1172: 1.78697001257665e-05
Position 3579: 1.6140055326115066e-05
Position 3077: 1.6019387253375058e-05
Position 2725: 1.3661157807256962e-05
Position 2738: 1.1513040817898526e-05
Position 794: 1.122335573598899e-05
Position 3096: 1.1183666014975542e-05
Position 1410: 9.567899320875258e-06
Position 1116: 9.226588328403826e-06
Position 733: 7.843153929553997e-06
Position 500: 5.776139429359906e-06
Position 916: 5.717139089643362e-06
Position 1146: 4.635884279786208e-06
Position 192: 4.081817579710161e-06
Position 664: 3.6617745552076e-06
Position 1795: 3.1845996598833835e-06
Position 168: 2.442662415022899e-06
Position 260: 2.1734281227646878e-06
Position 462: 2.1188196169142627e-06
Position 1291: 2.0199378461215155e-06
Position 206: 1.7336035487341363e-06
Position 264: 1.509691670649408e-06
Position 1461: 1.1530395804422846e-06
Position 1598: 1.062026804652355e-06
Position 869: 9.022632355682536e-07
Position 1502: 8.589844204826284e-07
Position 1347: 8.480393970482176e-07
Position 3167: 4.922204978578896e-07
Position 3299: 4.0919765926125394e-07
Position 361: 2.422687300271332e-07
Position 425: 2.3720443719353e-07
Position 598: 2.218238731227824e-07
Position 696: 2.0982137726457373e-07
Position 644: 1.784413275912934e-07
Position 618: 1.7829551265881643e-07
Position 314: 1.7271096080351176e-07
Position 578: 1.1188241993430983e-07
Position 628: 6.2874264334119e-08
Position 521: 3.977003313192725e-08
Position 667: 3.934384726537712e-08
Position 1096: 3.3590165649355576e-08
Position 570: 2.4135291396001238e-08
Position 436: 8.417948857183047e-09
Position 1144: 5.399389002569885e-09
Position 1008: 4.110716261195094e-09
Position 1799: 5.05099185608541e-10
Position 512: 2.7903034387341315e-10
Position 468: 2.6225275645337647e-10
Position 221: 1.8134984646204756e-10
Position 518: 1.1944383085200423e-10
Position 434: 1.0545217913026181e-10
Position 115: 4.970787250318822e-12
Position 136: 1.486993828170123e-12
Position 73: 2.0906523373801268e-13
Position 120: 5.923129532158546e-14
Position 86: 2.7815190552927893e-15
Position 129: 8.984533583417012e-16
Position 97: 3.913268036848568e-16
