Gene = SVBP
Position 5348: 0.007421195407467223
Position 198: 0.005770898276622383
Position 5238: 0.005693038155238922
Position 3258: 0.0054016899845167705
Position 2079: 0.005343031140731424
Position 4208: 0.005268753350514945
Position 1697: 0.004884537636892101
Position 5010: 0.004878803713527519
Position 7615: 0.004528060534167218
Position 1404: 0.004456693210341159
Position 8919: 0.004195098441656664
Position 4886: 0.0037949756790303596
Position 1592: 0.003265414912811056
Position 479: 0.0031489369031088804
Position 500: 0.0031178998620659615
Position 7586: 0.0028809070437049644
Position 4232: 0.002852716615781508
Position 3358: 0.002714542063697317
Position 1224: 0.002690606616726038
Position 3794: 0.0025701184200963498
Position 9223: 0.002463349633509005
Position 5612: 0.002119290158425716
Position 3684: 0.002042375930604779
Position 7729: 0.001805088450713294
Position 3699: 0.0017771087815327017
Position 5331: 0.0016526124088030417
Position 3539: 0.0015526327009972465
Position 1449: 0.0012427816425547508
Position 2043: 0.0012292524393896773
Position 1644: 0.0012127403458041144
Position 706: 0.0009329524073716225
Position 483: 0.0008058078704994302
Position 4595: 0.0007903583172410088
Position 6766: 0.0007649042323603871
Position 281: 0.0007280699928659474
Position 3379: 0.0007122821954607952
Position 6837: 0.0006893792424636964
Position 655: 0.0006758441010604768
Position 1477: 0.0006678947436281993
Position 7200: 0.0006528890029870969
Position 701: 0.0006410882632875296
Position 1544: 0.0006354533813635434
Position 6392: 0.0006347448356513779
Position 1318: 0.0006206259896913794
Position 3402: 0.0005635029379144296
Position 1455: 0.000535063060029105
Position 1905: 0.0005185159827369209
Position 2899: 0.000498707565474486
Position 2191: 0.0004690267991330808
Position 3636: 0.0004017459813474408
Position 1122: 0.00037286093021828085
Position 249: 0.00032923337051445403
Position 3942: 0.00032186054251127883
Position 1249: 0.00030341409261979004
Position 648: 0.00030146762107198
Position 733: 0.0002781434303853049
Position 3316: 0.0002577373029974019
Position 506: 0.00023559202356108225
Position 730: 0.00023087794400338576
Position 6991: 0.0002048448849970851
Position 7011: 0.0001983044499920948
Position 2462: 0.00019529414333136302
Position 1743: 0.00018469589897900898
Position 4294: 0.0001828075820173834
Position 2024: 0.00017115486914566922
Position 1979: 0.00015927293780720122
Position 1973: 0.00015851819979051314
Position 2903: 0.00014547853340947755
Position 5692: 0.00014329008688180464
Position 4102: 0.0001277272580046679
Position 2215: 0.0001272667615839966
Position 312: 0.00012353562819024397
Position 2296: 0.00012077353307151053
Position 5028: 0.00010681181036083863
Position 3730: 9.480002469515013e-05
Position 1628: 9.137695224040022e-05
Position 1721: 8.322620827832474e-05
Position 252: 8.086148027107443e-05
Position 228: 7.847763912834396e-05
Position 3329: 6.607922022463649e-05
Position 3633: 5.7996387563998294e-05
Position 1908: 5.026063105327312e-05
Position 3459: 4.118953654596403e-05
Position 2434: 4.073786657275656e-05
Position 1329: 4.005564834913684e-05
Position 3426: 3.66631441885976e-05
Position 881: 3.614358645761561e-05
Position 2031: 2.7997155066460055e-05
Position 1375: 2.2403705566771992e-05
Position 1203: 2.1115498349527593e-05
Position 658: 1.671061824844945e-05
Position 407: 1.6628010972515516e-05
Position 746: 1.3408024484697003e-05
Position 1176: 1.3029824776425864e-05
Position 606: 2.5341202483949776e-06
Position 1279: 4.694378518791059e-07
Position 1410: 2.6599030692908975e-07
Position 528: 2.2497814365696456e-07
Position 567: 2.0029765301974465e-07
Position 615: 1.3886417371421464e-07
Position 563: 1.360099279568627e-07
Position 665: 1.1572126210231317e-07
Position 1342: 9.460005378437392e-08
Position 544: 9.289757381075122e-08
Position 691: 8.556321562397087e-08
Position 239: 4.983651478087578e-08
Position 581: 3.930938466317877e-08
Position 309: 3.930210523199672e-08
Position 549: 3.619044373546879e-08
Position 573: 2.5479703790202633e-08
Position 459: 2.375437689698854e-08
Position 293: 1.5593622029182574e-08
Position 299: 1.2948968556387682e-08
Position 91: 3.6313357987621034e-09
Position 314: 2.8969534976391677e-09
Position 346: 2.892237477797702e-09
Position 338: 2.221108156461763e-09
Position 230: 2.861761037257747e-10
Position 257: 2.3041895255640682e-10
