Gene = ISPD
Position 11763: 0.008920822279898434
Position 2565: 0.007785282109796036
Position 2272: 0.006960976981362655
Position 3690: 0.006822046031551419
Position 3115: 0.006304850990994522
Position 9438: 0.005546240628117367
Position 9801: 0.004996115326798423
Position 3487: 0.004571448894672115
Position 1134: 0.004431136215584738
Position 9978: 0.0041967913017898935
Position 2743: 0.0036534474189270204
Position 6008: 0.003191771677154078
Position 3546: 0.0031252316709337938
Position 6979: 0.0028650872353780904
Position 1329: 0.0028242564987202463
Position 719: 0.0026365978148618864
Position 2461: 0.002403900193005751
Position 4204: 0.0021118642275190017
Position 8755: 0.0020454225760916074
Position 736: 0.0019510834938200163
Position 566: 0.0019087329619787113
Position 1170: 0.0018859570865765146
Position 1907: 0.0018602490138078923
Position 4105: 0.0017911577472320731
Position 2030: 0.0017590062412550086
Position 4654: 0.0015797494889042722
Position 3803: 0.0015633196003851692
Position 867: 0.001491465940738443
Position 6400: 0.0014436004255813295
Position 2746: 0.0013846696826729685
Position 2911: 0.001295679003134318
Position 4487: 0.0011700657405112542
Position 8267: 0.0011544884834709058
Position 2217: 0.0010901543976236906
Position 3451: 0.0010163873852876073
Position 4371: 0.0010057273463172892
Position 435: 0.0007126808901976339
Position 1745: 0.0006486727393090207
Position 968: 0.0006052390294309878
Position 1052: 0.0005613037058003397
Position 1820: 0.0005417598519991184
Position 745: 0.0005138327926886478
Position 3142: 0.0005090906491875595
Position 3145: 0.00045180549854743196
Position 1938: 0.0004377299689634958
Position 6048: 0.00035548858944574747
Position 6136: 0.000333925189625365
Position 330: 0.0003110473382389102
Position 1072: 0.0002967102196848224
Position 4705: 0.0002267671495349422
Position 245: 0.0002198520632042857
Position 2457: 0.00020798598797139062
Position 2986: 0.00020569787306776136
Position 487: 0.0001816960917015882
Position 4263: 0.00013874075488089227
Position 1138: 0.00013204983589753898
Position 2865: 0.0001257621710543635
Position 465: 9.438027511238845e-05
Position 484: 9.219208511783939e-05
Position 2047: 8.711718396530149e-05
Position 4680: 6.992502577088859e-05
Position 411: 4.247306867584358e-05
Position 2297: 2.892938654751215e-05
Position 789: 2.2659718765383716e-05
Position 853: 1.8319966358100242e-05
Position 586: 1.5446242685198507e-05
Position 527: 1.4366634106221769e-05
Position 2346: 8.933249320340463e-06
Position 1718: 8.407074907628532e-06
Position 2187: 7.607078399936576e-06
Position 874: 5.413568531936164e-06
Position 549: 4.064621092629764e-06
Position 2057: 3.7601182912293835e-06
Position 702: 3.5282443786823212e-06
Position 371: 3.404291464362933e-06
Position 2136: 2.6186788809697287e-06
Position 3077: 1.9495267893666545e-06
Position 1943: 1.653923173707237e-06
Position 2051: 1.629841561326744e-06
Position 845: 1.4995833882202928e-06
Position 1730: 1.336961645756766e-06
Position 197: 9.020808721284364e-07
Position 232: 8.958846167583409e-07
Position 1884: 8.949300296166841e-07
Position 454: 6.263082641283932e-07
Position 810: 5.826466139014771e-07
Position 661: 5.603978997966707e-07
Position 668: 5.406734601171782e-07
Position 380: 4.3648607763669404e-07
Position 1427: 4.0072075908645666e-07
Position 890: 3.637939401089049e-07
Position 642: 3.2727467058559733e-07
Position 580: 2.683116374671625e-07
Position 448: 2.6266348330170237e-07
Position 896: 2.4939561718787363e-07
Position 598: 1.5352318343382155e-07
Position 715: 1.501220804796574e-07
Position 870: 1.4939617090045037e-07
Position 1348: 1.4852452682577077e-07
Position 1858: 1.0771121994397589e-07
Position 1832: 1.0592605162621707e-07
Position 336: 9.955040622919575e-08
Position 1748: 9.459300664930515e-08
Position 504: 8.324100657620718e-08
Position 761: 7.71863031871712e-08
Position 467: 6.020666232565755e-08
Position 583: 5.282585630811527e-08
Position 1152: 4.811221151921566e-08
Position 529: 3.296279668971187e-08
Position 135: 2.9476779015056804e-08
Position 386: 2.4221738033301947e-08
Position 531: 2.354502515630749e-08
Position 492: 1.7913663075624914e-08
Position 220: 1.740310112165202e-08
Position 254: 9.122905161759599e-09
Position 144: 3.3598466784022016e-09
Position 904: 3.084000394425689e-09
Position 218: 2.3303726101818614e-09
Position 175: 5.067550373415271e-10
Position 173: 1.77885700923418e-11
Position 116: 1.2927085566874207e-11
Position 256: 5.5056758956340556e-12
Position 419: 8.768811484218439e-13
