Gene = TRH
Position 3207: 0.006833469695382583
Position 2123: 0.006620307039988087
Position 2126: 0.004254644534058732
Position 1604: 0.003350226713324282
Position 1835: 0.002997609132809463
Position 3037: 0.0027556204221562204
Position 1007: 0.0026246213060431285
Position 1590: 0.0025387218673961344
Position 3242: 0.002405451470786548
Position 3424: 0.00232625261637704
Position 2882: 0.00231696844848201
Position 1264: 0.002194359041388085
Position 2524: 0.002107899072995155
Position 2441: 0.0018930418466901076
Position 173: 0.0018047343185660627
Position 2835: 0.0017487316408604425
Position 384: 0.001640190038532841
Position 3543: 0.001626479054723194
Position 2638: 0.0016075249485339514
Position 1863: 0.0014702993697817818
Position 628: 0.001296396415393265
Position 979: 0.0009421152142502824
Position 271: 0.0008812413237966967
Position 1173: 0.0008596136686584111
Position 1897: 0.0008475875414098827
Position 437: 0.0007695943281312218
Position 641: 0.0007575144812072909
Position 993: 0.0006991765382250983
Position 3002: 0.0006941403311890907
Position 2032: 0.0006732905937627345
Position 3626: 0.0006503194369624372
Position 1971: 0.0006376924509003607
Position 1934: 0.000592978757626965
Position 3572: 0.000592220370506268
Position 678: 0.000554380251352695
Position 2645: 0.000553502386662167
Position 1169: 0.0005511230895746259
Position 611: 0.0005368413660976804
Position 1288: 0.00043103928059077753
Position 1013: 0.00042254938486655766
Position 3439: 0.00041777867269375275
Position 1793: 0.000401929428017591
Position 1840: 0.00039684131524518737
Position 3145: 0.00037361150334028507
Position 746: 0.0003674895383828517
Position 3460: 0.00036091064669143156
Position 2543: 0.00035843835759731925
Position 3060: 0.0003304533234431648
Position 3385: 0.00031898216058751235
Position 1118: 0.00025051853782326523
Position 1179: 0.00023900268333424004
Position 2740: 0.00023419830200653422
Position 1314: 0.00021806869169537158
Position 2786: 0.00018596541259240416
Position 368: 0.00015468240578104064
Position 445: 0.00013112066171871826
Position 1607: 0.00010787654102183671
Position 420: 0.00010747904631741294
Position 1279: 0.00010060266265053936
Position 2098: 9.369741214937358e-05
Position 548: 8.667591539606095e-05
Position 2929: 8.579980643102008e-05
Position 613: 8.494353651671817e-05
Position 2652: 7.221825184361274e-05
Position 1375: 7.205735537778872e-05
Position 2649: 6.836016067997005e-05
Position 1592: 6.59144466273371e-05
Position 2798: 5.684365898178174e-05
Position 1601: 4.843914446793583e-05
Position 2169: 4.5817669649216936e-05
Position 2295: 4.494303377452123e-05
Position 2143: 4.4907977910943224e-05
Position 321: 4.437976639289401e-05
Position 1335: 4.144732033282301e-05
Position 2561: 4.127214623338278e-05
Position 1977: 4.0446697645562046e-05
Position 1625: 3.611479879502967e-05
Position 408: 2.963366238068734e-05
Position 2362: 2.5621181020144333e-05
Position 1661: 2.490928020625734e-05
Position 1323: 1.9167679930172e-05
Position 228: 1.7848223870468847e-05
Position 967: 1.6133182887543234e-05
Position 1979: 1.4889888593081482e-05
Position 1039: 1.4682938929164647e-05
Position 2177: 1.4170418416698943e-05
Position 85: 1.3964071792831968e-05
Position 1381: 1.185400514150783e-05
Position 1305: 1.1627092644831008e-05
Position 2045: 1.045784192276921e-05
Position 2448: 1.0270531118097739e-05
Position 1066: 1.0156765311131141e-05
Position 1337: 1.0087351689714675e-05
Position 1399: 8.817257180463595e-06
Position 2461: 8.456395579675185e-06
Position 181: 7.597592302502108e-06
Position 2465: 7.392633134178522e-06
Position 1451: 6.999401686677452e-06
Position 410: 6.965478374451816e-06
Position 812: 4.798739917237847e-06
Position 287: 4.322331378726376e-06
Position 475: 3.0947199801758752e-06
Position 391: 3.033345910255965e-06
Position 702: 1.8002202872290978e-06
Position 1813: 8.288347909567914e-07
Position 724: 7.038844882257668e-07
Position 2321: 6.891648170564887e-07
Position 2467: 5.87709881464575e-07
Position 1817: 5.40938081148737e-07
Position 1445: 5.038589785351967e-07
Position 2324: 4.884944873202245e-07
Position 623: 2.606561853900942e-07
Position 284: 2.2152762195503415e-07
Position 1709: 2.2035947739357185e-07
Position 1758: 2.0686220507109652e-07
Position 826: 1.4997590687706704e-07
Position 192: 1.0268204944870931e-07
Position 281: 9.154949547438421e-08
Position 2262: 6.175813773500024e-08
Position 504: 3.604191309264271e-08
Position 874: 2.4388520682510143e-09
Position 763: 2.25899289306284e-09
Position 814: 1.9470934884198275e-09
Position 518: 1.4890775227179955e-09
Position 183: 8.934249548849297e-10
Position 1055: 1.7375238111352045e-12
