Gene = TBL2
Position 433: 1.676679123939062e-07
Position 8281: 1.3714167503147475e-07
Position 8268: 1.3656971802591462e-07
Position 490: 8.987071287181121e-08
Position 8364: 3.371607280683925e-08
Position 81: 3.61812044095264e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4277: 0.9972507586600411
Position 7818: 0.9457808210337324
Position 5319: 0.8547781497224022
Position 7478: 0.6611250201126389
Position 5820: 0.5933881716792477
Position 4735: 0.47869921357853634
Position 4668: 0.3090820655900687
Position 2089: 0.28515489001526023
Position 5845: 0.22803027821864644
Position 7449: 0.16034318248542925
Position 5368: 0.10067080491181364
Position 4706: 0.06219766522556645
Position 4551: 0.05960902246068683
Position 4703: 0.04539150341700418
Position 4607: 0.0398504079510233
Position 6730: 0.038049731891033015
Position 8363: 0.03578757127762385
Position 8446: 0.031675503687865605
Position 7513: 0.030093407930527564
Position 4631: 0.028939983354860012
Position 1913: 0.028764059941881567
Position 6755: 0.028639061465181716
Position 2209: 0.02679308044384917
Position 8513: 0.02584568795630278
Position 3757: 0.025256551170676322
Position 1902: 0.020126399653917663
Position 4491: 0.01767663385428559
Position 9550: 0.016966568527192544
Position 5604: 0.016244803804363148
Position 7457: 0.01587215428189474
Position 7837: 0.015331463394871932
Position 4511: 0.010633545628610403
Position 5321: 0.009571158182773893
Position 5699: 0.009097536865545031
Position 2389: 0.007892139965812598
Position 5286: 0.007217048854156646
Position 887: 0.006488520267556621
Position 2392: 0.006428281136844136
Position 5644: 0.005633520036672654
Position 5405: 0.005222564859933153
Position 9213: 0.00520595491541832
Position 3986: 0.005061346955556553
Position 2766: 0.004976135288868923
Position 9233: 0.004901158997381851
Position 9623: 0.004610500227317909
Position 7865: 0.004581709715824193
Position 1219: 0.004236731675966072
Position 5742: 0.003736513898797448
Position 2151: 0.003588405778421466
Position 1916: 0.003473246343664357
Position 5584: 0.0032542815185161228
Position 7972: 0.0028260463789264866
Position 5825: 0.0027690017788071612
Position 5627: 0.0026236078643776806
Position 8770: 0.002584846406610742
Position 663: 0.0025121440981664524
Position 621: 0.0025034178159317874
Position 5909: 0.0024486599855181902
Position 4779: 0.002419542372430917
Position 7421: 0.0024057988491073623
Position 3046: 0.0023389808286200433
Position 5252: 0.002250861052662879
Position 5739: 0.002229771953452545
Position 7373: 0.002126390790257936
Position 641: 0.0020833127002661
Position 9568: 0.0020810586629926007
Position 1010: 0.001801981515253772
Position 5542: 0.0016744270638823129
Position 4767: 0.0016496471443912238
Position 5559: 0.001638344897528288
Position 2786: 0.0015417797050335134
Position 616: 0.0015335042627787805
Position 4670: 0.0015076271281972726
Position 8486: 0.0014706680579422184
Position 1244: 0.0014467716455844853
Position 2096: 0.001439224732460915
Position 9413: 0.0014056340566070955
Position 8608: 0.0013875603281358678
Position 5869: 0.0013315489015213366
Position 7510: 0.001304371786506461
Position 2983: 0.0012793405045099329
Position 7552: 0.0012272032482054116
Position 4578: 0.0012149709622792998
Position 5257: 0.0011640055467761026
Position 982: 0.001139134894611486
Position 5876: 0.0011349825580773008
Position 1871: 0.0009806288439922573
Position 4327: 0.0009017210409025306
Position 5652: 0.0008937198536327033
Position 7348: 0.0008623246721142366
Position 7333: 0.0008174851798008406
Position 8646: 0.0008032650235434687
Position 9734: 0.0007994638922129808
Position 5271: 0.0007897394261295111
Position 6948: 0.0007878693158148053
Position 7397: 0.0007859823441787264
Position 5577: 0.0007644409168509426
Position 1779: 0.0007627468031081426
Position 2169: 0.0006999062182113472
Position 5118: 0.0006816487609815585
Position 1105: 0.0006295559935361274
Position 5773: 0.0005892385502604107
Position 3813: 0.000556174256377624
Position 5657: 0.000552398545473116
Position 2940: 0.0005483625445784159
Position 7779: 0.000532852678613459
Position 1223: 0.000503920852594954
Position 2184: 0.0004717054098179184
Position 1530: 0.00046792909013580237
Position 3715: 0.000403507359211588
Position 4676: 0.0004005396115991003
Position 3027: 0.00039156123208245104
Position 5093: 0.00038678980282276434
Position 4219: 0.000377433207263985
Position 717: 0.0003721999777271061
Position 550: 0.000354438877531468
Position 771: 0.0003467041600502716
Position 6922: 0.0003377667888180269
Position 7252: 0.0003052369353454059
Position 4324: 0.0002975261307694529
Position 748: 0.00029679443386280724
Position 9737: 0.00029514213638653756
Position 714: 0.00028561941417026935
Position 6896: 0.0002827384904831822
Position 5947: 0.00027692482278168367
Position 4760: 0.00025992881026752753
Position 2219: 0.00024476652296334846
Position 5575: 0.00023593845943380848
Position 4634: 0.00022112975939344608
Position 6893: 0.0002147487909802661
Position 2851: 0.0002059541003410316
Position 7719: 0.00020310128041144346
Position 5684: 0.0001930457329318002
Position 5720: 0.00019268204853601528
Position 5471: 0.00018642331061887612
Position 5414: 0.00018436362110148467
Position 7280: 0.00018404016115515002
Position 4158: 0.0001752311950418691
Position 8179: 0.0001637711936011132
Position 9780: 0.00016313123574221715
Position 2133: 0.000149624038843646
Position 4974: 0.0001447830206563242
Position 5431: 0.00014393059456253314
Position 9040: 0.00013917297237430617
Position 9055: 0.00013307007907179794
Position 5187: 0.00013077069170628431
Position 9202: 0.00012440270488439894
Position 1887: 0.00011262945522703414
Position 5245: 0.00011254537150723637
Position 1793: 0.00010572175602594673
Position 8627: 9.921800009381132e-05
Position 4562: 9.624520636151765e-05
Position 5203: 9.546076672196293e-05
Position 4929: 9.428051827801839e-05
Position 8519: 9.197958730628961e-05
Position 6349: 8.482993012931864e-05
Position 9763: 8.105795613615013e-05
Position 4933: 7.955259829644539e-05
Position 1919: 7.482964394066277e-05
Position 6098: 6.565830416578238e-05
Position 1932: 6.535241002070053e-05
Position 4161: 6.357825912657569e-05
Position 4400: 6.190052935681682e-05
Position 4517: 5.949026558686059e-05
Position 7910: 5.2807973797316856e-05
Position 1700: 5.236030650573993e-05
Position 7906: 4.609482926608457e-05
Position 4585: 4.374518166125867e-05
Position 1631: 4.212282484548818e-05
Position 5717: 3.967599398375508e-05
Position 6171: 3.944209744489119e-05
Position 4006: 3.926324940860503e-05
Position 1016: 3.907528873913414e-05
Position 5163: 3.855692695831561e-05
Position 1056: 3.836070271083601e-05
Position 256: 3.5618933158817704e-05
Position 5437: 3.456664679701285e-05
Position 3982: 2.9975074223459962e-05
Position 1294: 2.97205846719319e-05
Position 1085: 2.794481611956501e-05
Position 5196: 2.7784425608724306e-05
Position 904: 2.668949707477922e-05
Position 7201: 2.525933461726257e-05
Position 187: 2.2569232248542602e-05
Position 1033: 2.1934024942924235e-05
Position 5674: 2.1808608624144242e-05
Position 1065: 1.9207936333401636e-05
Position 216: 1.900458322650806e-05
Position 154: 1.7462229568616978e-05
Position 4472: 1.5229667062719677e-05
Position 523: 1.3708671322856768e-05
Position 4090: 1.2755717502717273e-05
Position 1384: 1.0501534578428228e-05
Position 644: 9.234233065867839e-06
Position 123: 8.992290329122095e-06
Position 693: 8.366442189352174e-06
Position 1138: 7.120751528732258e-06
Position 5166: 6.706442941933879e-06
Position 2762: 5.164188333469072e-06
Position 1072: 4.472869461136674e-06
Position 5765: 4.425817973031103e-06
Position 5037: 4.256481297579014e-06
Position 2492: 4.15136739418359e-06
Position 5019: 3.7228011049112736e-06
Position 6511: 3.307774552331556e-06
Position 6535: 2.1941730492294443e-06
Position 2394: 1.8934510270339458e-06
Position 2035: 9.185611249884706e-07
Position 7693: 2.427572042176758e-07
Position 490: 2.2642096200651144e-07
Position 7659: 7.965155100990582e-08
Position 4853: 6.644291845358443e-09
Position 4783: 3.978441119759418e-09
Position 4841: 1.2031271085320498e-09
Position 4793: 3.747991659200762e-10
