Gene = KIFAP3
Position 8617: 8.879282700610494e-08
Position 4092: 8.487541791978516e-08
Position 5826: 8.418413890980071e-08
Position 5559: 7.9988351560793e-08
Position 3752: 7.007620144885065e-08
Position 4805: 6.57169711152942e-08
Position 4114: 6.451876473580822e-08
Position 731: 6.430156912551981e-08
Position 3980: 6.302963475482203e-08
Position 5426: 6.126341200570486e-08
Position 8229: 5.752732466027999e-08
Position 2231: 5.422698401870552e-08
Position 4260: 4.917446134382575e-08
Position 3768: 4.9064656871646844e-08
Position 1046: 3.99766498244475e-08
Position 7692: 3.873791549605648e-08
Position 4772: 3.784236263789079e-08
Position 3159: 3.580567273608026e-08
Position 2359: 3.3913778856254844e-08
Position 356: 3.294162507221515e-08
Position 5032: 3.191634783783758e-08
Position 331: 3.15116504100708e-08
Position 2895: 3.021865290112226e-08
Position 756: 2.9343749070998048e-08
Position 6290: 2.7641588785114446e-08
Position 3565: 2.726362294455405e-08
Position 4954: 2.7183977585873598e-08
Position 582: 2.6968660058046432e-08
Position 406: 2.6828054022885988e-08
Position 924: 2.652098956365527e-08
Position 5674: 2.28937727530315e-08
Position 2030: 2.289373508368162e-08
Position 520: 2.2143264847486103e-08
Position 2271: 1.9325897591196427e-08
Position 5097: 1.792048637487996e-08
Position 3926: 1.7123545240666974e-08
Position 2593: 1.6707600674015352e-08
Position 5232: 1.4130865804407262e-08
Position 480: 1.3203279716349955e-08
Position 1533: 1.2580180400825861e-08
Position 1269: 1.1942097055853094e-08
Position 2778: 1.1433590376031515e-08
Position 359: 1.1072028644169233e-08
Position 191: 9.994148311406315e-09
Position 2694: 9.797510752467461e-09
Position 1122: 8.828424327329488e-09
Position 698: 8.1318693095062e-09
Position 4285: 7.930941725434784e-09
Position 1634: 5.895170328028935e-09
Position 112: 5.798360945247078e-09
Position 2034: 5.69168507972255e-09
Position 1605: 4.998357011615749e-09
Position 3029: 4.552812253560524e-09
Position 2235: 4.3285912036762866e-09
Position 2801: 3.78008143925778e-09
Position 299: 3.6697759888266433e-09
Position 1074: 3.4530493905852966e-09
Position 3063: 3.3887722353215493e-09
Position 1911: 3.330310859683428e-09
Position 822: 2.4955774091513003e-09
Position 3537: 2.467949407866734e-09
Position 1536: 2.1448446091757884e-09
Position 1226: 2.080469389333727e-09
Position 3641: 1.7431987595742243e-09
Position 3073: 1.6415650556410089e-09
Position 471: 1.6020501889941997e-09
Position 375: 1.3691356091339396e-09
Position 876: 1.3090237548663443e-09
Position 234: 1.0827260408961267e-09
Position 960: 6.206181679709885e-10
Position 2055: 4.097284803064712e-10
Position 394: 2.5405507488488617e-10
Position 2037: 2.4732863017432145e-10
Position 1057: 2.1217418339531478e-10
Position 660: 1.6679574152289113e-10
Position 905: 1.27275361299846e-10
Position 1008: 1.1579292029183861e-10
Position 489: 1.032305185162923e-10
Position 424: 8.073864079956679e-11
Position 399: 7.070650098214188e-11
Position 705: 6.907874110003631e-11
Position 384: 5.4652490082751636e-11
Position 144: 4.61332031902647e-11
Position 988: 2.631574973992539e-11
Position 708: 2.4279541556388352e-11
Position 412: 9.084371271835629e-12
Position 372: 8.250101849400597e-12
Position 309: 7.633894781773497e-12
Position 397: 4.3541723724347105e-12
Position 429: 2.867173244837595e-12
Position 1209: 2.187181444118186e-12
Position 275: 1.701520764457919e-12
Position 88: 1.519864987820975e-12
Position 379: 1.5130358188823386e-12
Position 259: 1.3628000347937165e-12
Position 427: 8.193488049854925e-13
Position 119: 5.354949213046654e-13
Position 247: 5.08608629135423e-13
Position 633: 4.319794962024268e-13
Position 532: 4.2706618628193604e-13
Position 381: 3.314397907355607e-13
Position 239: 2.2857984464194216e-13
Position 417: 2.1441029893717562e-13
Position 742: 2.060143281415123e-13
Position 620: 1.7917382214835274e-13
Position 526: 1.435487233066726e-13
Position 528: 7.854236334839886e-14
Position 854: 2.533489190095874e-14
