Gene = ERRFI1
Position 769: 0.00020351196875403852
Position 4193: 0.00018002253231055298
Position 388: 0.00017996263808990647
Position 7785: 0.00015449466100618309
Position 3951: 0.00015310792690157482
Position 1444: 0.00013781507760091328
Position 1117: 0.00013621351869885697
Position 3085: 0.00012729113994364106
Position 6239: 0.00011176872982756635
Position 6814: 0.00010755089911514394
Position 658: 9.578428321837093e-05
Position 6753: 9.091743051685032e-05
Position 4344: 7.196887681277527e-05
Position 4755: 6.484357716196745e-05
Position 512: 6.357976213647862e-05
Position 1008: 5.766679037821753e-05
Position 993: 4.0875963578017626e-05
Position 2466: 3.773820352269459e-05
Position 3136: 3.6040969591709696e-05
Position 1062: 3.382368530499218e-05
Position 2638: 3.281371978078411e-05
Position 1041: 3.250320325138587e-05
Position 1656: 2.8981355468638068e-05
Position 2165: 2.844889241435824e-05
Position 1574: 2.7995996450597537e-05
Position 576: 2.548841077712321e-05
Position 3581: 2.057597456685462e-05
Position 2094: 1.953068160238267e-05
Position 526: 1.795876044713165e-05
Position 1083: 1.5005093658624392e-05
Position 1788: 1.4818167617203015e-05
Position 1804: 1.2426856906766958e-05
Position 2612: 1.2113860879716513e-05
Position 3252: 1.0661360724296704e-05
Position 1653: 8.780596552934147e-06
Position 4275: 8.33469155741454e-06
Position 2404: 7.2626474377030185e-06
Position 840: 5.6866960369543644e-06
Position 238: 5.457689174528416e-06
Position 256: 4.927180765976902e-06
Position 2298: 4.781348672017703e-06
Position 3264: 4.053092489533327e-06
Position 3237: 3.987416314224843e-06
Position 1202: 2.937291952892059e-06
Position 1090: 1.8832120958097537e-06
Position 2146: 1.4556214492287316e-06
Position 2763: 1.0027332814851371e-06
Position 1142: 5.878979331281491e-07
Position 412: 5.303381782077106e-07
Position 890: 4.290077875160494e-07
Position 490: 2.4172582407719564e-07
Position 1138: 2.100369377540824e-07
Position 942: 1.9131560792268082e-07
Position 1185: 1.3277747306683587e-07
Position 300: 1.1402261976787373e-07
Position 1125: 1.1276306316866073e-07
Position 1739: 1.0412639618120918e-07
Position 1052: 8.484810290659787e-08
Position 2284: 5.5786268420892405e-08
Position 899: 5.522938240020715e-08
Position 1559: 5.186842838560915e-08
Position 314: 4.4947635318320804e-08
Position 722: 4.286110792906385e-08
Position 320: 3.57420023452728e-08
Position 2224: 2.5853845241894387e-08
Position 209: 2.3510621538119e-08
Position 2036: 2.01265929599217e-08
Position 365: 1.705252434947296e-08
Position 529: 1.2005846441000713e-08
Position 561: 1.0869546466804139e-08
Position 363: 1.0723103562069093e-08
Position 1224: 3.058358612470446e-09
Position 271: 7.182721024930362e-10
Position 318: 5.452695126664337e-10
Position 547: 2.6023885786790657e-10
Position 554: 2.4997359341295727e-10
Position 282: 2.426141053735726e-10
Position 97: 4.1237294260053383e-11
Position 820: 4.0490683611631543e-11
Position 79: 3.844814069277581e-11
Position 155: 9.507232125850116e-12
Position 193: 6.780880276522024e-12
Position 93: 8.147660720988895e-13
Position 172: 2.639384943344589e-13
Position 134: 8.230215024315955e-14
Position 119: 5.422699026187959e-14
Position 183: 2.794016897707236e-15
