Gene = GS1-114I9.3
Position 2279: 1.0045378232963562e-06
Position 810: 1.0217002157700327e-07
Position 592: 7.522039643102008e-08
Position 651: 6.723170674327143e-08
Position 636: 1.9372352866699943e-08
Position 161: 3.388664432426709e-10
Position 392: 2.392114122517694e-10
Position 379: 2.05763525851088e-10
Position 495: 2.0044347360993451e-10
Position 155: 1.3854250577928798e-10
Position 382: 1.2329939075721414e-10
Position 309: 1.0048588663263866e-10
Position 215: 6.566730439278466e-11
Position 48: 2.860370334288399e-11
Position 167: 3.408428588392423e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 17604: 0.31115008215037265
Position 8553: 0.1223537998136304
Position 15641: 0.11273565477162442
Position 9911: 0.10148894868279644
Position 17787: 0.09893681474793645
Position 19561: 0.09132872552560517
Position 7124: 0.08263539394740532
Position 7575: 0.06211610305231639
Position 17883: 0.05960623055365157
Position 3539: 0.04365233879477431
Position 7202: 0.03490337283044793
Position 6573: 0.03424360343715365
Position 13560: 0.03094655136527441
Position 3634: 0.030823174633561587
Position 9054: 0.03061274658580724
Position 13759: 0.027738268315892524
Position 12897: 0.024822698271701485
Position 13512: 0.019033664176387858
Position 5009: 0.0139559500851857
Position 15274: 0.013780886168388625
Position 14042: 0.012880820285296976
Position 5654: 0.012179090309944091
Position 5298: 0.011969572060710393
Position 2979: 0.011420762055799331
Position 3653: 0.010964170197494566
Position 8117: 0.009960673774147367
Position 173: 0.007947027215478762
Position 12796: 0.0054444629075651
Position 12894: 0.005355627881354065
Position 7953: 0.005102053971785292
Position 5208: 0.004148893928002319
Position 5835: 0.0041213165671029955
Position 12556: 0.0034802781067774795
Position 6483: 0.003395600188997967
Position 8781: 0.0033182745407875232
Position 6966: 0.0032833716842496172
Position 9360: 0.002902049910616816
Position 2816: 0.0022185017982166927
Position 7414: 0.0021760262788051705
Position 10966: 0.0019875427224806683
Position 4720: 0.0019406182043111894
Position 4547: 0.001826971023402594
Position 7928: 0.0016856514555147468
Position 2193: 0.0016321062986122275
Position 10116: 0.0015312853704375436
Position 3391: 0.0015068805635594575
Position 9077: 0.0014783911214551696
Position 6758: 0.0013745213874947419
Position 4119: 0.0013487202272166989
Position 8085: 0.001232901710485254
Position 9826: 0.001203784887056043
Position 9133: 0.0011999264020452552
Position 4843: 0.0011085787818913026
Position 3033: 0.0010616195085528868
Position 6397: 0.0009689969927723612
Position 9104: 0.0009539615834813145
Position 4397: 0.0008571548039369922
Position 8720: 0.0008350851153544329
Position 981: 0.0008311210109568537
Position 9638: 0.0008087529206155103
Position 3296: 0.0007997080997917426
Position 5861: 0.0007183490151942873
Position 1116: 0.0007036538158201242
Position 9080: 0.0007008339858826427
Position 2833: 0.0006781125081193137
Position 6534: 0.0006636752821439695
Position 5321: 0.0006047385468200219
Position 4268: 0.0005657069853680993
Position 5818: 0.0005536359658425476
Position 3448: 0.0005443182642063488
Position 6791: 0.0004959049122936963
Position 1355: 0.0004956440541356285
Position 3563: 0.0004797057741222941
Position 3253: 0.00040301386579661563
Position 7684: 0.00040292355787251025
Position 4334: 0.0003987841334929545
Position 1566: 0.00038427781740412375
Position 265: 0.000381671534902928
Position 9130: 0.00037465221315968923
Position 7615: 0.00037131715174600397
Position 5716: 0.0003669267369732444
Position 2447: 0.00032663400663960967
Position 6841: 0.0003087060033705211
Position 4173: 0.00027910342480326066
Position 2363: 0.00027711944616264897
Position 2382: 0.00026484951589010304
Position 3043: 0.0002562056035251193
Position 3695: 0.00024442497702836634
Position 1598: 0.0002443979473874308
Position 3193: 0.00023941189816974014
Position 1404: 0.00023375920990255624
Position 6026: 0.00022340754008469275
Position 2882: 0.0002097838393928173
Position 6772: 0.00020633354778629387
Position 3968: 0.0002000303301994125
Position 1191: 0.00019887645823842972
Position 1949: 0.00019637014621711152
Position 144: 0.00019126142515146056
Position 4138: 0.00019055327204845683
Position 4827: 0.00018603628626319963
Position 5487: 0.00018442693461000504
Position 5388: 0.0001744243104015733
Position 2998: 0.00016879863770056418
Position 1544: 0.0001650292681870008
Position 956: 0.00016053542566155465
Position 1420: 0.00016043126605584735
Position 5531: 0.00015163237574987424
Position 5119: 0.00015011325605450882
Position 4688: 0.00014610884877118332
Position 3165: 0.00013714053715052852
Position 4423: 0.00012431489797066768
Position 5363: 0.00010399476491273444
Position 1381: 0.00010029040084694845
Position 3755: 9.962537909543416e-05
Position 2677: 9.262237329562596e-05
Position 2425: 8.443695706574141e-05
Position 1318: 8.33795535020592e-05
Position 1283: 7.705079083868393e-05
Position 2319: 7.699093827522913e-05
Position 283: 7.418510396474357e-05
Position 3923: 6.19501059766803e-05
Position 1032: 6.118421388533722e-05
Position 1509: 5.71869860131767e-05
Position 1455: 5.490134171547273e-05
Position 2841: 5.343216455415621e-05
Position 692: 5.048768891104142e-05
Position 2464: 4.9481561796030814e-05
Position 3014: 3.830093667957285e-05
Position 1513: 3.7856665401331885e-05
Position 917: 3.431724974713509e-05
Position 1760: 3.291355210382279e-05
Position 4852: 3.096767010952646e-05
Position 2233: 3.0747932797939384e-05
Position 469: 2.7941425185238995e-05
Position 2392: 2.7799766511567898e-05
Position 181: 2.3253471666133995e-05
Position 601: 1.9940329776325e-05
Position 887: 1.9850641849703894e-05
Position 1221: 1.929875126023482e-05
Position 1027: 1.9276465313070172e-05
Position 1070: 1.847837903201795e-05
Position 3356: 1.7662526376293635e-05
Position 1120: 1.6869795102474238e-05
Position 647: 1.647479482656843e-05
Position 951: 1.6038403109488224e-05
Position 3463: 1.5972765273702723e-05
Position 1139: 1.4584122972675631e-05
Position 1601: 8.357443107972862e-06
Position 1575: 5.753357991266309e-06
Position 3670: 5.14085791620143e-06
Position 3083: 4.306016357313026e-06
Position 1983: 1.3234131440392809e-06
Position 2004: 7.614433758812324e-07
Position 1468: 1.799528785465028e-07
Position 2068: 1.35381024555777e-07
Position 607: 7.427230339230456e-08
