Gene = BTLA
Sorted 3' Splice Sites (High to Low Probability):
Position 19791: 0.39107503080711375
Position 6195: 0.14942036892530378
Position 2216: 0.10736250714281505
Position 1950: 0.0806378468905581
Position 10245: 0.05894431796858991
Position 15989: 0.04095045067349333
Position 7794: 0.040430870794104776
Position 9280: 0.04003838957976078
Position 1531: 0.037654044674471296
Position 8964: 0.03400491976259779
Position 3308: 0.02744140975671958
Position 12928: 0.02654252845151366
Position 9981: 0.0261190830613858
Position 2017: 0.02515565279371858
Position 9521: 0.020227633266869553
Position 3984: 0.019407320728416003
Position 5458: 0.018165161585827164
Position 2238: 0.01764471605649281
Position 12003: 0.016761746820112285
Position 13447: 0.014113042477877046
Position 5200: 0.00980717249539787
Position 3100: 0.00950602695779289
Position 199: 0.009372265128820346
Position 11982: 0.009060913774587051
Position 4032: 0.006842515794436086
Position 4533: 0.006817200175269942
Position 7282: 0.005074253765486482
Position 369: 0.0044237450980909475
Position 2492: 0.003951272080133201
Position 4814: 0.002922997093038094
Position 6236: 0.0026239378201620028
Position 10500: 0.0024991963748458197
Position 9136: 0.002362685756833361
Position 5454: 0.0022776315577849485
Position 1498: 0.0021092835665134225
Position 1998: 0.0020139382984170964
Position 1105: 0.0018746290029992081
Position 1016: 0.0017676679321813437
Position 5036: 0.0017399963051563056
Position 9719: 0.0017226281199626135
Position 4058: 0.0015775011008870802
Position 3071: 0.001572701145490702
Position 331: 0.0014687799591457838
Position 4918: 0.0013682796749856575
Position 1535: 0.0013453361229322375
Position 9102: 0.0013361854383903843
Position 3270: 0.0012984234760087749
Position 1797: 0.0011763482032880535
Position 7140: 0.0011454936063829595
Position 3734: 0.0011146873032317805
Position 5288: 0.001098303011056778
Position 1394: 0.0010551606231723233
Position 8381: 0.0009846015458025623
Position 7670: 0.0009677808711070309
Position 1570: 0.0009382224439536509
Position 1041: 0.0009380749888104955
Position 3441: 0.0008732287171064286
Position 8229: 0.0007981684221809676
Position 1960: 0.0007888551065261826
Position 8415: 0.0007420817096617676
Position 8029: 0.0006765041570167687
Position 1823: 0.0006752274038822313
Position 7753: 0.0006669277557538011
Position 6566: 0.000640382152534402
Position 1741: 0.0006243160587822802
Position 175: 0.0006008802098114085
Position 3963: 0.0005846806326436215
Position 7148: 0.0005637428871325223
Position 1318: 0.0005380791598112399
Position 1129: 0.0005154092391317636
Position 3027: 0.000492749208481232
Position 2119: 0.0004901848781907763
Position 5126: 0.0004808858543348516
Position 1321: 0.0004804465527091315
Position 5129: 0.0004427926008680135
Position 7376: 0.0004368329435855043
Position 5478: 0.00041661094590586593
Position 5616: 0.00040323443319857476
Position 1155: 0.00038310777974724625
Position 873: 0.0003608020698100091
Position 6833: 0.0003550326003520793
Position 6148: 0.000339105224752745
Position 4549: 0.0003218125093089015
Position 2047: 0.00031054232081708467
Position 6239: 0.00025981617130095384
Position 405: 0.00023509796727597546
Position 2432: 0.00023239500199513237
Position 4284: 0.0002322792474458917
Position 2197: 0.00021628971541751604
Position 3685: 0.00018758560348117068
Position 4689: 0.0001873311143786939
Position 438: 0.00018680376717135363
Position 4281: 0.00018364341036264197
Position 3255: 0.000168767406283446
Position 3224: 0.0001645361571279183
Position 3241: 0.00016083364557066248
Position 4514: 0.0001417186181085327
Position 1668: 0.00011277288592633302
Position 4199: 0.00010966046131326812
Position 2920: 0.00010450003727445957
Position 3013: 0.00010301761535604129
Position 1255: 9.720167888351313e-05
Position 1427: 9.121168989895958e-05
Position 1889: 9.117260000346719e-05
Position 1896: 9.06873314393466e-05
Position 3846: 8.692582988548822e-05
Position 834: 8.468230160557359e-05
Position 1702: 8.42006513281799e-05
Position 3166: 7.358899945411643e-05
Position 1299: 7.213574979200636e-05
Position 392: 5.23935584649465e-05
Position 492: 4.398970350422351e-05
Position 542: 3.721987954360053e-05
Position 1771: 2.726970142445224e-05
Position 447: 2.670573289618792e-05
Position 661: 2.4940499335237165e-05
Position 1369: 2.19258834916202e-05
Position 2521: 1.732374321096554e-05
Position 2062: 1.4723485990489496e-05
Position 1758: 1.3902301842988323e-05
Position 1911: 1.2526844269653973e-05
Position 1539: 9.980972436240826e-06
Position 1919: 8.798011404755728e-06
Position 208: 8.676926945943867e-06
Position 1456: 4.7579356659885805e-06
Position 1716: 3.7364562105518563e-06
Position 1323: 3.422267103622213e-06
Position 637: 2.646918503396277e-06
Position 573: 1.9062409642927069e-06
Position 1435: 8.870112767593117e-07
Position 2147: 8.175277619442332e-07
Position 666: 5.662171213271167e-07
Position 464: 5.313899833265808e-07
Position 1613: 5.031676651769365e-07
Position 416: 4.728314691521058e-07
Position 507: 3.9789756780825864e-07
Position 2504: 1.2958555575557613e-07
Position 908: 4.1872518408168216e-08
Position 90: 3.6765436518303615e-08
Position 2275: 1.6039952076075127e-08
Position 138: 4.4300495653326685e-09
Position 1453: 3.455309082653665e-09
Position 101: 3.147088776696578e-09
Position 307: 4.659852884586153e-10
Position 548: 2.860184226826437e-10
Position 967: 1.3009403982851671e-10
Position 116: 3.525961278431609e-11
Position 148: 2.3915512743985155e-11
Position 172: 2.2869712395601738e-11
Position 145: 2.0382632135848763e-11
Position 154: 1.102604596461964e-12
Position 159: 6.170160432246333e-13
