Gene = CH17-140K24.5
Position 236: 1.9241647457459909e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3005: 0.6112479158135097
Position 2330: 0.5649784076796686
Position 1138: 0.38545106743157614
Position 1680: 0.1691164289952327
Position 1655: 0.10054244438597155
Position 1244: 0.09723719467718743
Position 2371: 0.08294194281460728
Position 1612: 0.06589478652825344
Position 2153: 0.06346620094042632
Position 4588: 0.052954514345883365
Position 1168: 0.045939612922526185
Position 4648: 0.03773922025247528
Position 2650: 0.03447388817678063
Position 3820: 0.03385551933125553
Position 930: 0.026235185327826958
Position 687: 0.022337752604141975
Position 3026: 0.020368207075080386
Position 1403: 0.019018862075441074
Position 2626: 0.018899231746997907
Position 3001: 0.012863122198858944
Position 1945: 0.011778325031482517
Position 1236: 0.010881027870708267
Position 1191: 0.010338071051403039
Position 4628: 0.009678601628490045
Position 4853: 0.009135716037824471
Position 1288: 0.00886192118622934
Position 2813: 0.008609873894199795
Position 2461: 0.0084744730483801
Position 3484: 0.008339506479315202
Position 1758: 0.006554653884368617
Position 1545: 0.006239877829490896
Position 4404: 0.0061320659192455615
Position 770: 0.005725961750222965
Position 1828: 0.004768949538268077
Position 1319: 0.004261643036349629
Position 2527: 0.004147972297760166
Position 2605: 0.004024834435667742
Position 4296: 0.003412430994450232
Position 4655: 0.003325411329223267
Position 1445: 0.002757751807408505
Position 4443: 0.0027550550667652454
Position 979: 0.002735550795583993
Position 2349: 0.0026087483050034983
Position 1202: 0.0025976109970071866
Position 617: 0.0025485941596852407
Position 713: 0.002238509494160201
Position 3874: 0.0021937546553473437
Position 811: 0.001977751076016145
Position 689: 0.001918327310727792
Position 4073: 0.001658395489883285
Position 79: 0.0016367856107349817
Position 2858: 0.0015401320041378316
Position 880: 0.0015385571612016613
Position 2399: 0.0015259077124423386
Position 3300: 0.0014511121061205393
Position 538: 0.0014064393987388787
Position 2679: 0.001061313242798079
Position 2952: 0.0010378854393747212
Position 725: 0.0009601170802315597
Position 938: 0.0007885894452302963
Position 3600: 0.0006878756250578155
Position 1585: 0.0006855441689783543
Position 275: 0.0005714719259979589
Position 575: 0.0005165477119527818
Position 70: 0.0005041149117615507
Position 1025: 0.000503033000203536
Position 862: 0.0004894159550719593
Position 236: 0.0004701404558252857
Position 1115: 0.0003992475060245004
Position 696: 0.0003934928211551077
Position 3659: 0.00036857960001799743
Position 567: 0.0003596462957752911
Position 122: 0.0003354342989312097
Position 4967: 0.0003246216049937875
Position 2176: 0.0003078091606795718
Position 648: 0.0003020064316979549
Position 3158: 0.00028855867663006064
Position 1079: 0.00027092953625926176
Position 875: 0.000263127944692776
Position 2729: 0.0002068100586685007
Position 1292: 0.00016842003438944771
Position 824: 0.0001607727652654762
Position 1924: 0.00015926865825709587
Position 2505: 0.00012793304884578307
Position 99: 0.00010679271570601925
Position 337: 0.00010628038035377173
Position 745: 9.411260434559594e-05
Position 1524: 8.68255373966754e-05
Position 1450: 8.336444755266294e-05
Position 484: 7.599332255758187e-05
Position 853: 6.55787235308122e-05
Position 727: 2.7721070681744343e-05
Position 654: 2.164107454731254e-05
Position 473: 2.121559847100051e-05
Position 756: 2.0164150125202785e-05
Position 1733: 1.99668021496347e-05
Position 1419: 1.9698262341492026e-05
Position 894: 1.6000571989089962e-05
Position 1220: 1.2365823040740239e-05
Position 859: 9.467728972974652e-06
Position 302: 9.295525548520438e-06
Position 739: 9.073961947245696e-06
Position 1097: 8.853005251006713e-06
Position 742: 8.094404838326127e-06
Position 621: 7.019393313398144e-06
Position 358: 6.630896922297429e-06
Position 1031: 6.175659343290438e-06
Position 996: 6.075442412293093e-06
Position 349: 5.087470487887791e-06
Position 324: 4.0034395957137085e-06
Position 887: 3.471984179974715e-06
Position 397: 3.3801906509692547e-06
Position 1009: 2.3277303084633795e-06
Position 128: 2.230083630709378e-06
Position 1091: 2.2111991095356032e-06
Position 503: 2.178936676545704e-06
Position 364: 1.913910111148896e-06
Position 319: 1.7071773907133386e-06
Position 583: 1.227500704977778e-06
Position 452: 1.216430135294861e-06
Position 988: 8.8344539236392e-07
Position 1270: 3.8418025791108735e-07
Position 1204: 3.251541610719571e-07
Position 709: 1.717015558272457e-08
Position 195: 1.3692947603734038e-08
Position 401: 4.655006712588472e-09
Position 165: 7.068526655311616e-10
Position 281: 4.854794105576176e-10
Position 430: 2.1658618283761896e-10
Position 136: 5.816024307483981e-11
Position 242: 2.0625393633024993e-11
Position 217: 1.1021135796313754e-12
Position 304: 8.829023966529738e-13
Position 394: 8.761426801349779e-13
Position 159: 5.836272127933928e-13
Position 170: 5.811189238036352e-13
