Gene = SETD9
Position 825: 2.024014127255716e-05
Position 152: 1.9412658810480687e-05
Position 111: 1.8097243602748565e-05
Position 1408: 1.5729465043936358e-05
Position 253: 1.15810237609471e-05
Position 1437: 9.218770007045286e-06
Position 1226: 9.028541152745833e-06
Position 1721: 8.654945997516176e-06
Position 1706: 8.516868737069989e-06
Position 4674: 7.994521476656319e-06
Position 1391: 7.921516698391968e-06
Position 732: 6.461344983137223e-06
Position 849: 2.9079478103502457e-06
Position 155: 2.6755965091712593e-06
Position 364: 2.296153244766264e-06
Position 45: 2.1676314283373337e-06
Position 1076: 1.183585961113824e-06
Position 827: 1.0382924411595315e-06
Position 1501: 7.859214973296545e-07
Position 525: 6.623836697754865e-07
Position 109: 3.8824539932145915e-07
Position 661: 3.015198956171384e-07
Position 702: 2.024530004129786e-07
Position 8: 1.5163492603475365e-07
Position 396: 7.438502458615677e-08
Position 707: 4.789756024035542e-08
Position 412: 8.923287300427287e-09
Position 429: 1.7632052187863304e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3750: 0.8884434123660045
Position 4613: 0.8344710438453204
Position 7554: 0.7807630288437374
Position 5600: 0.7149360809541132
Position 2048: 0.24691511554712586
Position 1908: 0.16014381246063375
Position 532: 0.12161569580189048
Position 5645: 0.09524558038440235
Position 7219: 0.07998041111400096
Position 5626: 0.06764170236511728
Position 4954: 0.056432225953983506
Position 777: 0.05385495349230022
Position 7587: 0.049855457105103036
Position 5604: 0.03420822975470573
Position 3788: 0.0292855739354423
Position 4562: 0.02662301267419552
Position 3814: 0.024770861192149076
Position 1781: 0.024509151045760486
Position 5657: 0.02109184664122927
Position 6374: 0.017540542579245907
Position 947: 0.017341851049239805
Position 5136: 0.014272986107661126
Position 5118: 0.012455245153736322
Position 6350: 0.012450020178683095
Position 7373: 0.012348400669614628
Position 6205: 0.012184819415841154
Position 2503: 0.011941023825842398
Position 418: 0.011746152536453542
Position 1530: 0.010667903041919084
Position 7955: 0.010251959090670395
Position 1928: 0.008593134204703931
Position 5896: 0.008507546673342331
Position 2178: 0.008293738568443768
Position 383: 0.006859894461158463
Position 6057: 0.005559525225761568
Position 7286: 0.005196134111396007
Position 4148: 0.004643480597992709
Position 5000: 0.0044531187380058195
Position 2533: 0.004397014893687672
Position 2237: 0.004347510830883809
Position 6250: 0.004251823905076942
Position 6885: 0.003567975587530861
Position 4547: 0.003520870614844075
Position 5510: 0.0028204770403751256
Position 1005: 0.0026817072983001265
Position 6852: 0.0024792704681747936
Position 4522: 0.002163592578537288
Position 6121: 0.0019237928295085449
Position 6285: 0.0017307970868032372
Position 2781: 0.0016170144851503057
Position 1548: 0.0014203927345693018
Position 1058: 0.001416237267452457
Position 5691: 0.0013550974233542783
Position 3756: 0.0011608217051636905
Position 2219: 0.001131655275167304
Position 5861: 0.0011195522044686798
Position 1158: 0.0010784597817599902
Position 6781: 0.0010733499128487108
Position 1788: 0.0010700898915657322
Position 4582: 0.0009836280087719019
Position 667: 0.000976609447292449
Position 6183: 0.0009756658817353525
Position 6324: 0.000795825519542125
Position 2084: 0.000793405490648856
Position 2118: 0.0007618118565158348
Position 7386: 0.0007321812774373969
Position 4576: 0.0006451613200247695
Position 6422: 0.0006440133425731036
Position 2072: 0.0006135119742551027
Position 976: 0.0005995265350792154
Position 6673: 0.0005407977645919735
Position 5809: 0.00046077831182015044
Position 2150: 0.0004415847527344138
Position 4707: 0.0004008485279780609
Position 333: 0.0003927007003499532
Position 1036: 0.0003911747016420245
Position 471: 0.000375178548455629
Position 5088: 0.00036937069627479395
Position 6708: 0.00036575643519438743
Position 5462: 0.00035348499502386424
Position 1677: 0.0003458062597575788
Position 2128: 0.0003456202643863682
Position 1033: 0.0003221738235338324
Position 7400: 0.00032200309018549195
Position 2147: 0.00031200146307441525
Position 97: 0.0003009938406701701
Position 6455: 0.00027140059380836607
Position 1728: 0.000263464264661873
Position 6061: 0.00025063244876809385
Position 4004: 0.0002372461676867301
Position 2455: 0.00019752023804001394
Position 2096: 0.0001944791474534844
Position 1471: 0.0001940798847132219
Position 4168: 0.00018966949543681606
Position 6293: 0.0001892195092303915
Position 436: 0.0001584292609284606
Position 748: 0.00015567745949100916
Position 3564: 0.0001474898154261906
Position 6472: 0.0001472861793364264
Position 6495: 0.00012597090439824788
Position 5827: 0.00011657362615157484
Position 4455: 0.00011415912961681683
Position 5961: 0.00010715772728714733
Position 6820: 0.00010499462000911679
Position 483: 9.266364117466484e-05
Position 5947: 9.043336695649947e-05
Position 1341: 8.499770003148139e-05
Position 1689: 7.592752479496723e-05
Position 1486: 7.315681661755108e-05
Position 958: 6.98045072753267e-05
Position 1220: 6.410063067915492e-05
Position 1618: 5.459005787174853e-05
Position 5312: 5.360349358242618e-05
Position 1388: 4.690370138068422e-05
Position 1805: 4.2985386055303024e-05
Position 503: 4.260877944222584e-05
Position 125: 3.9490511369618874e-05
Position 1238: 3.463417323725607e-05
Position 804: 2.8168746022712005e-05
Position 904: 2.742144329171894e-05
Position 1168: 1.8493016990383517e-05
Position 196: 1.4647496266636503e-05
Position 1500: 1.1892885160521954e-05
Position 1261: 9.817331063582027e-06
Position 1090: 9.30340945212418e-06
Position 559: 9.234384628382007e-06
Position 488: 8.77440256467541e-06
Position 280: 5.164249041357347e-06
Position 1053: 4.738047444903533e-06
Position 1224: 3.941712159443198e-06
Position 2027: 3.0202897967538927e-06
Position 490: 1.2985209648993393e-06
Position 175: 7.618354103161637e-07
Position 725: 4.722001783580255e-07
Position 649: 4.1629039704409276e-07
Position 612: 2.3058860304106804e-07
Position 509: 2.0800181179611342e-07
Position 682: 1.9501190168393732e-07
Position 103: 1.7587831846205102e-07
Position 697: 1.6853168369795028e-07
Position 1197: 1.4431400561196372e-07
Position 2283: 1.3576486918163227e-07
Position 707: 1.3544687320432316e-07
Position 286: 1.2598242698825264e-07
Position 680: 1.2258275586753484e-07
Position 810: 1.1747356727586184e-07
Position 732: 1.0609003557392867e-07
Position 1175: 1.0362856737369485e-07
Position 658: 9.000278634762042e-08
Position 146: 5.699692692368278e-08
Position 590: 3.4384021785636435e-08
Position 295: 1.2009922713012893e-08
Position 198: 1.0932670158354515e-08
Position 142: 6.895841875795925e-09
Position 713: 6.5965699204986346e-09
Position 269: 6.33906205304459e-09
Position 276: 3.910220036854971e-09
Position 566: 3.828639837369011e-09
Position 242: 3.605579686377873e-09
Position 133: 2.9171184572729755e-09
Position 271: 1.7739222180927794e-09
Position 160: 1.0286505578162442e-09
Position 1081: 8.804283174704982e-10
Position 981: 5.925266925330184e-10
Position 1015: 5.481227272564742e-10
Position 152: 1.7892673263505052e-10
Position 200: 1.5722631552929877e-11
Position 259: 1.0848817643275685e-11
Position 234: 8.238886611312936e-12
Position 205: 4.424753848325581e-12
Position 70: 3.2220449417604215e-12
Position 245: 1.5150232686824475e-12
Position 228: 1.0851789072500872e-12
Position 564: 8.872921174603147e-13
Position 249: 7.845687077088506e-13
Position 572: 3.068928374809022e-13
