Gene = SLF1
Position 3307: 0.00018194013948191285
Position 13238: 0.00017470676344698532
Position 13011: 0.00017436168736708962
Position 359: 0.00016961594715096329
Position 13792: 0.00014358406883259263
Position 13770: 0.00013839146248447682
Position 3323: 0.00011660620185886338
Position 2983: 0.00011484919993083798
Position 993: 0.00010762159406208638
Position 11549: 8.405696120532666e-05
Position 593: 8.291337983965628e-05
Position 1407: 5.804306792035754e-05
Position 767: 5.683922297761984e-05
Position 700: 5.432292817017935e-05
Position 1134: 4.943764105806378e-05
Position 1109: 4.88886674808874e-05
Position 857: 4.043343615143074e-05
Position 831: 3.290925917168518e-05
Position 328: 3.286989931447397e-05
Position 1562: 3.274343993529536e-05
Position 1650: 3.121955838813413e-05
Position 221: 3.086197817851136e-05
Position 365: 2.8696107345069836e-05
Position 1719: 2.497718274255839e-05
Position 496: 1.7126233797747592e-05
Position 1230: 9.41088447131893e-06
Position 12071: 9.235938380145944e-06
Position 1796: 7.91534912265556e-06
Position 180: 7.500780091839902e-06
Position 636: 6.587502954976451e-06
Position 399: 4.986272857562111e-06
Position 622: 4.944067187503498e-06
Position 907: 3.042105059599631e-06
Position 203: 2.383442693830337e-06
Position 549: 1.8654046959619515e-06
Position 642: 1.5407675219484105e-06
Position 1078: 7.257405574024744e-08
Position 1039: 6.824116957541296e-08
Position 121: 3.446568326990699e-08
Position 886: 3.3846380813980126e-08
Position 250: 2.8282408412544028e-08
Position 407: 4.74011634522448e-09
Position 210: 3.9172048770726855e-09
Position 774: 3.2071182704720223e-09
Position 530: 2.331758745640921e-09
Position 155: 2.091959714260155e-09
Position 96: 2.0656364470881874e-09
Position 351: 1.48825108933468e-09
Position 184: 1.4369208488182496e-09
Position 526: 8.371486723067192e-10
Position 127: 6.566064641792647e-10
Position 418: 1.8971179401250736e-10
Position 543: 1.801919222024218e-10
Position 969: 1.67345804453959e-10
Position 130: 1.0180437290831609e-10
Position 687: 5.0860521264467675e-11
Position 108: 1.8309880130991554e-11
Position 186: 6.055250195724518e-12
Position 424: 4.5789666479492746e-12
Position 139: 3.1839598928652046e-12
Position 446: 1.4030978979418623e-12
Position 98: 1.204052885518233e-12
