Gene = P3H2
Position 346: 0.04778809467134628
Position 18270: 0.04648635839999115
Position 24342: 0.03666114854384516
Position 1109: 0.03568284844758029
Position 18445: 0.03034740188127362
Position 16507: 0.02347670829006826
Position 13522: 0.01920811728081944
Position 18598: 0.016428203671558637
Position 23480: 0.012549705648817978
Position 3971: 0.011540533078094365
Position 2577: 0.010982265638922722
Position 804: 0.010900864353058199
Position 4149: 0.010016785141323946
Position 575: 0.009047588120916555
Position 2436: 0.007238764063898774
Position 768: 0.0067618395962834145
Position 4312: 0.006498111593547223
Position 20722: 0.006451844970879547
Position 19195: 0.005926309083904965
Position 635: 0.005041936693486222
Position 22490: 0.004556357085334296
Position 323: 0.003807293418670356
Position 19222: 0.00341000272499693
Position 21330: 0.003347379510483476
Position 367: 0.0032479469481844986
Position 1151: 0.002410097795551758
Position 18721: 0.00211567180296999
Position 283: 0.0021092535794960277
Position 190: 0.001672091351599817
Position 18137: 0.0014938798030184356
Position 2563: 0.0012290310104030857
Position 19753: 0.0011669277047038364
Position 18291: 0.001153894096662016
Position 569: 0.0010450834477575795
Position 16787: 0.0010181682299888974
Position 817: 0.0008217491235348529
Position 19102: 0.0007708191654404717
Position 17271: 0.0006651636956530591
Position 16871: 0.0006618379480205618
Position 3180: 0.0006568823485867266
Position 13289: 0.0006266133195648485
Position 20361: 0.0005417467377890082
Position 196: 0.000504106102034668
Position 17344: 0.000477979194506792
Position 662: 0.00041780973312110733
Position 17586: 0.00038531196044528114
Position 17543: 0.00037681623574077
Position 640: 0.0003509100434641559
Position 16714: 0.0003466166585891471
Position 500: 0.00031752757593866407
Position 19071: 0.0003047868500478607
Position 2769: 0.00030001847888686114
Position 625: 0.0002937553201634088
Position 893: 0.0002802151953903919
Position 1476: 0.0002764643977565319
Position 2973: 0.0002544831382258923
Position 614: 0.00024784227924746013
Position 1498: 0.00023491004199764073
Position 889: 0.00019850967167617405
Position 3553: 0.00019221262540533086
Position 1616: 0.00018755580669964014
Position 2870: 0.0001605393356047598
Position 1851: 0.00011843124244127877
Position 2178: 0.00010644636507868494
Position 3701: 0.00010256381847261294
Position 1386: 9.987041956736798e-05
Position 1495: 9.822038000367209e-05
Position 909: 9.233143703876167e-05
Position 1137: 8.44723427671159e-05
Position 7643: 8.230874097655499e-05
Position 2054: 7.427713110135984e-05
Position 302: 7.128447560472289e-05
Position 5644: 6.637872711561298e-05
Position 13307: 6.55309834485203e-05
Position 867: 5.061030056232633e-05
Position 1321: 4.7991486204456926e-05
Position 13845: 3.920918009417966e-05
Position 2000: 3.348076469408745e-05
Position 13333: 2.8353886218335727e-05
Position 2082: 2.688060840812864e-05
Position 7302: 2.202929117432539e-05
Position 8072: 1.9403519071289844e-05
Position 9437: 1.7162941327168397e-05
Position 4890: 1.1969054919184265e-05
Position 950: 7.9204874690351e-06
Position 5341: 7.831111585501417e-06
Position 402: 7.774084009865191e-06
Position 372: 7.673483383951658e-06
Position 911: 6.726667816170145e-06
Position 415: 5.152207952026065e-06
Position 296: 4.633482998760166e-06
Position 642: 3.918859554630404e-06
Position 8199: 3.5288319895741315e-06
Position 515: 2.658892454359863e-06
Position 736: 1.7017179882660094e-06
Position 308: 1.3360903903349987e-06
Position 3041: 1.2194495553242023e-06
Position 2298: 1.0254007467777267e-06
Position 6127: 6.751482110112634e-07
Position 384: 5.848789393340475e-07
Position 707: 3.88623535252448e-07
Position 2363: 3.767998229170293e-07
Position 926: 2.867525616215549e-07
Position 677: 2.338135709456973e-07
Position 687: 1.7475084103202325e-07
Position 3357: 1.7004608528062279e-07
Position 2662: 1.5785479907974484e-07
Position 119: 3.11386436599845e-08
Position 380: 3.0521554540285164e-08
Position 206: 2.723029113509997e-08
Position 155: 1.0206669166084222e-08
Position 1214: 1.0113116117016288e-08
Position 1156: 9.014614153399724e-09
Position 144: 2.2031656439897096e-09
Position 114: 2.0331577890082823e-09
Position 939: 7.287840934655281e-10
Position 165: 4.746393591375203e-10
Position 1417: 1.5683600696458454e-11
Position 1219: 5.772630537258887e-12
Position 126: 2.5560123245609273e-12
Position 986: 1.3450783729759937e-12
Position 976: 9.653271061448954e-13
Position 128: 2.3968355992666674e-13
