Gene = TRAT1
Position 225: 7.274838078573593e-10
Position 473: 5.074591683138954e-10
Position 477: 4.3835350861561064e-10
Position 166: 1.0690378229328853e-10
Position 208: 1.0264954750973849e-10
Position 138: 9.151636218189988e-11
Position 236: 8.479088930166536e-11
Position 856: 6.242039738232515e-11
Position 159: 2.5915625350895577e-11
Position 94: 2.2940777395104752e-11
