Gene = BOLA1
Position 2550: 0.0003487685899085504
Position 1992: 0.00033415303937946454
Position 2270: 0.00032106997027244106
Position 3548: 0.0002873506454652177
Position 980: 0.00026682260534023757
Position 1006: 0.0002648347486353735
Position 418: 0.0002615056877254003
Position 5042: 0.000259972638082902
Position 4077: 0.00021131862692426692
Position 3833: 0.00019835340591439554
Position 1666: 0.00017890922739344846
Position 1245: 0.00015683894540272723
Position 611: 0.00015019593998996357
Position 1669: 0.0001496229575252381
Position 4351: 0.00012244658196298622
Position 3583: 0.00012047279544113024
Position 2917: 0.00010805743189835745
Position 1417: 9.974308924013007e-05
Position 3923: 9.810969874778257e-05
Position 2352: 8.287341070647458e-05
Position 3920: 7.954188225880578e-05
Position 2952: 6.54860818677576e-05
Position 1213: 6.250829003069853e-05
Position 2888: 5.63868809853229e-05
Position 2891: 5.265126185134072e-05
Position 2808: 5.1012940634008407e-05
Position 175: 3.3778481099851825e-05
Position 343: 2.511085226757647e-05
Position 830: 2.3093448309504737e-05
Position 218: 2.0934344907091528e-05
Position 341: 1.963793339869907e-05
Position 440: 1.5687517339147982e-05
Position 1134: 1.4908721350098254e-05
Position 1279: 1.0033400353319455e-05
Position 183: 8.895019626120396e-06
Position 928: 3.0278359367795705e-06
Position 1138: 2.5311807855377694e-06
Position 874: 2.3591990567944425e-06
Position 2132: 2.0157454368047195e-06
Position 2042: 1.9839839447222254e-06
Position 1219: 1.9020534108586684e-06
Position 1270: 8.515900717311873e-07
Position 288: 8.165477514870937e-07
Position 150: 7.581529253252239e-07
Position 571: 6.268890427169423e-07
Position 427: 4.960192650545923e-07
Position 1340: 2.615903577532803e-07
Position 180: 1.4427335448999898e-07
Position 430: 9.038514093867974e-08
Position 463: 7.457961498054331e-08
Position 187: 2.2631154490726674e-08
Position 306: 1.157382542160428e-08
Position 468: 9.758589242366634e-09
Position 1746: 5.702456811630226e-09
Position 710: 5.16141385643896e-09
Position 106: 3.6391393164277115e-09
Position 497: 2.162264564297263e-09
Position 512: 1.3819435094092349e-09
Position 155: 9.513202699416597e-10
Position 299: 7.184511660422364e-10
Position 675: 5.808446681345576e-10
Position 108: 3.027836836795373e-10
Position 131: 2.5083308470165864e-10
Position 238: 2.3549577524361856e-10
Position 126: 2.1892872525571396e-10
Position 448: 6.010325013140359e-11
Position 269: 5.629726676025854e-11
Position 301: 4.018945484320602e-11
Position 303: 3.764164343615248e-11
Position 446: 2.7562149167563608e-11
Position 258: 9.189875088472227e-12
Position 256: 4.574720836049652e-12
Position 465: 4.445267150761049e-12
Position 480: 3.2194022535553344e-12
Position 118: 5.753696096416142e-13
Position 79: 4.024850369534e-16
