Gene = PIP
Position 91: 5.632066645490206e-06
Position 3516: 2.7973692956035273e-06
Position 3891: 2.509530728761312e-06
Position 1371: 1.3288330490717528e-06
Position 842: 1.0954489737233174e-06
Position 2654: 1.0829702623120854e-06
Position 709: 1.0132313291813617e-06
Position 192: 3.499453191137521e-07
Position 398: 1.1467667021743126e-07
Position 428: 1.052236950327868e-07
Position 336: 6.720253864216714e-08
Position 290: 4.2261441378292956e-08
Position 517: 1.95784991384999e-08
Position 447: 1.3248655110713414e-08
Position 1074: 2.495813094112207e-09
Position 351: 2.4624365679695506e-09
Position 247: 2.0053796339806634e-09
Position 28: 1.9835975924047785e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3116: 0.9143138170399671
Position 7440: 0.895191603379889
Position 3403: 0.6643938609300143
Position 6997: 0.6061611386439941
Position 5130: 0.20473854266474892
Position 5942: 0.19610671917270348
Position 5017: 0.15997646812757466
Position 3658: 0.11828031690480022
Position 5387: 0.09108235027012788
Position 3720: 0.08539661182037242
Position 3070: 0.06716637471578124
Position 1014: 0.04292004377277295
Position 4197: 0.035152540866278635
Position 7017: 0.034689545379326246
Position 3605: 0.03316229385711454
Position 4153: 0.03226804234592693
Position 299: 0.03220313939472501
Position 6284: 0.026666846468025016
Position 2373: 0.023186300343542833
Position 239: 0.021474248826337316
Position 2293: 0.018764604174995043
Position 4430: 0.01714069249326538
Position 5153: 0.016044203372300576
Position 2404: 0.015565067047293784
Position 3794: 0.013241623157869564
Position 3739: 0.011245886919806998
Position 2340: 0.011152401697202855
Position 1103: 0.009674580127120988
Position 3354: 0.009027267036200798
Position 7594: 0.008025723635774428
Position 4522: 0.006919214496582709
Position 4098: 0.006848446663774322
Position 496: 0.006439238042523688
Position 5080: 0.005619026726485761
Position 452: 0.004729503776729537
Position 3312: 0.004526490921579231
Position 5061: 0.004246024069257912
Position 1120: 0.004243068230949847
Position 5447: 0.004181960536829679
Position 900: 0.0039769696818612935
Position 2830: 0.0038144916484376314
Position 3662: 0.003204856353381926
Position 2483: 0.0030672601863273377
Position 987: 0.0025070012636053025
Position 4345: 0.002293157482099967
Position 3384: 0.002264108703362584
Position 3926: 0.0017228956724183117
Position 3360: 0.001653348224533443
Position 1546: 0.0015865849580229943
Position 3153: 0.0013651628384127516
Position 1073: 0.001316306729586452
Position 2401: 0.0013001500722998832
Position 277: 0.0012043829381944732
Position 2971: 0.001136311145029058
Position 6632: 0.0008968829160189828
Position 533: 0.0008675548125384028
Position 6455: 0.0008602220682035211
Position 2939: 0.0007534609362123392
Position 5574: 0.000699896204121159
Position 2382: 0.0006236672388967555
Position 4367: 0.00046898044253856474
Position 3723: 0.0004652190650389342
Position 1620: 0.00046029382965955614
Position 916: 0.00044925278113172313
Position 7485: 0.00041701818569609924
Position 3875: 0.0004048460278370459
Position 3757: 0.0004017482667224445
Position 928: 0.00032699080564435086
Position 642: 0.00023586584910298902
Position 6262: 0.00022423331922167807
Position 351: 0.00018777542807132245
Position 380: 0.00016965193688094662
Position 3409: 0.00015880136697834355
Position 499: 0.00015794095582655858
Position 6528: 0.0001558578241575346
Position 2877: 0.0001039626207574561
Position 940: 9.160420627678749e-05
Position 837: 8.559727577967995e-05
Position 2905: 7.403954577994687e-05
Position 3554: 2.164811342230347e-05
Position 6193: 1.9270620294073044e-05
Position 3797: 1.313411535952521e-05
Position 2566: 1.1614103694735064e-05
Position 3611: 9.7569892463579e-06
Position 1426: 7.5270586973002815e-06
Position 552: 2.477974648852172e-06
Position 1483: 2.4164745142558642e-06
Position 878: 2.147229515202488e-06
Position 834: 1.7520972441960569e-06
Position 700: 1.3525827815205713e-06
Position 247: 1.1389736023535068e-06
Position 538: 1.019236677203626e-06
Position 219: 9.777545145687826e-07
Position 959: 8.471020594726046e-07
Position 818: 7.983259188365481e-07
Position 303: 7.972321180630189e-07
Position 464: 6.854228359320783e-07
Position 1312: 5.8061661604172e-07
Position 1766: 5.567366398444414e-07
Position 1665: 4.7309656506131756e-07
Position 744: 4.6895241823858696e-07
Position 599: 4.3787469396746845e-07
Position 253: 3.6323878415587635e-07
Position 605: 3.5203525879629655e-07
Position 737: 2.1384004054389171e-07
Position 741: 1.6115768748748098e-07
Position 609: 1.1552025027800012e-07
Position 3760: 1.116626606243004e-07
Position 649: 1.0222169978301723e-07
Position 993: 7.068008332314956e-08
Position 954: 5.272616716801398e-08
Position 504: 5.16102811672551e-08
Position 362: 3.6506265976328084e-08
Position 840: 3.244482965902521e-08
Position 968: 3.1300740562962753e-08
Position 1021: 2.4341929430826382e-08
Position 564: 6.3266997744411345e-09
Position 1359: 4.209505517677272e-09
Position 1315: 2.006627175480679e-09
Position 1170: 1.7789409833785604e-09
Position 394: 1.3398666968302003e-09
Position 1332: 1.3341677580555719e-09
Position 1030: 5.6345095817741e-10
Position 256: 8.088243485859218e-11
Position 192: 2.4313898888711217e-11
Position 174: 1.8596969764794422e-11
Position 391: 1.984472084949936e-12
Position 105: 4.04941217867148e-14
Position 126: 1.7904452786565785e-14
Position 398: 1.2859241404379397e-14
Position 178: 8.202720546861962e-15
Position 139: 1.4159703807834607e-15
Position 121: 1.4857886909865114e-17
