Gene = YRDC
Position 5209: 0.021324675377493503
Position 4050: 0.018496185534643793
Position 2934: 0.017632579954050154
Position 1614: 0.012727273131040776
Position 4221: 0.010277109333098652
Position 2741: 0.010130682008217099
Position 4634: 0.00870007897169026
Position 3987: 0.007080448405195404
Position 3651: 0.006850482833974169
Position 2721: 0.006447361579263448
Position 3680: 0.005634384751162789
Position 1575: 0.005557444658805314
Position 4275: 0.004902353063337238
Position 1621: 0.0047641212121977295
Position 1661: 0.004452621223757103
Position 3628: 0.004225631509117664
Position 2634: 0.0040273666217961
Position 2492: 0.0039370225772421925
Position 4672: 0.003657872440613318
Position 4126: 0.003637409348955781
Position 2770: 0.0032436208863537135
Position 742: 0.0030089395344070945
Position 685: 0.0029530309331415833
Position 2952: 0.0029452423328544816
Position 1007: 0.002938438345425006
Position 4940: 0.0027625053887476592
Position 1560: 0.0025403430830274244
Position 2805: 0.002410849826247908
Position 5120: 0.0023207979055385637
Position 904: 0.0021814900088832963
Position 1019: 0.0019569260617346164
Position 1288: 0.0017777879658861947
Position 3522: 0.0017300169063522934
Position 4585: 0.0017240701369364137
Position 5132: 0.0016208822384242239
Position 4224: 0.00151174875695485
Position 2239: 0.001187765523991745
Position 2930: 0.0011285914553887991
Position 4482: 0.0009286775647816186
Position 4084: 0.000885069473560376
Position 3749: 0.0008496616162793876
Position 4344: 0.0008410213191777453
Position 4678: 0.0007475177684715061
Position 3860: 0.0006557907664521694
Position 3743: 0.0006506110419977283
Position 1637: 0.0006354184917842443
Position 3764: 0.0006290581067352048
Position 3703: 0.0006028629073504362
Position 3356: 0.0005785910648768162
Position 4071: 0.0005233917898089225
Position 880: 0.00046782746679080217
Position 5044: 0.0004565664728932304
Position 2748: 0.00044799878352544
Position 4272: 0.0004239360921989187
Position 4407: 0.0003906168890420041
Position 2530: 0.0003808303656767769
Position 3630: 0.0003780255642687535
Position 4331: 0.0003677285076338256
Position 4385: 0.00033435433029566173
Position 4966: 0.0003334394152754691
Position 1025: 0.0003206562131752794
Position 828: 0.00030003203326837047
Position 498: 0.0002876158456417653
Position 4199: 0.0002506184696520843
Position 1523: 0.00022827698146153874
Position 536: 0.00022653009985616168
Position 2431: 0.00020213462137702384
Position 3591: 0.00020119783195607233
Position 1248: 0.00020036125647425966
Position 4060: 0.00019689492808646397
Position 1717: 0.00018239741773910508
Position 4155: 0.00015997554580551583
Position 4434: 0.00015785641372741024
Position 1392: 0.00014661395639952476
Position 3611: 0.00014348312230120535
Position 699: 0.00013976206598358178
Position 1215: 0.00012860615482838616
Position 4571: 0.00012631916976568017
Position 5085: 0.00012348176861947546
Position 3500: 0.00012129938715354106
Position 4000: 0.00011975860131509548
Position 3961: 0.00011684390282451989
Position 3570: 0.00010722268763293879
Position 4207: 0.00010553710972165879
Position 2150: 0.0001042059381296043
Position 4381: 0.00010305738054667306
Position 4824: 0.00010289708310453398
Position 2868: 9.28907475038532e-05
Position 2202: 8.648325753164216e-05
Position 3879: 8.630961038977655e-05
Position 582: 8.37974105214033e-05
Position 4645: 8.246538354387299e-05
Position 3806: 8.030230662109043e-05
Position 2105: 7.925451863663942e-05
Position 4989: 7.683635096769687e-05
Position 1580: 7.522820321231323e-05
Position 1509: 6.620274425233225e-05
Position 4982: 6.39336348999317e-05
Position 1641: 6.184487686229675e-05
Position 2605: 6.0717470035078894e-05
Position 508: 6.0580490346078065e-05
Position 114: 5.512610311294687e-05
Position 1113: 5.307068295608969e-05
Position 750: 5.1992556849057946e-05
Position 4152: 5.181180283693695e-05
Position 835: 4.694398612633859e-05
Position 4591: 4.398710965233037e-05
Position 672: 3.968097560180826e-05
Position 1675: 3.825574927511823e-05
Position 4731: 3.8036862956602044e-05
Position 984: 3.4926571287082945e-05
Position 3635: 3.3306218197069316e-05
Position 906: 3.077982931553026e-05
Position 4818: 2.5594207310157843e-05
Position 759: 2.5307682738969208e-05
Position 4518: 2.4387010324541493e-05
Position 5160: 2.334856180918665e-05
Position 4159: 2.2643568341880004e-05
Position 4598: 2.122548861419219e-05
Position 3990: 2.0569889775471034e-05
Position 3526: 1.86989694725449e-05
Position 4452: 1.8610339776386046e-05
Position 669: 1.8457098889382122e-05
Position 334: 1.4677659495683748e-05
Position 656: 1.4218557808603268e-05
Position 2024: 1.3269407197359386e-05
Position 4095: 1.3091836731257002e-05
Position 342: 1.2427302144788042e-05
Position 715: 1.23879501718646e-05
Position 3213: 1.1662422572234076e-05
Position 3435: 1.0778969267203407e-05
Position 3550: 9.960077595872913e-06
Position 3955: 8.616075642529648e-06
Position 175: 6.336872631915169e-06
Position 2499: 4.577030270174781e-06
Position 579: 3.7662141836263304e-06
Position 925: 3.490471389892009e-06
Position 911: 3.287661738284182e-06
Position 640: 2.9872527234740173e-06
Position 162: 2.8169373620739137e-06
Position 597: 2.556172111215167e-06
Position 2401: 2.554434024472587e-06
Position 772: 2.54981669651623e-06
Position 1051: 2.2532202223112767e-06
Position 1259: 2.2036492363661633e-06
Position 2708: 1.969038102881442e-06
Position 2315: 1.8119754844347553e-06
Position 794: 1.7176343656327898e-06
Position 208: 1.366522620808406e-06
Position 2660: 1.147269522468361e-06
Position 848: 1.085331931688421e-06
Position 2642: 1.0596909285071691e-06
Position 774: 1.0557284537583165e-06
Position 994: 9.45041246495981e-07
Position 470: 8.91366699441865e-07
Position 2807: 8.802418061519202e-07
Position 1671: 7.9347286099216e-07
Position 2580: 7.741699882983983e-07
Position 1054: 7.024348950116806e-07
Position 232: 6.758562279069202e-07
Position 845: 5.317476845234419e-07
Position 90: 4.910626102446522e-07
Position 1300: 4.802679835402679e-07
Position 767: 4.758649623336641e-07
Position 476: 4.678707809385284e-07
Position 297: 3.881656597779673e-07
Position 2348: 3.842568083605963e-07
Position 790: 3.1848195222039873e-07
Position 346: 3.1145754787131993e-07
Position 1307: 2.96944581080451e-07
Position 455: 2.683773457482104e-07
Position 1366: 2.3683792221150304e-07
Position 1328: 2.1579969844514112e-07
Position 1445: 2.1287029696961126e-07
Position 1312: 2.019336190815964e-07
Position 986: 1.8677370589589356e-07
Position 393: 1.8021880397756007e-07
Position 2494: 1.748459396492277e-07
Position 190: 1.4785476081914587e-07
Position 810: 1.4629249764275613e-07
Position 1063: 1.2315212953871148e-07
Position 352: 1.1547877390546889e-07
Position 601: 8.913073844260248e-08
Position 3504: 8.382738160671267e-08
Position 3472: 7.892142353394028e-08
Position 3012: 7.513321320463827e-08
Position 183: 6.365603680824077e-08
Position 1333: 5.989139403493649e-08
Position 856: 5.948377133091308e-08
Position 3298: 5.821878731371031e-08
Position 1139: 5.7575581090094574e-08
Position 422: 5.532454654115691e-08
Position 2109: 3.44419927271321e-08
Position 2065: 3.226084191119226e-08
Position 4100: 2.767235259605388e-08
Position 1342: 2.040905597700753e-08
Position 1268: 1.8508623537803638e-08
Position 1536: 7.388719205570306e-09
Position 1853: 7.168793197259621e-09
Position 1404: 3.3104104854983605e-09
Position 1146: 1.0218358908350115e-09
Position 1151: 3.8212773196904324e-10
Position 1120: 4.7218090649986934e-11
Position 486: 1.037102130769067e-11
Position 464: 4.889050318646259e-13
Position 480: 2.9693231907801564e-13
Position 478: 2.5338666560815976e-13
Position 1094: 2.0993621338621235e-13
Position 70: 1.0782533976564928e-14
