Gene = TCEANC2
Position 336: 5.4251692798624214e-05
Position 314: 3.6976681939973396e-05
Position 3300: 2.6918094606243374e-05
Position 605: 2.6534427576219053e-05
Position 584: 2.2371923569895085e-05
Position 180: 1.9786117818994185e-05
Position 526: 1.700667441897648e-05
Position 4095: 1.5520181849956948e-05
Position 67: 1.401983894925521e-05
Position 1747: 1.0945471354694172e-05
Position 115: 7.930143834583499e-06
Position 392: 7.250867283556596e-06
Position 546: 6.9903889978218005e-06
Position 1205: 5.067689173135572e-06
Position 1147: 4.041067980087463e-06
Position 1268: 3.358727694894874e-06
Position 348: 3.186203856199266e-06
Position 1504: 2.5498713284768365e-06
Position 28: 2.4821731021461117e-06
Position 1736: 1.4037219399607758e-06
Position 1198: 1.038708365604318e-06
Position 1201: 5.944610749388022e-07
Position 1124: 3.9346347858604806e-07
Position 2022: 2.598815313122671e-07
Position 2540: 2.2268820427097472e-07
Position 1168: 1.0469055339185736e-07
Position 977: 5.1826976375029234e-08
Position 953: 3.688404968923347e-08
Position 72: 5.924313846672455e-09
Position 1315: 3.135371399642162e-09
Position 991: 1.1670796851817835e-09
Position 297: 1.5711846465526223e-10
Position 1077: 5.141789574663692e-11
Position 1220: 4.6175378405357995e-11
Position 1041: 3.984794269822591e-11
Position 1214: 3.977513994842947e-11
Position 177: 3.85547930721581e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 779: 0.9838865904878012
Position 15154: 0.810130419974893
Position 14730: 0.6060455059484104
Position 18820: 0.41782541223432873
Position 19389: 0.2834823414066347
Position 13266: 0.23595970437356859
Position 18235: 0.20659580249994275
Position 13222: 0.17338385290758693
Position 13608: 0.12162249016717278
Position 11419: 0.0855760345460974
Position 17902: 0.0596564133057444
Position 8023: 0.05644552022404318
Position 10472: 0.051738790372692085
Position 1903: 0.032173112824145256
Position 1927: 0.02257509407684433
Position 17064: 0.013766216884154633
Position 18144: 0.013376633967657564
Position 8808: 0.010495527246210317
Position 14951: 0.009289408825627139
Position 1979: 0.008173333005438746
Position 7241: 0.007219313711814315
Position 15454: 0.0062006005862583
Position 2143: 0.005754218483861241
Position 16259: 0.004855440897922692
Position 6071: 0.00481295081651775
Position 16378: 0.004780939665926579
Position 8755: 0.004591391799191178
Position 850: 0.004409340124324456
Position 5457: 0.004397468225511571
Position 15420: 0.004307065479696204
Position 756: 0.003895252839162443
Position 15382: 0.003201858941840329
Position 5997: 0.002352196351821062
Position 2728: 0.002149274738141084
Position 1397: 0.001743415488300083
Position 801: 0.0015901121360191765
Position 8599: 0.0015807516109923778
Position 1957: 0.0014400370850141749
Position 8487: 0.0012683180763057745
Position 1074: 0.0012470790271284908
Position 3645: 0.0012391138912046
Position 13059: 0.0006456821484771601
Position 303: 0.0005929533751226328
Position 8442: 0.000587628375049405
Position 5974: 0.0005824479422341514
Position 452: 0.000428366660771755
Position 11006: 0.0004079929972163665
Position 2565: 0.00040462910413280626
Position 2448: 0.0003812135573078973
Position 293: 0.0002937719692091039
Position 605: 0.000278754350502126
Position 3774: 0.0002687524487650154
Position 1628: 0.0002470147421189637
Position 696: 0.00017008672410618017
Position 6418: 0.00016989624266425412
Position 10056: 0.0001698474364851981
Position 253: 0.00015811422398662447
Position 4646: 0.00015705853464775154
Position 1401: 0.00015280236920296866
Position 4974: 0.00015124828930773444
Position 8136: 0.0001233658931935317
Position 6224: 0.00011420492342618124
Position 8525: 8.406270120629611e-05
Position 3665: 7.599205769746395e-05
Position 2362: 7.547935913531612e-05
Position 1039: 7.095287581926713e-05
Position 3981: 6.468049902277293e-05
Position 6264: 6.166228595587274e-05
Position 3192: 6.0339582098755813e-05
Position 1310: 5.742013687520363e-05
Position 5436: 5.393947873933785e-05
Position 2452: 5.0367494826726876e-05
Position 5396: 4.843220007818378e-05
Position 7015: 4.54735439866182e-05
Position 7984: 4.460386574534808e-05
Position 2387: 4.240013301086506e-05
Position 637: 3.90464089588227e-05
Position 2480: 3.429475413272148e-05
Position 5000: 3.2069084337967214e-05
Position 4057: 2.863169878497877e-05
Position 4214: 2.8433753908744922e-05
Position 5786: 2.5337389191465956e-05
Position 3090: 2.425794499813984e-05
Position 4877: 2.4079113498532e-05
Position 3957: 2.3500285934965045e-05
Position 5515: 2.163282955851188e-05
Position 2016: 2.0742883940575377e-05
Position 4696: 1.967427469201385e-05
Position 369: 1.9623511699708787e-05
Position 2021: 1.9484210154516536e-05
Position 670: 1.810123717855085e-05
Position 5082: 1.80579231460526e-05
Position 622: 1.5936741046732436e-05
Position 5576: 1.5020361906478158e-05
Position 738: 1.4787327087503539e-05
Position 4508: 1.4034332461986779e-05
Position 4264: 1.3489970995164216e-05
Position 792: 1.0478525535419688e-05
Position 745: 1.0246805088312802e-05
Position 4172: 9.304628599281559e-06
Position 2299: 8.317746430384661e-06
Position 1547: 8.245456949735215e-06
Position 1421: 7.843340057259452e-06
Position 2630: 7.545311318695154e-06
Position 542: 7.345920310837397e-06
Position 4345: 7.30145496368376e-06
Position 1265: 7.160373000963149e-06
Position 3986: 6.934996667166778e-06
Position 3500: 6.235914941361981e-06
Position 3900: 6.090173135414967e-06
Position 290: 5.972968799592988e-06
Position 2907: 5.898470707793748e-06
Position 3780: 5.271836724199234e-06
Position 1155: 4.9762583697022515e-06
Position 2241: 4.770794781747981e-06
Position 1201: 4.652619499929667e-06
Position 1544: 4.233377620065008e-06
Position 805: 3.6524218400209696e-06
Position 2987: 3.5813828084849548e-06
Position 580: 3.27136962829908e-06
Position 1325: 3.1259331700574994e-06
Position 2511: 3.107359979225719e-06
Position 255: 2.569162442970615e-06
Position 1333: 1.6690915090318946e-06
Position 2527: 1.6062625886032863e-06
Position 492: 1.5597078710101933e-06
Position 344: 1.4574494873764556e-06
Position 2503: 1.3974707639920082e-06
Position 890: 1.3194772986493188e-06
Position 639: 8.96567346843015e-07
Position 323: 7.023366428931208e-07
Position 923: 5.627673855076735e-07
Position 1929: 5.307454040483733e-07
Position 262: 5.300142327506912e-07
Position 564: 4.985949361927956e-07
Position 272: 2.7840508221116517e-07
Position 336: 2.598224771117311e-07
Position 223: 2.539891384338304e-07
Position 1573: 1.6165162311329815e-07
Position 1642: 1.3124112234774543e-07
Position 1662: 1.1037540103293175e-07
Position 220: 1.0066300984348993e-07
Position 1823: 9.580891636946147e-08
Position 472: 7.683422554053731e-08
Position 470: 6.971459821678184e-08
Position 1703: 5.937663232118058e-08
Position 857: 3.1775834171409187e-08
Position 560: 2.1576854255879778e-08
Position 1001: 1.4371847600889888e-08
Position 479: 1.1254972792563613e-08
Position 587: 1.0511489983062337e-08
Position 862: 7.898330270654727e-09
Position 544: 1.6281934983774302e-09
Position 876: 1.624209788266323e-09
Position 698: 1.325616774047342e-09
Position 902: 1.2843574987829908e-09
Position 207: 1.4337666505945602e-12
Position 173: 5.038672708704656e-13
Position 136: 5.651841393382551e-18
Position 133: 4.9397552832261515e-18
Position 143: 1.7741102384133632e-18
