Gene = HEMK1
Position 14882: 0.06053156525986359
Position 2563: 0.05911147968629814
Position 20032: 0.05899075060262916
Position 1224: 0.05590913281002731
Position 14677: 0.055017224063422375
Position 12406: 0.054800040988182495
Position 8119: 0.05064549550726041
Position 10856: 0.04734409597324333
Position 305: 0.04406314395155274
Position 1778: 0.03931838417718341
Position 2947: 0.038571334648895755
Position 18027: 0.037926074454398905
Position 10966: 0.037367674797731905
Position 11580: 0.03526938539537991
Position 16365: 0.03277422071159896
Position 9537: 0.0325691820276115
Position 2441: 0.03194347842152342
Position 11617: 0.031891052570262556
Position 10895: 0.029576968270963275
Position 20079: 0.027810352347306347
Position 13026: 0.0269972847003497
Position 12503: 0.025981916016510027
Position 10977: 0.02535823198411863
Position 2590: 0.02484615700100235
Position 17609: 0.02451654500968098
Position 16006: 0.023603209950229718
Position 12403: 0.021158679015110017
Position 15632: 0.020492786738968916
Position 1398: 0.018935309276333454
Position 15832: 0.01804477247693499
Position 4491: 0.017117969824731745
Position 2071: 0.0166097841550857
Position 727: 0.016521626523907748
Position 12710: 0.01596354121697327
Position 14643: 0.013200407733154505
Position 12248: 0.011011809792206211
Position 3614: 0.009815174428558738
Position 11614: 0.008341716857912575
Position 12925: 0.007684374856266074
Position 1331: 0.007228453244091146
Position 11408: 0.006307607231659593
Position 3210: 0.006269017318663811
Position 1455: 0.006142320007258921
Position 2887: 0.005847153004760908
Position 12928: 0.005779562179363559
Position 2903: 0.005732465422257475
Position 2836: 0.005096246651981465
Position 16657: 0.005016263709641359
Position 1502: 0.004218655926661793
Position 12753: 0.003838859629184097
Position 3655: 0.0038213085106527664
Position 17418: 0.0037508849231337807
Position 1192: 0.0029541559566452612
Position 252: 0.002724670835869088
Position 3399: 0.0025903316447718973
Position 949: 0.0022489543309264534
Position 14589: 0.002107291422235644
Position 1909: 0.001789507025307173
Position 3402: 0.001365600952946546
Position 1381: 0.0012872502054715842
Position 1826: 0.0010941191824940684
Position 568: 0.0008687689649909468
Position 14031: 0.0008467014729708805
Position 13828: 0.0007523551682549767
Position 2299: 0.0007237032063884583
Position 241: 0.0006042464187112764
Position 1892: 0.0005860564047450307
Position 502: 0.0005624017098783123
Position 871: 0.00047912479876209546
Position 1144: 0.0004063327736688237
Position 258: 0.0003982424034656526
Position 874: 0.0003543143849399704
Position 2414: 0.0003467294537659564
Position 507: 0.00034652522350877055
Position 321: 0.00027199414447360063
Position 1060: 0.00024057090038128522
Position 709: 0.0002395192193826699
Position 681: 0.00017281581540903868
Position 1266: 0.0001479297775208132
Position 292: 0.00014524688895167686
Position 965: 0.00012978632936266478
Position 999: 9.632001841267285e-05
Position 1370: 7.574970403557965e-05
Position 900: 5.906267361533062e-05
Position 269: 4.166192561442133e-05
Position 208: 3.425772472337964e-05
Position 1864: 3.295458699969814e-05
Position 519: 2.2516717489282938e-05
Position 1248: 1.0296476409104486e-05
Position 477: 6.972875262102266e-06
Position 575: 6.027081301575108e-06
Position 190: 2.300177184519741e-06
Position 418: 1.6481554155963553e-06
Position 371: 1.5304711370342106e-06
Position 176: 8.685185315868728e-07
Position 410: 5.493793784418225e-07
Position 422: 4.0351245696407126e-07
Position 579: 8.079679594421251e-08
Position 338: 7.706675271532196e-08
Position 381: 7.070862126195574e-08
Position 435: 4.170162686919799e-08
Position 807: 1.219756927998682e-08
Position 633: 1.217796128786408e-08
Position 739: 9.948859426390327e-09
Position 192: 8.129721104184653e-09
Position 631: 6.849247720637411e-09
Position 790: 3.9330162146638035e-09
Position 985: 5.787728379493303e-10
Position 196: 6.182856517813689e-11
Position 109: 5.2285998255155464e-11
Position 185: 5.048423474597105e-11
Position 334: 4.004294605013984e-11
Position 113: 1.9642434529059454e-12
Position 136: 1.7059700881117781e-12
Position 121: 8.955984137121864e-13
