Gene = HBP1
Position 1153: 6.919111965256797e-05
Position 1623: 6.365206844922644e-05
Position 3935: 5.286629154460634e-05
Position 1288: 5.1559811844625616e-05
Position 385: 4.914038423842602e-05
Position 2832: 4.806740916657059e-05
Position 2372: 3.862832077578942e-05
Position 1500: 3.854080318044507e-05
Position 942: 3.631634020487895e-05
Position 1649: 3.629473933696033e-05
Position 945: 3.258678978992074e-05
Position 1134: 3.238984623692464e-05
Position 1025: 3.197320545565876e-05
Position 3390: 2.3574053800178537e-05
Position 2452: 2.1993895352898885e-05
Position 1545: 2.007241918981102e-05
Position 21727: 1.8867277352757176e-05
Position 1112: 1.784301795266752e-05
Position 17791: 1.6668842056100436e-05
Position 22205: 1.1998738047850141e-05
Position 1150: 1.077312544202806e-05
Position 398: 9.646757283987421e-06
Position 114: 7.568944136822037e-06
Position 1386: 4.751063916706558e-06
Position 781: 4.3040123162172665e-06
Position 131: 4.05203727331509e-06
Position 917: 3.5418029601176976e-06
Position 1526: 3.278087535315905e-06
Position 1181: 3.246170675171921e-06
Position 1052: 3.2050087621379343e-06
Position 296: 2.8655724253797905e-06
Position 1508: 2.5922851581602937e-06
Position 148: 2.251157359877666e-06
Position 1169: 1.9848799914004664e-06
Position 582: 1.9528372407976655e-06
Position 1243: 1.8070519413830955e-06
Position 1268: 1.7843680724555303e-06
Position 24051: 1.5434130443221628e-06
Position 884: 1.3684434712874806e-06
Position 1140: 1.2978821124121264e-06
Position 17635: 1.2279232720295401e-06
Position 964: 1.1805375851416085e-06
Position 1165: 1.1525683375947787e-06
Position 696: 1.1104449751039496e-06
Position 496: 9.57382595344381e-07
Position 669: 7.901604761517284e-07
Position 1351: 6.254019266111544e-07
Position 618: 4.802831102142311e-07
Position 150: 4.222208601843172e-07
Position 441: 3.6412309150216523e-07
Position 1156: 2.850513149808274e-07
Position 529: 1.5062971126745582e-07
Position 395: 7.463190173497089e-08
Position 411: 7.379013711097882e-08
Position 543: 3.9066626313672065e-08
Position 566: 2.9164852715081363e-08
Position 1907: 1.7720023398744045e-08
Position 587: 1.4367483007600436e-08
Position 240: 8.645978520786379e-09
Position 74: 8.00021166883671e-09
Position 189: 7.878839540033127e-09
Position 1652: 6.7343320810891094e-09
Position 162: 5.75203459981387e-09
Position 554: 5.039790875600361e-09
Position 111: 4.4383610817978616e-09
Position 97: 4.2493272440327106e-09
Position 712: 1.4605300899189863e-09
Position 886: 1.0018427101998644e-09
Position 465: 5.001983016586447e-10
Position 468: 1.3635209985754872e-10
Position 160: 1.0192015697100727e-10
