Gene = IBA57
Position 3689: 0.00011074641462163433
Position 1323: 0.00010305468740468324
Position 6178: 9.830441993663664e-05
Position 6383: 9.603157830112013e-05
Position 5872: 8.325216938243344e-05
Position 559: 7.597321119966548e-05
Position 3167: 6.245657657019792e-05
Position 518: 6.0780565435624765e-05
Position 2401: 5.0300682943888876e-05
Position 4072: 4.051673521124588e-05
Position 4076: 3.9095407375294066e-05
Position 3550: 2.7079609342677938e-05
Position 3563: 2.6438644359275088e-05
Position 2049: 1.9019105536897352e-05
Position 2025: 1.1049847379464942e-05
Position 1922: 1.0773848214374755e-05
Position 602: 1.0417006855139788e-05
Position 3047: 9.671814111695783e-06
Position 2161: 8.534098935357311e-06
Position 2187: 6.875434952403395e-06
Position 800: 4.257475100301604e-06
Position 1723: 2.009664378725367e-06
Position 930: 1.596566736639733e-06
Position 246: 1.4733872652948905e-06
Position 524: 1.3276657445505588e-06
Position 882: 1.2203716182990282e-06
Position 649: 1.1632589777883997e-06
Position 779: 6.878165232825705e-07
Position 409: 6.761816092487917e-07
Position 910: 6.248951326409012e-07
Position 532: 6.238352329958345e-07
Position 574: 4.3072921852423183e-07
Position 415: 4.263075831587206e-07
Position 1280: 3.916690342859125e-07
Position 680: 3.6054779193850553e-07
Position 504: 3.2806846006724666e-07
Position 1010: 2.535046666770176e-07
Position 607: 2.433662910673778e-07
Position 685: 1.8910338205557685e-07
Position 667: 1.7758259644790446e-07
Position 752: 1.6537054875478405e-07
Position 820: 1.3079124632326757e-07
Position 490: 1.3067737710996755e-07
Position 565: 4.3024376981169207e-08
Position 581: 3.944538631546515e-08
Position 593: 3.758001450302016e-08
Position 383: 3.248540346597101e-08
Position 637: 3.027876282079851e-08
Position 439: 2.607303826224257e-08
Position 465: 2.4024767488886182e-08
Position 654: 1.7512507327712112e-08
Position 484: 1.7488482170892867e-08
Position 604: 9.525982968379451e-09
Position 697: 4.2410289917618914e-09
Position 535: 3.5906372656127486e-09
Position 137: 2.799740430058659e-09
Position 347: 2.38313585062488e-10
