Gene = IL20RB
Position 1536: 0.004268243554097112
Position 1132: 0.0039588741961561385
Position 502: 0.0038741926353921333
Position 1240: 0.0038234771754878053
Position 14998: 0.0036042485654039077
Position 1112: 0.002863570392423281
Position 3568: 0.0027388528515748523
Position 14544: 0.002707660058451366
Position 3547: 0.0026010999848460393
Position 7115: 0.0024812349578710105
Position 3645: 0.0024002267678484
Position 11194: 0.0020761512179250955
Position 11051: 0.0017593917741856916
Position 9814: 0.0015205888711804015
Position 3012: 0.0014162355345951365
Position 1598: 0.0013847743523731973
Position 3663: 0.001337878801695357
Position 3344: 0.0013126030466222344
Position 2797: 0.0010564900496570725
Position 655: 0.0009514207069753134
Position 12251: 0.0009149554483277788
Position 1852: 0.000740131525702823
Position 1302: 0.000638414296828516
Position 1450: 0.0006078880972473624
Position 10142: 0.0006018752036216311
Position 5746: 0.0005297885008977712
Position 8434: 0.0005065274664107704
Position 6102: 0.0004906091862337093
Position 559: 0.0004854021721904765
Position 9903: 0.0004363815251858688
Position 9992: 0.00042624860387866425
Position 5997: 0.00038031533182904844
Position 5398: 0.00034119513961576575
Position 708: 0.00032813829582874497
Position 737: 0.0002910574452719575
Position 437: 0.0002696201744362437
Position 1700: 0.0002654770126836519
Position 8598: 0.00023405920399605651
Position 7512: 0.00023023298352055436
Position 2193: 0.00022065043404261356
Position 691: 0.00020578075049983296
Position 8171: 0.0002046997300465484
Position 7589: 0.00018043764822366337
Position 8391: 0.0001729334497092522
Position 7010: 0.00015645313739968682
Position 1389: 0.00011093984321478168
Position 2634: 9.670676795800821e-05
Position 5671: 9.232368300003938e-05
Position 7779: 9.002441349286464e-05
Position 5881: 8.78549822609162e-05
Position 6962: 8.218661504344119e-05
Position 1628: 6.579215499970952e-05
Position 1777: 6.198085028881734e-05
Position 5353: 6.121573588917183e-05
Position 715: 5.149729850723135e-05
Position 507: 5.112621516010556e-05
Position 5192: 5.0590106774348784e-05
Position 1370: 5.049227854659114e-05
Position 2165: 3.9684629376376815e-05
Position 2116: 3.833493459096361e-05
Position 804: 3.808265376397966e-05
Position 4314: 2.737404413264385e-05
Position 411: 2.120236183367997e-05
Position 4136: 1.954398023917916e-05
Position 3203: 1.5025464908693795e-05
Position 942: 1.426871028412444e-05
Position 977: 1.3423131449857669e-05
Position 2004: 1.3060202516203646e-05
Position 1949: 1.2985888828081575e-05
Position 1367: 1.2617166401862434e-05
Position 1184: 1.2184543767595235e-05
Position 2327: 1.0889288317397746e-05
Position 2725: 1.0231393945765387e-05
Position 646: 9.356248034505918e-06
Position 861: 8.588534233001653e-06
Position 1136: 7.244924231883295e-06
Position 1668: 6.330307182272165e-06
Position 590: 5.036964043305567e-06
Position 1815: 3.897869233449656e-06
Position 1004: 3.699284236116484e-06
Position 1247: 3.102261651517432e-06
Position 1459: 3.087914599679659e-06
Position 1178: 2.2844031468523496e-06
Position 1146: 1.8555120975382164e-06
Position 2925: 1.3243847301609325e-06
Position 3020: 9.72336333613458e-07
Position 1255: 9.522300740951261e-07
Position 1158: 8.261736861065809e-07
Position 587: 5.922946838119763e-07
Position 767: 5.701488446837017e-07
Position 749: 4.88590105191867e-07
Position 2893: 2.762737208779493e-07
Position 1022: 2.6561291196798627e-07
Position 563: 2.2734874075009637e-07
Position 1510: 1.4782540633447857e-07
Position 1011: 1.876425837081218e-08
Position 254: 4.4098209399609815e-09
Position 809: 3.0519850751365816e-09
Position 119: 2.9122591244293824e-09
Position 273: 2.854221850051198e-09
Position 229: 1.8083119249809022e-09
Position 215: 6.129768661616683e-10
Position 146: 3.979860582377672e-10
Position 175: 3.257624280745766e-10
Position 979: 3.104481171067379e-10
Position 276: 1.7439576938688994e-10
Position 129: 1.6477240960728365e-10
Position 179: 1.4612923098712948e-10
Position 865: 1.1702422696108786e-10
Position 592: 1.0130780029947787e-10
Position 565: 7.646985265116578e-11
Position 820: 7.596361927443523e-11
Position 153: 6.180083489476717e-11
Position 336: 2.2544614727139475e-11
Position 240: 7.376815049821259e-13
Position 383: 8.451237992274339e-16
