Gene = ADCK2
Position 1270: 0.00038158924432906967
Position 4685: 0.0003688274161899903
Position 77: 0.0003539039916204129
Position 4333: 0.00031794063075283566
Position 1120: 0.0003045919853828705
Position 627: 0.0002797556956475773
Position 196: 0.000277181326903669
Position 6248: 0.00026816329092117677
Position 3520: 0.00024968510861045476
Position 6044: 0.0002403058458732107
Position 202: 0.0002106500040697071
Position 2825: 0.00018969240283631458
Position 1193: 0.00017609135032480312
Position 553: 0.0001507767025623093
Position 140: 0.00014466221189766092
Position 4301: 0.0001443940455372601
Position 862: 0.0001219262850302132
Position 2414: 9.047316330513764e-05
Position 1406: 8.804258687963507e-05
Position 916: 8.499979772102348e-05
Position 1224: 7.865569082001049e-05
Position 273: 6.625162763139049e-05
Position 1485: 6.27453779061895e-05
Position 1045: 4.861453700528023e-05
Position 1670: 3.423729550350052e-05
Position 1729: 3.37915367475669e-05
Position 793: 3.019841315353935e-05
Position 1329: 2.8981458743421524e-05
Position 1047: 2.885614963233185e-05
Position 2340: 2.1080913766797916e-05
Position 668: 2.10317649351655e-05
Position 2482: 1.9631816035163957e-05
Position 2501: 1.7369343158970257e-05
Position 1911: 1.4432274805134518e-05
Position 819: 1.2989079522438983e-05
Position 1954: 1.216971665304229e-05
Position 1117: 1.2149337827411973e-05
Position 1596: 1.1937426918998123e-05
Position 374: 1.0609296461629759e-05
Position 1967: 9.506375673414633e-06
Position 2287: 9.428801444085801e-06
Position 2024: 8.440179396737371e-06
Position 1550: 7.04986303628519e-06
Position 2555: 5.126154318110056e-06
Position 1863: 3.4699539893084493e-06
Position 1609: 1.0178305824399834e-06
Position 2114: 9.699894398069165e-08
Position 1524: 6.329277354654808e-08
Position 216: 2.0404139712624087e-10
Position 1712: 1.7118905732082047e-10
Position 367: 8.933148421487797e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1457: 0.9892816104051476
Position 6001: 0.9684075739160604
Position 16443: 0.9375675683087503
Position 7888: 0.5925402655516065
Position 21509: 0.4887506887612581
Position 15436: 0.36241456749409096
Position 13836: 0.31505598913793414
Position 13864: 0.24792139648148243
Position 17606: 0.24660294178712294
Position 2656: 0.22266821419697003
Position 17797: 0.20478527629711846
Position 13783: 0.1931958144222417
Position 7569: 0.11472290010252748
Position 19856: 0.07400878239894053
Position 4526: 0.06348023021074968
Position 15213: 0.06331714924950553
Position 2910: 0.059798022879161604
Position 2959: 0.05593103694427269
Position 19690: 0.05170195829670756
Position 16935: 0.0479985111050558
Position 13893: 0.04601658212265888
Position 2943: 0.04033013408522464
Position 1018: 0.03198341194036911
Position 7918: 0.03005955822009475
Position 20347: 0.02954776082655931
Position 18368: 0.026994584922942884
Position 4887: 0.025271175488643
Position 16710: 0.023373597852108897
Position 18629: 0.02317334170425314
Position 2885: 0.022838068571647954
Position 7908: 0.020252254707274566
Position 5205: 0.019970695929304675
Position 17793: 0.019914124089629295
Position 19229: 0.01978177117874775
Position 18951: 0.019478100390859086
Position 4638: 0.018893674422245016
Position 16966: 0.01698339486592021
Position 20577: 0.016014312547683787
Position 17394: 0.014064523358044907
Position 5333: 0.013986715271165979
Position 5488: 0.010830332028316729
Position 2202: 0.009870625030206383
Position 20432: 0.009710950460470961
Position 4973: 0.008607777379361803
Position 1484: 0.008494192760647628
Position 2889: 0.00848105666613846
Position 4909: 0.008283601338157894
Position 19004: 0.008018215150662674
Position 16283: 0.007460112357874932
Position 11144: 0.006903664730577807
Position 5363: 0.006610418757037514
Position 11100: 0.006353518691029049
Position 7915: 0.006280945277486258
Position 7893: 0.005507939639792724
Position 1841: 0.00546429807991841
Position 1059: 0.005128937735322769
Position 4675: 0.004906558996706718
Position 16684: 0.00446852202096328
Position 5366: 0.004467806930819391
Position 997: 0.004444866860001631
Position 5794: 0.004000476770069116
Position 5944: 0.003387332473626509
Position 741: 0.0033790981303727582
Position 7796: 0.0031512226789474906
Position 2761: 0.0030461509251780315
Position 1105: 0.0030144682743729855
Position 916: 0.002991718842869188
Position 17070: 0.002935239122428082
Position 7665: 0.0029082044892950387
Position 19183: 0.002812291636404961
Position 4807: 0.002629040741727116
Position 2929: 0.0025697757696108835
Position 970: 0.0025038375668053835
Position 1001: 0.0025004513873331286
Position 2982: 0.002479495381902196
Position 2787: 0.002343991285494791
Position 12854: 0.002259861154952432
Position 18757: 0.002202551006065253
Position 206: 0.0021740885976912717
Position 20139: 0.0020370518789236815
Position 14916: 0.0019827995754919596
Position 19744: 0.0019221429194271294
Position 18815: 0.0019073073247608085
Position 2175: 0.0018647437003190496
Position 7948: 0.001783755116645408
Position 3325: 0.0017619377052899188
Position 2477: 0.0016256097469199108
Position 11119: 0.0016111987249513837
Position 7944: 0.0014986839171470475
Position 5966: 0.0014761001585927435
Position 16799: 0.0012702811475017305
Position 2433: 0.0012010330262886579
Position 4606: 0.0011040899815039518
Position 2859: 0.001059836707471614
Position 802: 0.0009689259876907611
Position 2792: 0.0008298832753421537
Position 5262: 0.0008276484349879163
Position 20162: 0.0008118073408141689
Position 3349: 0.0007886973647729708
Position 17817: 0.0007388230267267354
Position 1042: 0.000697939635114477
Position 816: 0.0006862897649874156
Position 2926: 0.0006771313471164414
Position 982: 0.0006487361086931282
Position 16773: 0.0006364950409757358
Position 17586: 0.0005927703730676752
Position 2255: 0.0005800037874853178
Position 2968: 0.0004786109673535983
Position 4226: 0.0004623346762900958
Position 5160: 0.00045875850686323956
Position 2692: 0.0003983553625431668
Position 6544: 0.0003981522104900074
Position 3439: 0.0003969811727188038
Position 852: 0.0003963210299786548
Position 6105: 0.0003833976424549367
Position 1359: 0.0003590462513016474
Position 684: 0.00033962185804483334
Position 1423: 0.0003165539346087573
Position 4895: 0.00031490761095259674
Position 2851: 0.0002909269120012898
Position 2017: 0.0002899750367771852
Position 2181: 0.0002781892953673766
Position 2380: 0.00027739950807791574
Position 2865: 0.000262159767866869
Position 1976: 0.0002551946324329356
Position 780: 0.00022679066742668558
Position 1362: 0.00019349181851009727
Position 2340: 0.0001915521659576523
Position 1511: 0.00018163923049319494
Position 16906: 0.00016662041534951317
Position 2319: 0.0001587411813210797
Position 6614: 0.00014264822221819542
Position 1080: 0.00013901524554528732
Position 10686: 0.00012500860666498324
Position 2715: 9.901371290543353e-05
Position 10442: 8.806045980048323e-05
Position 551: 7.701353721278416e-05
Position 1264: 7.44818021831475e-05
Position 660: 7.198534458861553e-05
Position 13659: 7.005802812941531e-05
Position 6201: 6.699367310734745e-05
Position 1241: 6.171663897540217e-05
Position 6564: 5.8954837791458826e-05
Position 227: 5.75005400023492e-05
Position 6179: 5.476678954897236e-05
Position 6540: 5.3051918254925985e-05
Position 586: 5.123892661252243e-05
Position 860: 5.077157552152181e-05
Position 2228: 3.857141852804239e-05
Position 2023: 3.829898051250013e-05
Position 2313: 3.6547701118529025e-05
Position 324: 3.4318526995221413e-05
Position 987: 2.998242316008875e-05
Position 11762: 2.9634797684708144e-05
Position 13148: 2.655010543197862e-05
Position 8485: 2.5432077121234617e-05
Position 826: 2.4709123720189262e-05
Position 2499: 2.2597365569422753e-05
Position 290: 2.185936076248577e-05
Position 1159: 2.15322139199656e-05
Position 1803: 1.8465280965389176e-05
Position 6020: 1.7925131069994446e-05
Position 395: 1.7903883318648255e-05
Position 1279: 1.728767345381479e-05
Position 2059: 1.4059196785313078e-05
Position 2542: 1.2741578938199078e-05
Position 2396: 1.266923863464294e-05
Position 1723: 1.2101824649068785e-05
Position 1858: 1.1978991812091651e-05
Position 8658: 1.1894685133502586e-05
Position 1420: 1.087915543792945e-05
Position 114: 9.779077438490842e-06
Position 2722: 8.974012958457437e-06
Position 2177: 8.362814466043364e-06
Position 2599: 8.325409706197002e-06
Position 2810: 7.4012131290589425e-06
Position 7409: 7.260150851813539e-06
Position 8489: 7.1590567414185515e-06
Position 242: 6.805753933141525e-06
Position 423: 6.753533611003673e-06
Position 1519: 6.3940393835979395e-06
Position 2813: 5.4331848696646405e-06
Position 425: 5.020096797683592e-06
Position 2030: 5.019134571458088e-06
Position 4493: 5.009983589513993e-06
Position 6837: 4.78026612523155e-06
Position 1944: 4.315726724114389e-06
Position 374: 3.991597413268361e-06
Position 1984: 3.7556168923835433e-06
Position 1542: 3.225226598172386e-06
Position 6960: 2.8650412380623988e-06
Position 8185: 2.56708870837675e-06
Position 2398: 1.5589005522102174e-06
Position 2070: 8.412045226873722e-07
Position 1881: 8.120242425968514e-07
Position 1763: 7.794537390661283e-07
Position 1876: 6.343221474762614e-07
Position 627: 1.7315724231666215e-07
Position 3065: 1.1860215744100309e-07
Position 140: 7.297924565171096e-08
Position 237: 7.269152822274511e-08
Position 1395: 4.936524228321552e-08
Position 7585: 4.6013004921115155e-08
Position 1862: 2.822419541589913e-08
Position 1988: 2.05517832198062e-08
Position 7565: 1.5815639432090146e-08
Position 273: 1.0271310744563042e-08
Position 1624: 2.520303475701322e-09
Position 383: 2.2429657468926555e-09
Position 436: 1.2644278115798576e-09
Position 176: 1.2087448427001183e-09
Position 1287: 1.1969899189372192e-09
Position 246: 1.0557427708468791e-09
Position 2124: 6.564593756667321e-10
Position 1670: 5.809963995133838e-10
Position 2269: 3.8382878888205025e-10
Position 878: 2.8876765348553453e-10
Position 145: 1.980727742685577e-10
Position 125: 4.249658678426224e-11
Position 263: 3.3760208633441755e-11
Position 254: 2.6555488542993116e-11
