Gene = SSU72
Position 1799: 0.0003575317479779471
Position 10032: 0.0003519483379057444
Position 916: 0.0003350875575847102
Position 3006: 0.00032577627718637667
Position 10109: 0.0003162010127171869
Position 9996: 0.0003113774888586124
Position 11873: 0.000308262438460567
Position 514: 0.00029989111526321525
Position 10733: 0.00022314449785330677
Position 2842: 0.00020737261691506343
Position 10464: 0.00017593607987473575
Position 342: 0.00017119474291027947
Position 1331: 0.00012367693036917767
Position 10135: 8.688587659526912e-05
Position 10528: 6.868136142637059e-06
Position 13498: 4.1563694365634465e-06
Position 333: 3.3998906774149307e-06
Position 243: 3.20134525919374e-06
Position 907: 3.1849924048500725e-06
Position 522: 2.3499253908424646e-06
Position 769: 2.3035099758569736e-06
Position 1135: 1.923998855400043e-06
Position 128: 1.8933810081918325e-06
Position 787: 1.7502981540809087e-06
Position 339: 9.815594712802399e-07
Position 615: 9.138420215631486e-07
Position 551: 8.891011440565089e-07
Position 1157: 8.578444936389159e-07
Position 455: 7.04486474199114e-07
Position 37: 6.163866173744328e-07
Position 1062: 5.076952350226268e-07
Position 610: 4.575954314797097e-07
Position 94: 3.9688808987172126e-07
Position 31: 3.812675295660136e-07
Position 1365: 3.7266431751609955e-07
Position 618: 3.180148827836813e-07
Position 395: 3.059473746121955e-07
Position 1252: 2.9802620128073045e-07
Position 662: 2.0101356008384617e-07
Position 813: 1.9491212688378653e-07
Position 958: 1.4320536797672576e-07
Position 930: 1.1640570503497119e-07
Position 1363: 8.472933942256855e-08
Position 1266: 4.7793601603988165e-08
Position 1126: 2.9460748847398813e-08
Position 1100: 2.3924822983731578e-08
Position 989: 2.1292984131257915e-08
Position 115: 4.022648643193966e-09
Position 344: 1.8737666189090655e-09
Position 70: 1.8598762108026095e-09
Position 6: 1.5578744975473302e-09
Position 202: 1.5054681404643595e-09
Position 209: 8.906650089276844e-10
Position 410: 2.1147641672510588e-10
Position 26: 1.1786664505463334e-10
Position 320: 5.261870346318664e-11
Position 172: 1.6712483252165595e-11
Position 199: 7.73325968185025e-14
Position 317: 1.2342694599011625e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 32701: 0.9990930895342499
Position 9952: 0.9955730386679033
Position 10453: 0.8554578220594918
Position 12003: 0.5778403745235425
Position 13106: 0.21125121598642324
Position 15471: 0.16401640163447384
Position 16508: 0.12270882979910218
Position 22662: 0.1091564761759383
Position 13363: 0.0850841106232638
Position 6831: 0.055164963915874034
Position 32884: 0.04847141466181218
Position 10428: 0.04533565692874795
Position 9182: 0.039185051505474036
Position 5536: 0.02987338901399002
Position 7434: 0.02843534950804378
Position 10613: 0.028353111580983234
Position 5369: 0.027940853786548175
Position 11769: 0.026791073150148493
Position 9319: 0.02584236735611086
Position 9125: 0.02539531629838005
Position 10172: 0.023928723150280714
Position 11828: 0.021715569509459978
Position 10193: 0.020663214287951655
Position 15532: 0.020572618401642876
Position 13366: 0.01699536396767252
Position 13381: 0.01567143717975171
Position 4589: 0.01551833211048891
Position 11836: 0.01378686535224371
Position 854: 0.011754748239596753
Position 1245: 0.010185165187053098
Position 11775: 0.009454317883853992
Position 7116: 0.007634356828840951
Position 7119: 0.007592309603371697
Position 3103: 0.007554124686966555
Position 4783: 0.007133421856991479
Position 12006: 0.005360210036762609
Position 7703: 0.004855690748915908
Position 16504: 0.004255113859980434
Position 4593: 0.004158043740026998
Position 9081: 0.004109282995546353
Position 6963: 0.00369512848529691
Position 4816: 0.0030605878015602384
Position 4519: 0.003033725051543583
Position 12696: 0.0030118286434429966
Position 10148: 0.0029531365217388183
Position 1446: 0.0027959042867152957
Position 475: 0.0026641880195138346
Position 12039: 0.00191079860076588
Position 5511: 0.0018829631103798108
Position 6983: 0.0018518864008796071
Position 4676: 0.001763646419252364
Position 1062: 0.0017421790824154115
Position 4700: 0.0016961298686311494
Position 10175: 0.0015681835177887948
Position 11657: 0.0014653905655103447
Position 972: 0.0014641853015460587
Position 4840: 0.0014162656440541586
Position 6635: 0.0012066559021933025
Position 3210: 0.001073187975653382
Position 1744: 0.0010640826796187658
Position 1177: 0.0010531936312167486
Position 9987: 0.0010308627182651195
Position 6735: 0.001025821222834868
Position 14050: 0.001016630359091698
Position 930: 0.000975600220889778
Position 3180: 0.0009285421153798547
Position 2774: 0.0009056936416819521
Position 4309: 0.0008934021837281396
Position 10223: 0.0008745747427175185
Position 5203: 0.000852224658716118
Position 891: 0.0008354294074944867
Position 5487: 0.0008112127347169373
Position 14075: 0.0007607718614693917
Position 10679: 0.000750971105692408
Position 10616: 0.0007429821815980122
Position 5246: 0.0007194458360124325
Position 1747: 0.0006499682781900779
Position 11500: 0.0006445510949424734
Position 359: 0.0006306698702620116
Position 10269: 0.0006267556068239929
Position 4003: 0.0006061851712518507
Position 4491: 0.0005849566300749064
Position 12855: 0.0005745037468388797
Position 10225: 0.0004418986270818642
Position 3310: 0.00041962016657623853
Position 2607: 0.0003732238240671863
Position 11503: 0.0003349597842033657
Position 1613: 0.0003099100594216844
Position 1798: 0.0002970021302377911
Position 3185: 0.0002693717538378141
Position 10293: 0.00022817492315414432
Position 15562: 0.00022205341248628766
Position 11713: 0.00022204592282686704
Position 13403: 0.0002085744964759621
Position 13042: 0.00020145341783289254
Position 10701: 0.00020000370230320266
Position 10744: 0.00019340430657079552
Position 10275: 0.00015100752467121724
Position 9916: 0.00010737750716734702
Position 12579: 8.749049677127604e-05
Position 22228: 6.900817823340578e-05
Position 16996: 5.9769933722807734e-05
Position 5402: 3.3352962072402255e-05
Position 22629: 2.3667751363285414e-05
Position 5096: 2.2445475093358344e-05
Position 5541: 1.9131910896368062e-05
Position 17463: 1.7528891624690434e-05
Position 20972: 1.6362465275193824e-05
Position 16675: 1.4232790423697117e-05
Position 6768: 1.2885179877245151e-05
Position 20969: 1.1530818459372583e-05
Position 3123: 6.633824978086674e-06
Position 1616: 5.549208503079848e-06
Position 1442: 4.169874180947347e-06
Position 1011: 4.129425674789898e-06
Position 18355: 4.129225612820716e-06
Position 11013: 3.275292640399535e-06
Position 10801: 2.392961415608389e-06
Position 11010: 1.9392190923058185e-06
Position 578: 1.8347577414965965e-06
Position 3230: 1.8256885988689955e-06
Position 1023: 1.810241907425225e-06
Position 3315: 1.6724431739379046e-06
Position 534: 1.6036405739647594e-06
Position 14385: 1.5278583528423075e-06
Position 2808: 1.5185015729026497e-06
Position 13293: 9.934076366695425e-07
Position 15338: 8.293330157763844e-07
Position 15513: 8.117802427564892e-07
Position 11334: 5.742076752914079e-07
Position 12558: 5.149928433952331e-07
Position 12328: 4.6334798827384425e-07
Position 784: 4.23211477682179e-07
Position 627: 4.0395306684121295e-07
Position 1126: 2.844360086319405e-07
Position 554: 2.5215147056248046e-07
Position 12376: 1.9096813624950444e-07
Position 391: 1.729402281809668e-07
Position 352: 1.6314224713484388e-07
Position 1155: 1.5544878860710433e-07
Position 1692: 1.5533218709349483e-07
Position 1638: 1.1930330889363524e-07
Position 989: 1.1810067831079608e-07
Position 1031: 9.20789110281959e-08
Position 491: 8.767968958160824e-08
Position 1092: 4.433262808436999e-08
Position 147: 4.288227121618865e-08
Position 545: 3.48104890463251e-08
Position 1260: 2.671069630108266e-08
Position 485: 1.7396401769672887e-08
Position 1182: 1.624968234594977e-08
Position 655: 7.035892563201038e-09
Position 660: 6.8411087092804674e-09
Position 587: 1.134419456629756e-09
Position 583: 8.164310443081714e-10
Position 10646: 5.325213666877168e-10
Position 374: 4.169128765295021e-10
Position 367: 2.927028551383006e-10
Position 266: 2.3323717443580667e-10
Position 636: 2.101490305365447e-10
Position 255: 1.975859964909835e-10
Position 10623: 1.8345515523093493e-10
Position 487: 1.7433119566923014e-10
Position 395: 1.541980878411496e-10
Position 99: 1.4942660747709837e-10
