Gene = LECT2
Position 5407: 0.0013732466690614922
Position 4056: 0.0012653467681842151
Position 7777: 0.0012058993935045515
Position 2453: 0.0011918668762263597
Position 3020: 0.0011575391049964358
Position 1206: 0.0011557186363749144
Position 5012: 0.0011433915750701548
Position 3236: 0.001109806334783968
Position 5060: 0.0010734751219842295
Position 3774: 0.0010378345220303754
Position 7232: 0.0009521673035466387
Position 710: 0.0009444138227412719
Position 2279: 0.0008777313236233749
Position 3756: 0.0008735803627984657
Position 656: 0.0008574202564704318
Position 2962: 0.0008351950469015633
Position 2311: 0.0008000501889732078
Position 2901: 0.0007384554126643776
Position 6968: 0.0007268501233130626
Position 4445: 0.0007130906527694598
Position 7565: 0.0007083009180626533
Position 2678: 0.0006961035624849018
Position 3608: 0.0006956912294685346
Position 2104: 0.0006771135200504613
Position 5419: 0.0006573050918111101
Position 6667: 0.000631913949294423
Position 2266: 0.0006113191281773272
Position 6736: 0.0006001272322033339
Position 2075: 0.0005876679750640244
Position 3480: 0.000560715806171035
Position 7048: 0.0005322373624784414
Position 6954: 0.0005190574914211612
Position 7337: 0.00046265534391004234
Position 4371: 0.00046179636149143314
Position 2219: 0.00042783266158941157
Position 3684: 0.00037562697016265887
Position 7381: 0.000365759864201353
Position 3172: 0.0003598732500953118
Position 4831: 0.00035477654006036915
Position 6770: 0.0003485488009200127
Position 863: 0.00032587742008417765
Position 950: 0.00032307681374888603
Position 6578: 0.000311551416646707
Position 383: 0.0002984011547741346
Position 7249: 0.00029726507907354687
Position 5994: 0.0002952647119069336
Position 335: 0.00029033490780637424
Position 3891: 0.0002808735573342914
Position 659: 0.0002728133988074959
Position 2752: 0.00022681883520512264
Position 3631: 0.0002185011903248449
Position 6236: 0.00020528209832424818
Position 448: 0.00020481222887491784
Position 6390: 0.0001988601913636434
Position 755: 0.00019571064277904126
Position 5228: 0.00019002178046726445
Position 5801: 0.00017699924351522998
Position 5597: 0.00014632143995873523
Position 4528: 0.000136475229156027
Position 1695: 0.00013410084925751905
Position 5440: 0.0001325947612009095
Position 1490: 0.00012765496950029837
Position 2487: 0.00012597205611009554
Position 5930: 0.0001249985219288026
Position 5295: 0.00012127745184302874
Position 520: 0.00012035351680203262
Position 6008: 0.00011842170538850784
Position 1786: 0.00010615983795486474
Position 5662: 0.00010472298185360103
Position 4729: 0.00010236997505557867
Position 4096: 9.073604287034457e-05
Position 2971: 8.989363604754847e-05
Position 4673: 8.565501270157504e-05
Position 4270: 8.53616903285908e-05
Position 4412: 8.505020679050538e-05
Position 4292: 8.443098024118807e-05
Position 4041: 8.261470733348895e-05
Position 813: 7.69649193038691e-05
Position 1536: 7.565772586106727e-05
Position 3931: 5.2699556334526954e-05
Position 2512: 5.150662712128869e-05
Position 1750: 4.573144491023212e-05
Position 4137: 4.520379768546242e-05
Position 2921: 3.915443726640213e-05
Position 1875: 3.7812306057378635e-05
Position 2281: 3.633557271005891e-05
Position 3132: 3.455833906620346e-05
Position 1579: 3.117446618616654e-05
Position 1741: 3.0739274481015226e-05
Position 1669: 3.058669219383095e-05
Position 2829: 2.9063218967404978e-05
Position 2149: 2.7987614987595166e-05
Position 1948: 2.608099883657383e-05
Position 2005: 2.6038705044194532e-05
Position 3996: 2.5089404559458518e-05
Position 1037: 2.3967682610023606e-05
Position 4920: 2.357311152834658e-05
Position 1546: 2.264297798327823e-05
Position 722: 2.256714633897106e-05
Position 1861: 2.073955748472668e-05
Position 1701: 2.0639014010942648e-05
Position 3497: 1.932582932583484e-05
Position 2568: 1.918314953972197e-05
Position 4945: 1.8420540436985826e-05
Position 823: 1.8371586123241902e-05
Position 492: 1.6305061974517312e-05
Position 1585: 1.6012012723969073e-05
Position 1178: 1.5625265289085577e-05
Position 461: 1.559702458389611e-05
Position 605: 1.5080484488899216e-05
Position 3027: 1.4959726595171158e-05
Position 1183: 1.3691010626132783e-05
Position 2336: 1.3511560624450765e-05
Position 781: 1.26916956179368e-05
Position 868: 1.1035076908010124e-05
Position 623: 1.0825973965641332e-05
Position 1744: 1.0528236292961726e-05
Position 531: 1.0396959309041548e-05
Position 351: 1.0336825575374544e-05
Position 909: 1.0259136689217522e-05
Position 1218: 8.14185355938037e-06
Position 629: 8.125820390611916e-06
Position 1589: 7.786185904427704e-06
Position 666: 7.700919850957581e-06
Position 3809: 6.7235070533411605e-06
Position 4385: 6.687479911217363e-06
Position 3317: 5.946606065824337e-06
Position 216: 5.03682552604931e-06
Position 769: 4.974496993257873e-06
Position 1709: 4.263278933323606e-06
Position 147: 3.7511244810389522e-06
Position 414: 3.4402586554937634e-06
Position 731: 3.4321579756505404e-06
Position 2116: 2.0055812828754763e-06
Position 956: 1.9476032958357797e-06
Position 1983: 1.7177513546248082e-06
Position 826: 1.6771391584211255e-06
Position 1007: 1.5933512729237637e-06
Position 1922: 1.3733972828625336e-06
Position 2036: 1.0807161526961266e-06
Position 2291: 8.787291167454341e-07
Position 1858: 7.33434709418349e-07
Position 2359: 7.208117842648112e-07
Position 1974: 5.832588898943683e-07
Position 2536: 3.125845648159415e-07
Position 2519: 2.879795065557256e-07
Position 2163: 2.8305814176262477e-07
Position 3422: 2.4711043282353776e-07
Position 1965: 1.8873642923124065e-07
Position 4260: 1.749024351545656e-07
Position 3038: 1.3435842158544287e-07
Position 2764: 1.0453336130394658e-07
Position 2634: 1.023202525873279e-07
Position 2794: 8.700028930020608e-08
Position 1883: 8.483277607915066e-08
Position 1797: 7.630981074161688e-08
Position 1953: 7.511469832865556e-08
Position 3958: 7.263652822521335e-08
Position 2322: 5.879027440474382e-08
Position 2613: 1.724501129971687e-08
Position 1722: 1.5443767669403674e-08
Position 1725: 1.424110297598862e-08
Position 403: 2.2513384946578043e-09
