Gene = PPCS
Position 2997: 0.002538846174485695
Position 2416: 0.002356443070007399
Position 3736: 0.001938364302628743
Position 1367: 0.001873427472748554
Position 1837: 0.0017826420441070872
Position 951: 0.0017448364559287332
Position 3567: 0.0016849672753419564
Position 3456: 0.0016089627445270102
Position 791: 0.0015688076989160131
Position 3838: 0.0014993547408845703
Position 1570: 0.0014637198877602352
Position 1003: 0.0014173804400132836
Position 2389: 0.0012893172296340977
Position 607: 0.001286466178837702
Position 2159: 0.0012623994102211784
Position 1103: 0.001221073072933998
Position 2460: 0.0011509459211547443
Position 2101: 0.001100715292986414
Position 2493: 0.0010516540871843606
Position 1573: 0.000991243056525941
Position 986: 0.0008702707509253692
Position 3158: 0.0008648846003703257
Position 2440: 0.0008180218728739273
Position 813: 0.0008027892771827601
Position 3593: 0.0007413360247416859
Position 3647: 0.0006933429986421869
Position 2624: 0.0006814308022453509
Position 3590: 0.0006716020308644636
Position 1683: 0.0006557909099658043
Position 1745: 0.0005758257754938908
Position 2566: 0.0005381913812421871
Position 567: 0.0005295326979624083
Position 1322: 0.0005254807400528148
Position 1807: 0.00046855148580439773
Position 726: 0.00046850643452753124
Position 1896: 0.0004148828815125998
Position 2865: 0.0004082066961564218
Position 1111: 0.0003782028186151217
Position 3275: 0.0003560730545184735
Position 396: 0.00033285917552537464
Position 3703: 0.00030573707875797924
Position 3670: 0.0002862822203938633
Position 1066: 0.00023255844988974544
Position 2178: 0.0002160147025276044
Position 2090: 0.00021600006476243597
Position 430: 0.0001647133189288461
Position 2328: 0.0001511675212544516
Position 1637: 0.00011996075940781827
Position 1618: 0.00010810540150943985
Position 1162: 9.24882893813467e-05
Position 133: 6.377296995646904e-05
Position 1331: 5.183246897248556e-05
Position 1469: 4.7162137357508383e-05
Position 445: 4.3047711793562306e-05
Position 1533: 3.3945171526206624e-05
Position 414: 2.4090854447797795e-05
Position 363: 2.398285492436717e-05
Position 448: 2.360211730398778e-05
Position 188: 2.2584352915272217e-05
Position 356: 1.9709133134561732e-05
Position 1521: 1.7687018283954268e-05
Position 1282: 1.5579370341185854e-05
Position 92: 1.1798190817132085e-05
Position 191: 1.1212697497337286e-05
Position 1266: 1.027952530653932e-05
Position 229: 9.923002078682339e-06
Position 105: 9.798434877945791e-06
Position 907: 8.75347491226296e-06
Position 404: 6.887346664268794e-06
Position 1597: 6.572998783754376e-06
Position 1325: 6.0808231211864665e-06
Position 1504: 5.374376815005774e-06
Position 514: 3.8114383912581524e-06
Position 527: 3.495354006670747e-06
Position 549: 3.4248015564856145e-06
Position 369: 3.026930289220906e-06
Position 498: 2.918682328477713e-06
Position 1438: 2.6959825738193154e-06
Position 157: 2.65846267205244e-06
Position 144: 2.4541381191108066e-06
Position 1250: 2.3424390596278654e-06
Position 372: 1.4827928266964142e-06
Position 1497: 1.4590415643285964e-06
Position 1303: 1.4395182752020858e-06
Position 407: 1.2795311419735293e-06
Position 554: 9.406974239886586e-07
Position 764: 9.225643201092321e-07
Position 417: 8.008302454392408e-07
Position 621: 7.634059090572126e-07
Position 450: 4.817855111433242e-07
Position 2629: 2.2824856165032968e-07
Position 219: 1.5571133935796703e-07
Position 626: 8.278451946744144e-08
Position 629: 4.739637445918972e-08
Position 632: 3.656357013375066e-08
Position 969: 3.538773701178752e-08
Position 770: 3.039023655564818e-08
Position 815: 8.608857365866869e-09
Position 988: 6.611237567261931e-09
Position 909: 5.417284676661784e-09
Position 918: 2.2636035805763465e-09
