Gene = UBIAD1
Position 546: 0.04146214900978763
Position 712: 0.039279195345243094
Position 13545: 0.03413077795015591
Position 1936: 0.03177827218001083
Position 1914: 0.028568377861249848
Position 13415: 0.02152760151217052
Position 340: 0.017383695705245263
Position 12967: 0.013811741057444083
Position 5650: 0.012430679962678813
Position 4465: 0.011742833444835052
Position 13691: 0.010003822456512872
Position 2424: 0.007971147916685172
Position 570: 0.007561800405407678
Position 298: 0.007395719080969617
Position 7897: 0.0071994201639393515
Position 11283: 0.006893300532064913
Position 5683: 0.006480218194281702
Position 6242: 0.005680371400103877
Position 7795: 0.005665275599023148
Position 531: 0.005554626328634571
Position 7381: 0.004292040778718658
Position 11903: 0.0042515645570412475
Position 428: 0.0035997720167123396
Position 7361: 0.003155336850411457
Position 4486: 0.0030456993099319944
Position 681: 0.0028104106772682542
Position 10050: 0.0027231999242455455
Position 670: 0.0025044384249575777
Position 3165: 0.0017458063553865589
Position 2999: 0.0016844197361855259
Position 201: 0.0016411562489418152
Position 5470: 0.0016358600264658205
Position 457: 0.00159187379243774
Position 486: 0.0013909347961983936
Position 5679: 0.001258808082160311
Position 8654: 0.0012550154400475717
Position 706: 0.0009380289554892902
Position 6043: 0.0009057721539497156
Position 7157: 0.0008869013055410443
Position 1012: 0.0008788350267538799
Position 7408: 0.0008306684701016285
Position 3049: 0.0008147523414029893
Position 731: 0.0007789438635848859
Position 6076: 0.0007449755067748158
Position 854: 0.0006617218212809883
Position 8464: 0.0006577003033530225
Position 2286: 0.0005779344671447372
Position 3209: 0.0005772010434781993
Position 432: 0.00043632850800591185
Position 4133: 0.0003965409442816182
Position 824: 0.0003883157390949888
Position 453: 0.0003599927304241459
Position 1428: 0.0003164762024920729
Position 5753: 0.0002788017226034061
Position 501: 0.0002616724530214587
Position 4796: 0.00022081214055540702
Position 7626: 0.00020843980163098985
Position 355: 0.00020207089874988693
Position 4936: 0.0001880013007090926
Position 5281: 0.00018669559560808787
Position 2625: 0.0001818810507412902
Position 2877: 0.000167958960039726
Position 4461: 0.00015415782208568477
Position 799: 0.00014982401447719617
Position 4771: 0.00013759209375278512
Position 2970: 0.00010153499430906414
Position 376: 0.00010096796532870793
Position 396: 9.796018330004153e-05
Position 2788: 6.543255199260899e-05
Position 2392: 6.0766311722879653e-05
Position 320: 5.583840457090569e-05
Position 1137: 4.720845327075228e-05
Position 1665: 4.561885829074516e-05
Position 442: 4.103861978198276e-05
Position 424: 3.426957060920598e-05
Position 2264: 2.7022391092021e-05
Position 460: 2.6705258033159526e-05
Position 1821: 1.825547674576286e-05
Position 1113: 1.4949878755562302e-05
Position 1448: 1.4393094912235639e-05
Position 961: 8.286446060800288e-06
Position 495: 7.388602275301709e-06
Position 225: 3.3704671158491077e-06
Position 374: 1.602049933626889e-06
Position 300: 1.0775301118100925e-06
Position 1763: 1.0086588168954914e-06
Position 386: 9.973946958138275e-07
Position 672: 9.596596092569659e-07
Position 3053: 6.137715931310699e-07
Position 229: 3.9655533317720825e-07
Position 161: 3.1468166665233233e-07
Position 2508: 1.9951269628662738e-07
Position 2684: 1.1746626998590116e-07
Position 352: 5.40157992040662e-08
Position 923: 8.274273552263618e-09
