Gene = SCNM1
Position 1252: 4.42042618816959e-06
Position 1558: 3.3544989298097877e-06
Position 755: 3.3543233782294325e-06
Position 1143: 2.8789964946946895e-06
Position 2552: 2.6940305440820366e-06
Position 1473: 2.4142456146208262e-06
Position 1335: 1.144621414495133e-06
Position 1725: 1.1444485691005525e-06
Position 628: 9.221142584845124e-07
Position 1907: 7.660908793485116e-07
Position 124: 7.381959358822339e-07
Position 670: 5.920869600421054e-07
Position 129: 5.771807823029941e-07
Position 470: 5.652047310582456e-07
Position 967: 5.373509237825412e-07
Position 764: 4.942511531231673e-07
Position 1552: 4.804422120571625e-07
Position 263: 2.173875610896445e-07
Position 166: 2.159015515923857e-07
Position 1128: 2.1125343075179888e-07
Position 2509: 2.0316746840678716e-07
Position 210: 1.8953646110130492e-07
Position 767: 1.8638268012694796e-07
Position 2296: 1.8024136833194521e-07
Position 789: 1.7132140752208125e-07
Position 280: 1.4308506314417372e-07
Position 1888: 1.3028966557801604e-07
Position 1761: 1.242754297753167e-07
Position 727: 1.1231606881643328e-07
Position 162: 1.0717230184441075e-07
Position 438: 7.663136643973343e-08
Position 1157: 7.452507505917153e-08
Position 1121: 6.87491329505643e-08
Position 271: 6.510577862521716e-08
Position 1116: 6.426396831821428e-08
Position 1773: 6.32470038328591e-08
Position 265: 3.719952192378414e-08
Position 1800: 3.4580071845215945e-08
Position 1125: 2.497590936470985e-08
Position 197: 2.4549549987793422e-08
Position 290: 2.2478445696266976e-08
Position 132: 2.1491894251540612e-08
Position 476: 1.8135317617749088e-08
Position 105: 1.5948215422723956e-08
Position 188: 8.04485053598034e-09
Position 1162: 7.074055310349534e-09
Position 179: 6.988230339371433e-09
Position 1154: 4.941454413797323e-09
Position 985: 4.7991329924183875e-09
Position 981: 3.6587957364721358e-09
Position 1205: 3.339443073478925e-09
Position 1171: 2.943021127783462e-09
Position 1685: 2.6772899089833977e-09
Position 172: 1.0275416962341429e-09
Position 1388: 4.98699844684896e-10
Position 142: 2.723695696926962e-10
Position 282: 2.3249898827703244e-10
Position 1392: 1.3557449782439023e-10
Position 177: 6.237492813623099e-11
Position 222: 3.2951278495119704e-11
Position 219: 3.1335696326593455e-11
Position 504: 7.195736556982606e-12
Position 1210: 4.293798238314846e-12
Position 542: 2.006684220762052e-15
Position 1184: 2.332616724992917e-16
