Gene = SWI5
Position 2460: 0.007178126638403228
Position 10181: 0.006766139196238956
Position 1990: 0.005978963184252342
Position 9680: 0.00535397506409514
Position 3650: 0.005276813319602553
Position 8950: 0.004617445058019269
Position 732: 0.00449133460351061
Position 9801: 0.004346547451768474
Position 10043: 0.004260527613602686
Position 9794: 0.004097770549586041
Position 10597: 0.00406759442524219
Position 694: 0.0033302363321078454
Position 11049: 0.003059277696240268
Position 2019: 0.0029442296153234953
Position 10351: 0.0027679711506555533
Position 932: 0.0027601961585131175
Position 3187: 0.002749694643816982
Position 1461: 0.0026308138272006045
Position 1993: 0.002153990489892261
Position 10558: 0.002093486889383117
Position 10086: 0.002063913602246173
Position 379: 0.001964851796283656
Position 956: 0.001871467368182531
Position 1035: 0.001839892246200431
Position 8857: 0.001644144032207999
Position 10017: 0.0016382480369047604
Position 10406: 0.0016296429327088224
Position 8887: 0.0015328426665141626
Position 2073: 0.0013086665174909592
Position 9999: 0.0011913093755536728
Position 10268: 0.0011892112560562477
Position 1901: 0.0011798250675244368
Position 10496: 0.0011283189265879345
Position 11765: 0.0011252765984494503
Position 10751: 0.0010763433806020928
Position 1052: 0.0010380130140891335
Position 12128: 0.0010335362436881491
Position 9338: 0.001016274294257161
Position 1508: 0.0009789348437471053
Position 355: 0.0009631472544403753
Position 1827: 0.000791368127007557
Position 2647: 0.0007341207070095386
Position 535: 0.0007050566654540302
Position 11380: 0.0006927789481821405
Position 2087: 0.0005932520366405944
Position 884: 0.0005608481357170716
Position 11436: 0.00048007290698582033
Position 1337: 0.0004316212818266579
Position 1478: 0.0002967940290278146
Position 10106: 0.0002723699174641727
Position 10002: 0.00026247386592645195
Position 2356: 0.00024499948624191634
Position 302: 0.00024135930443041958
Position 11510: 0.0002289544694496268
Position 1925: 0.0002261901136376679
Position 2535: 0.000226075492865953
Position 2307: 0.00021680142811493229
Position 12658: 0.00019106343314264805
Position 11185: 0.00018366316131331994
Position 793: 0.00011604281245636229
Position 343: 0.0001129471639968785
Position 363: 0.00010055517944325008
Position 10210: 9.01219483595285e-05
Position 10138: 8.811439365285016e-05
Position 3056: 6.860889310291166e-05
Position 1302: 6.795671119923524e-05
Position 2152: 6.201571713462193e-05
Position 964: 5.8508780489308325e-05
Position 2174: 5.08753385794351e-05
Position 10081: 4.750873902529816e-05
Position 10451: 4.024054688495202e-05
Position 450: 2.3226969146520394e-05
Position 397: 2.1004802667623188e-05
Position 2901: 1.8897533792703116e-05
Position 2721: 1.6374457422556287e-05
Position 2835: 1.472790724314248e-05
Position 2671: 1.434325898402197e-05
Position 420: 1.3575828898718711e-05
Position 2511: 1.1875586092768604e-05
Position 246: 1.0675144324895978e-05
Position 313: 9.298892464519776e-06
Position 418: 8.637567635146878e-06
Position 2808: 8.155485312354738e-06
Position 174: 7.455713897948973e-06
Position 889: 5.639796714547391e-06
Position 3781: 5.11912786588339e-06
Position 4153: 2.948377621765765e-06
Position 172: 2.4887668080161996e-06
Position 584: 1.1144293245638837e-06
Position 614: 4.265037090714229e-07
Position 572: 3.76313534087902e-07
Position 280: 9.365892888523876e-08
Position 253: 5.720865131875961e-08
Position 131: 4.0863060504054457e-08
Position 1379: 1.1638873234447207e-08
Position 116: 1.1312549126198215e-08
Position 1489: 1.1011639528750039e-08
Position 968: 5.7258259783968625e-09
Position 1600: 5.003756801444622e-09
Position 148: 3.8966593187763405e-09
Position 1157: 3.559620974855516e-09
Position 1672: 3.2623674210350617e-09
Position 1082: 2.9434469415905676e-09
Position 750: 2.822994583681041e-09
Position 1343: 1.9793371610025087e-09
Position 802: 1.136364299007643e-09
Position 1111: 1.0633425272093667e-09
Position 256: 5.442056957814081e-11
Position 150: 2.018401953342921e-11
Position 265: 3.6595947538966684e-14
Position 82: 1.3691119816167373e-14
Position 80: 4.900792738112981e-15
