Gene = UBLCP1
Position 425: 8.870663338486716e-07
Position 984: 3.449671982240315e-07
Position 771: 3.438637929363887e-07
Position 650: 3.2093184071544024e-07
Position 645: 1.8550399912904135e-07
Position 342: 1.6345750191100805e-07
Position 711: 9.572569678966146e-08
Position 107: 4.1105808692509954e-08
Position 393: 1.3488453263419728e-08
Position 7541: 6.088650723654449e-09
Position 476: 2.9057930776574913e-09
Position 116: 1.3540302381235585e-09
Position 126: 5.55986443595558e-10
