Gene = RECK
Position 3021: 0.002302449528721943
Position 862: 0.002253295112680906
Position 970: 0.0018915566990492757
Position 1201: 0.0018385012662880734
Position 2196: 0.0016162752057671222
Position 7627: 0.0015168274070000037
Position 5191: 0.0013932720012369785
Position 1328: 0.0012492268867195307
Position 4820: 0.0011045796628661288
Position 766: 0.0010909853870054882
Position 521: 0.0010504217715798134
Position 2962: 0.0009985059655612876
Position 393: 0.000996157755455049
Position 990: 0.000975999302648067
Position 550: 0.0009393309117818657
Position 2823: 0.000794102028222027
Position 1048: 0.0006452726836778194
Position 331: 0.0005668632522731941
Position 1340: 0.000457717893174534
Position 3103: 0.00039463832511029307
Position 660: 0.00038684930476777903
Position 416: 0.00029537210296015734
Position 2478: 0.00028460587057149624
Position 302: 0.00027499613998351903
Position 486: 0.0002543112030519296
Position 445: 0.0002455208641150832
Position 680: 0.00023191443920512762
Position 239: 0.00021090961554607102
Position 593: 0.00012955203468131078
Position 2902: 0.00011121773383444001
Position 2084: 9.563072448822391e-05
Position 1231: 6.615381696531215e-05
Position 172: 4.1803884254114605e-05
Position 717: 2.9756634863014594e-05
Position 1157: 2.1780246937054943e-05
Position 342: 2.0205921048977237e-05
Position 412: 1.7893925072662172e-05
Position 1028: 1.567053569916662e-05
Position 1008: 1.2568181176221556e-05
Position 695: 3.1605478392466806e-06
Position 358: 2.840224562308742e-06
Position 431: 2.5597553580544397e-06
Position 184: 2.393185111157216e-06
Position 200: 1.7685869511797977e-06
Position 634: 8.883209816923926e-07
Position 249: 8.506282705999543e-07
Position 726: 5.941370264853904e-07
Position 242: 4.5201401552926503e-07
Position 2571: 4.4951077862136645e-07
Position 251: 2.8102797506861865e-07
Position 196: 3.223995251785278e-08
Position 159: 9.355275660719393e-09
Position 205: 4.081991935545686e-09
Position 532: 2.6977501760688337e-09
Position 641: 2.088874643656322e-09
Position 78: 1.0279265909387496e-09
Position 360: 8.884599949867115e-10
Position 125: 8.402561265693816e-10
Position 114: 4.0000197582378666e-10
Position 89: 3.3399023433780176e-10
Position 133: 2.7775324893219177e-10
Position 130: 4.6718636216281625e-11
Position 74: 3.809267983365426e-11
Position 93: 8.698448181794337e-12
Position 128: 5.300407107763198e-12
Position 104: 4.0273689190413035e-16
