Gene = CPOX
Position 13814: 0.021127326060232494
Position 13596: 0.02064961251148599
Position 8223: 0.019817779043363196
Position 8649: 0.017734171659752506
Position 2865: 0.016970217383497993
Position 3871: 0.013943487610891155
Position 10877: 0.012914520368247686
Position 2597: 0.012645994752413113
Position 1935: 0.012032539820857432
Position 8151: 0.011943634702823384
Position 2518: 0.01150058656400934
Position 14124: 0.011350822567535841
Position 10664: 0.009959172032999147
Position 963: 0.00922810775031351
Position 10966: 0.008165670617150417
Position 13176: 0.00816441237285582
Position 3843: 0.007770961155304807
Position 12489: 0.007582326626863842
Position 8175: 0.006642220459655937
Position 569: 0.0065914940705197374
Position 10368: 0.006509328519887709
Position 14272: 0.006409206143271786
Position 7248: 0.006372896101532662
Position 7934: 0.0062456765940264725
Position 12446: 0.0058678018155146365
Position 3065: 0.005841455245206732
Position 8943: 0.00509382179401849
Position 2241: 0.004665711107503378
Position 6207: 0.004187981063191253
Position 6782: 0.0040389683155799775
Position 9130: 0.004010139310343974
Position 7504: 0.003962009041785468
Position 13771: 0.003669773549407808
Position 3974: 0.0034726817547819045
Position 9045: 0.0033535999119888
Position 12703: 0.003192284202221672
Position 13284: 0.0031171706204231463
Position 12782: 0.0031133691775013543
Position 1880: 0.002907976541275084
Position 12398: 0.0028218694482670084
Position 2268: 0.002705550646102474
Position 3205: 0.002683839749581517
Position 12024: 0.0025626720582152753
Position 12411: 0.002552788011779434
Position 13265: 0.0024594532081063463
Position 12422: 0.002047128011259193
Position 2287: 0.0020001218240261486
Position 8814: 0.0018681813714515184
Position 8545: 0.0017444923092001766
Position 13143: 0.001613900974120057
Position 2323: 0.001600264109634615
Position 13045: 0.0014468540646670526
Position 4845: 0.0014401012755211528
Position 305: 0.0013967136677388297
Position 7585: 0.0013782497500614054
Position 4711: 0.0013765155401775596
Position 7478: 0.0013545388251959452
Position 6400: 0.0012995476641359642
Position 8709: 0.0012940466206252238
Position 447: 0.0012631734341301657
Position 3632: 0.0010437801394493954
Position 4097: 0.000943078837195487
Position 12892: 0.0009363390835296362
Position 1169: 0.0008975878483508102
Position 8685: 0.0008203251053811883
Position 11996: 0.0007979658205989896
Position 4835: 0.0007792984421918624
Position 13642: 0.0007223711669934798
Position 3818: 0.0007204853518931416
Position 562: 0.0006944709846347774
Position 14240: 0.0006820670584763747
Position 9019: 0.0005847216997831172
Position 3196: 0.0005586980908822023
Position 14041: 0.0005534174458091793
Position 5889: 0.0005473877272925081
Position 6502: 0.00048623604673444886
Position 3770: 0.0004819516839249641
Position 530: 0.0004675176749515222
Position 4931: 0.00045004406408324764
Position 6036: 0.00041162922935992005
Position 1951: 0.00036379020877746814
Position 8366: 0.00032292853880982
Position 13353: 0.0003199106441874219
Position 11397: 0.00028661825849284116
Position 230: 0.0002780838921787615
Position 2914: 0.00024242016122313966
Position 1580: 0.00023520436387618757
Position 725: 0.00023228527473430908
Position 3849: 0.0002305163369759838
Position 5327: 0.00022762939358448222
Position 6499: 0.00022707229831292778
Position 1999: 0.0002258514105221521
Position 3635: 0.000206569938866854
Position 876: 0.0001951693309743319
Position 572: 0.00017966371681654326
Position 2284: 0.0001607233698183457
Position 10736: 0.00013789892047812868
Position 2807: 0.00012898858200176017
Position 893: 0.00012805095552875578
Position 2177: 0.00011392911870676822
Position 2076: 0.00011314798466302524
Position 8455: 9.406067352505683e-05
Position 1425: 8.660215363761657e-05
Position 4812: 7.962124029600674e-05
Position 2771: 7.691524178228728e-05
Position 12980: 7.244420376179876e-05
Position 2883: 7.203895990999958e-05
Position 343: 6.83847914397372e-05
Position 1508: 5.772854700467723e-05
Position 8746: 4.435208970362763e-05
Position 8990: 3.1243179692451605e-05
Position 5714: 2.0469317734611144e-05
Position 3149: 2.0415957747134323e-05
Position 3235: 1.6496783289472965e-05
Position 338: 1.3971335632722875e-05
Position 5788: 1.3491300654544985e-05
Position 6217: 1.2943372309290402e-05
Position 202: 1.0625246834198496e-05
Position 8774: 8.883234830618936e-06
Position 3654: 8.1833475708722e-06
Position 11927: 7.861793378903696e-06
Position 4565: 7.66488950249056e-06
Position 4786: 7.24716560615843e-06
Position 3208: 7.191996143058926e-06
Position 190: 6.029452269600797e-06
Position 6588: 5.942537691567693e-06
Position 8566: 4.5481763812864256e-06
Position 4406: 4.380791947222784e-06
Position 5369: 1.8564667674155905e-06
Position 238: 1.833628523827176e-06
Position 518: 1.6385643708038508e-06
Position 578: 1.2646835804039999e-06
Position 4431: 1.2460996770080403e-06
Position 698: 7.954916456825908e-07
Position 8750: 7.542823018099746e-07
Position 575: 7.005083568333834e-07
Position 318: 6.679809404503167e-07
Position 285: 6.398584168837663e-07
Position 638: 5.476529946956295e-07
Position 392: 5.451054561037015e-07
Position 348: 4.3952015439262247e-07
Position 649: 1.96192409903169e-07
Position 175: 1.5752660910658794e-07
Position 770: 1.481922102103234e-07
Position 646: 1.4701798316096394e-07
Position 713: 9.926930865782448e-08
Position 1476: 9.157382095290798e-08
Position 12456: 8.837339950648381e-08
Position 910: 7.770203311098652e-08
Position 729: 7.760449960037819e-08
Position 209: 7.338702369849509e-08
Position 704: 7.309812567608349e-08
Position 665: 7.237070257908671e-08
Position 810: 5.13312594098092e-08
Position 806: 4.780303605832201e-08
Position 389: 4.407940008056791e-08
Position 692: 3.968237192524781e-08
Position 927: 3.114666729913796e-08
Position 940: 2.6058721532068943e-08
Position 584: 2.1269530585368003e-08
Position 327: 1.3723747262651649e-08
Position 244: 1.2326385024173876e-08
Position 831: 9.993665979986325e-09
Position 394: 3.5377258818845455e-09
Position 424: 1.5263871855579334e-09
Position 426: 1.251235018931654e-09
Position 3700: 6.024368398889901e-10
