Gene = SRA1
Position 7842: 0.007269845755526293
Position 2213: 0.0053823526689629735
Position 8175: 0.005363818646248706
Position 7816: 0.004789678979427633
Position 7400: 0.004044043976900208
Position 7695: 0.0039061145207131805
Position 2289: 0.003853027387800352
Position 7530: 0.003674571880274727
Position 7846: 0.003599283905350856
Position 7601: 0.0033197882447014142
Position 8081: 0.00290876740499482
Position 7535: 0.002349827566220598
Position 4043: 0.0022269580579460002
Position 7657: 0.002183295406315195
Position 4374: 0.002116074807182767
Position 7566: 0.0018288596424485023
Position 1340: 0.001824454607593668
Position 5663: 0.0017301478067781096
Position 7560: 0.0016900945808307852
Position 1258: 0.0014666153752326283
Position 8007: 0.00139423391987158
Position 5394: 0.0012963612970556951
Position 1072: 0.0011878852875525031
Position 1469: 0.0011774541338622842
Position 7598: 0.0011682636776288407
Position 7509: 0.0010602822452565695
Position 4525: 0.0008815958867099592
Position 627: 0.0008503593002393032
Position 1387: 0.0007452775037501704
Position 846: 0.0007282087976756689
Position 807: 0.0006844941346342305
Position 143: 0.0006228834418294321
Position 1421: 0.0005316707091139616
Position 2324: 0.0004890825125782656
Position 2531: 0.00045276896462028034
Position 406: 0.00039869503770134445
Position 591: 0.00034803359043474274
Position 5684: 0.00034039902658015227
Position 2721: 0.0002970648251726381
Position 4091: 0.00026604685025260425
Position 5187: 0.00026412503114021935
Position 2090: 0.00025414332043174404
Position 2688: 0.00023620456900669048
Position 7532: 0.00022365488648823633
Position 2694: 0.00019490636173589306
Position 4389: 0.00016711539951735216
Position 5005: 0.00016221107591960775
Position 3684: 0.00014337056260411293
Position 3168: 0.00013032220091720712
Position 7314: 0.00012182791053942507
Position 7428: 0.0001217245859625752
Position 4677: 0.00011292285539923616
Position 593: 0.0001024382888568184
Position 562: 9.748385503046073e-05
Position 608: 9.493930778113727e-05
Position 286: 9.474190685909822e-05
Position 3796: 8.434826165778234e-05
Position 3580: 7.945726907176768e-05
Position 203: 7.208449593260405e-05
Position 5659: 6.12721965031586e-05
Position 679: 4.6811587894495675e-05
Position 2056: 4.561378974840341e-05
Position 274: 4.382464506938203e-05
Position 219: 4.330788080270219e-05
Position 447: 4.225358846936763e-05
Position 3818: 4.094607814095659e-05
Position 409: 3.712387814071514e-05
Position 3820: 3.512046843475466e-05
Position 254: 3.0325381030831644e-05
Position 1090: 2.760849482134809e-05
Position 497: 2.221093807688798e-05
Position 420: 2.0547678456125788e-05
Position 2352: 1.974552766326893e-05
Position 154: 1.7668128235587728e-05
Position 599: 1.6793921143710564e-05
Position 347: 1.1478884836267161e-05
Position 1045: 9.740272638043557e-06
Position 259: 9.655234244825993e-06
Position 397: 9.323848057521726e-06
Position 488: 9.044032936037812e-06
Position 1269: 9.027938289269245e-06
Position 1657: 8.395360934830985e-06
Position 357: 7.391886590563307e-06
Position 989: 5.922205263965868e-06
Position 2243: 5.2915682658712715e-06
Position 2124: 3.383280640540023e-06
Position 2259: 3.0649206495543576e-06
Position 543: 2.9269880805636586e-06
Position 996: 2.650566568719989e-06
Position 1110: 2.0209327347593565e-06
Position 374: 1.7800499693909366e-06
Position 3923: 1.4630466973950978e-06
Position 1936: 1.3410645325585054e-06
Position 206: 1.306237829204487e-06
Position 170: 9.978057739537242e-07
Position 1587: 9.602403899214793e-07
Position 1613: 9.076835198888e-07
Position 1775: 7.32209361056061e-07
Position 1850: 6.64470846856136e-07
Position 1129: 5.98592010766032e-07
Position 1904: 5.890893028072167e-07
Position 954: 4.563631641894624e-07
Position 1369: 3.9094491010261317e-07
Position 1239: 3.660138615946298e-07
Position 1295: 2.98738639998783e-07
Position 1291: 2.567521592309821e-07
Position 1435: 2.414582346640537e-07
Position 878: 1.4902845403223686e-07
Position 1096: 1.2119129942379289e-07
Position 439: 1.210173039908108e-07
Position 2127: 1.1954117402094548e-07
Position 1401: 1.0732621738137904e-07
Position 930: 1.0344956768629739e-07
Position 2220: 9.434122281403172e-08
Position 1669: 5.3182569278373373e-08
Position 1479: 4.743529223326277e-08
Position 462: 4.4714904823628775e-08
Position 1591: 4.164189978114886e-08
Position 1532: 3.37814886259947e-08
Position 451: 3.352074992245638e-08
Position 227: 2.954215589165789e-08
Position 317: 2.9503216237111785e-08
Position 349: 2.4399424757282522e-08
Position 310: 1.9036669726013982e-08
Position 2033: 1.0819387723909269e-08
Position 301: 9.191892944569885e-09
Position 1277: 4.496115839611251e-09
Position 1308: 2.6622599410518933e-09
Position 1131: 1.3624676405665207e-09
Position 466: 4.1561335656052775e-10
Position 299: 4.1208857090326144e-10
Position 1147: 3.533782249786036e-10
Position 1161: 2.428859940126937e-10
Position 314: 7.863959618899001e-14
