Gene = KMO
Position 1054: 1.5371010691691711e-07
Position 4717: 1.3259336315720545e-07
Position 439: 1.1561015836788214e-07
Position 1275: 7.090500642093511e-08
Position 949: 6.794792499032389e-08
Position 1411: 6.056344717953404e-08
Position 833: 4.761418663832673e-08
Position 625: 4.312070404276665e-08
Position 14: 7.705195472504521e-09
Position 347: 4.047912781045473e-09
Position 269: 3.98117194160558e-09
Position 238: 1.7559304163371751e-09
Position 500: 9.48977404445912e-10
Position 323: 8.240183715715715e-10
Position 259: 6.667669893670155e-10
Position 16: 5.750760817017529e-10
Position 150: 2.2569841794690083e-10
Position 261: 1.9082515941982464e-10
Position 826: 1.6988977931094741e-12
Position 711: 3.83092163877379e-13
Position 547: 1.181348949816546e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16694: 0.9983054485553895
Position 18820: 0.987034412253072
Position 34356: 0.9568269712045769
Position 17542: 0.9449355742203047
Position 30032: 0.8986628484893261
Position 3412: 0.8122452080927223
Position 17772: 0.6997987268408338
Position 23477: 0.6851709774691122
Position 38082: 0.42699145030000485
Position 36405: 0.37258334728325976
Position 3647: 0.3064855328159835
Position 36365: 0.25291186474391775
Position 23444: 0.22863926296564635
Position 4328: 0.20926773904265736
Position 28530: 0.18159471783343362
Position 21190: 0.14461304367803077
Position 8104: 0.13862389821676604
Position 3365: 0.12521817085949458
Position 40060: 0.12361890741496806
Position 45361: 0.11896081479058984
Position 9942: 0.11640508002647758
Position 8253: 0.11195494373049196
Position 42155: 0.10318012998300255
Position 32852: 0.10078538896372152
Position 30076: 0.0984451892916709
Position 36174: 0.09170169571644882
Position 42900: 0.0848514763796439
Position 37699: 0.07373975755418283
Position 7478: 0.06552395908404055
Position 41893: 0.06548486216474361
Position 42214: 0.0653671408622728
Position 4337: 0.06478814359499332
Position 8085: 0.06295273565283972
Position 32310: 0.06249487757313267
Position 20504: 0.06192189225215265
Position 31423: 0.059486965521711004
Position 10045: 0.05695366500190775
Position 900: 0.052767397763245565
Position 4203: 0.04940239565963104
Position 1536: 0.047901619375712225
Position 41063: 0.0453242269907984
Position 25912: 0.044777411105375184
Position 18118: 0.04456660513669817
Position 21062: 0.04382966949724359
Position 19512: 0.03777365279772924
Position 20663: 0.03562039114302813
Position 23190: 0.03464787429358918
Position 37369: 0.027847611750109868
Position 44219: 0.02735446290005611
Position 3580: 0.026012864684355524
Position 42474: 0.02555307624556695
Position 21734: 0.02181314971140623
Position 20985: 0.021273356013131985
Position 34732: 0.01704982677014069
Position 3218: 0.01655063990926063
Position 38941: 0.016513440927397392
Position 3292: 0.01498619529912576
Position 34557: 0.01336778884512836
Position 38612: 0.013053692918662228
Position 21012: 0.012755775372903202
Position 18097: 0.01169789783410707
Position 34796: 0.011169803510056425
Position 40213: 0.010525517506700369
Position 4285: 0.010430129062923026
Position 40530: 0.010270251466533705
Position 1443: 0.010258370483074828
Position 18872: 0.009084310891187506
Position 39754: 0.009070145885279542
Position 21649: 0.009035155103264273
Position 17877: 0.008950468438573857
Position 3392: 0.008563759304214639
Position 37873: 0.008558971306417943
Position 3584: 0.008502854029345764
Position 21665: 0.008435105524212345
Position 38152: 0.008419369547294372
Position 34290: 0.007701126767864261
Position 31447: 0.005537006036391622
Position 23218: 0.005512732294014384
Position 43202: 0.0051910175405288994
Position 19935: 0.005096510409815741
Position 32804: 0.004959227169364531
Position 2857: 0.004677574495423195
Position 34396: 0.0046773637062114785
Position 34676: 0.004661551569501946
Position 568: 0.004331562830556968
Position 4175: 0.003892145871002758
Position 34645: 0.0038825957146316602
Position 841: 0.003770685217969224
Position 19212: 0.0037346485970507245
Position 31469: 0.003720586670316814
Position 7553: 0.003632844158593511
Position 2338: 0.003625622510497938
Position 31401: 0.0032888199357426194
Position 20954: 0.0032641544082571824
Position 34184: 0.003143462069720329
Position 34767: 0.003052908982771582
Position 40421: 0.0029880204614281002
Position 32254: 0.002680480197297032
Position 39095: 0.0025568893519056246
Position 19535: 0.002449044576434284
Position 36957: 0.0017833389812230913
Position 3670: 0.0016374069291687123
Position 34817: 0.0016325736355632288
Position 630: 0.0015742275512359103
Position 19909: 0.0015270233114002669
Position 4108: 0.0014626419970198302
Position 34820: 0.0014359788218817173
Position 764: 0.0014132466606861605
Position 5102: 0.0013814385056118703
Position 35599: 0.00111820609368165
Position 530: 0.001064379344960349
Position 36136: 0.0010100847125856455
Position 18796: 0.0009605068480672851
Position 5401: 0.0009064470807509628
Position 1107: 0.0008590136912665869
Position 39299: 0.0008408941036822797
Position 3821: 0.0008218400546820289
Position 2606: 0.0008042557854819
Position 1020: 0.0007769474481479751
Position 39336: 0.0007595372161701934
Position 3734: 0.0007237160083888188
Position 1093: 0.0006730574994123062
Position 31615: 0.000664976869898803
Position 19863: 0.0006332809208538645
Position 1090: 0.0006174167955396399
Position 19747: 0.0005920909326147485
Position 35716: 0.0005870135044383209
Position 1317: 0.0005711426157345142
Position 2390: 0.0005426714389435228
Position 2874: 0.0004753906778830616
Position 35581: 0.0004607202597896005
Position 3803: 0.00045411826459359654
Position 6794: 0.00043080635407599405
Position 2906: 0.0003935866357372206
Position 2310: 0.0003756734744159004
Position 35215: 0.0003615154488396732
Position 698: 0.00035625834683067646
Position 3422: 0.00033125580042968626
Position 3559: 0.0003288933638858468
Position 20702: 0.00030216991827141304
Position 492: 0.00029641763072159766
Position 20295: 0.00028440044640103655
Position 4884: 0.00028179842169040497
Position 3865: 0.0002588580363987493
Position 1380: 0.00024429819635130983
Position 3199: 0.00023200408453105453
Position 19537: 0.00022756741570906564
Position 19539: 0.00019828654672159236
Position 4499: 0.0001646280393969156
Position 2733: 0.00016270242827954345
Position 33043: 0.0001605343317967817
Position 35634: 0.0001483827937637572
Position 2809: 0.00014453712726417614
Position 2365: 0.00014425285412053167
Position 3789: 0.00014382792165818444
Position 35782: 0.0001422561217759605
Position 3251: 0.00013762660854560075
Position 5416: 0.00013752357417714587
Position 2505: 0.00012885965826981333
Position 3676: 0.00011729995843297632
Position 2168: 0.00011669080147980731
Position 4377: 0.00011667356506198631
Position 19570: 0.00011229346818020312
Position 20265: 9.588407565025202e-05
Position 864: 9.224365615932663e-05
Position 30365: 8.225294384315085e-05
Position 31427: 7.635687197433871e-05
Position 3550: 7.089847838869465e-05
Position 6635: 6.880732009395695e-05
Position 4524: 6.64008151930504e-05
Position 1540: 6.429168876834364e-05
Position 19000: 5.63538424617709e-05
Position 28941: 5.567747351445703e-05
Position 988: 4.4408536019386e-05
Position 3503: 4.2940671251379336e-05
Position 21148: 4.10820995966277e-05
Position 3529: 3.928736536182078e-05
Position 3806: 3.906272763936292e-05
Position 959: 3.743738747038043e-05
Position 3084: 3.433969451062219e-05
Position 3172: 2.0034936298206466e-05
Position 29367: 1.8832192903896922e-05
Position 25165: 2.023910854577806e-06
Position 203: 1.3343056478070262e-07
Position 4617: 1.1522803164537142e-07
Position 704: 8.405260117879958e-08
Position 333: 8.106291157966067e-08
Position 905: 3.6508245464341126e-08
Position 790: 3.2630599019883176e-08
Position 3929: 2.6731382965675107e-08
Position 917: 1.458846548768168e-08
Position 305: 8.468398757522595e-09
Position 236: 7.922427441452444e-09
Position 1333: 7.2552349599446986e-09
Position 214: 6.554142871674257e-09
Position 913: 1.421320375713187e-09
Position 573: 1.1694958990290207e-09
Position 541: 9.82279464975764e-10
Position 308: 8.513873594654256e-10
Position 155: 7.837659994994998e-10
