Gene = GTF2E1
Position 1554: 0.0010235624839952388
Position 7017: 0.0010056249090220966
Position 4391: 0.0009941118849683976
Position 2873: 0.0009265169524191232
Position 6055: 0.0008233557020149156
Position 2789: 0.0008056850316079786
Position 6278: 0.0007740601741876291
Position 7260: 0.0007135865984508613
Position 5699: 0.0007040605643398714
Position 5173: 0.0006397757335263037
Position 366: 0.0006148584027775471
Position 2612: 0.0006056473067080831
Position 2380: 0.0005241998108799478
Position 6470: 0.00044588951158797
Position 7848: 0.00041445466210237935
Position 4636: 0.00035815497574672334
Position 6443: 0.00033248516343800194
Position 4257: 0.0003223881251386618
Position 8268: 0.000293183207856796
Position 2915: 0.0002808719988028433
Position 6666: 0.0002532117493412249
Position 1792: 0.0002506336660001058
Position 5651: 0.000245400530903361
Position 2243: 0.0002089868228813136
Position 1981: 0.00020180378524836703
Position 1334: 0.00017576984963160294
Position 6753: 0.00015867453669642445
Position 2689: 0.00014932422961308586
Position 1815: 0.00013074292475151673
Position 633: 0.00013000516777018724
Position 784: 0.00011966543722438067
Position 2231: 0.00011537257345363364
Position 2354: 0.00010727947378848097
Position 4568: 0.0001001043696350963
Position 5000: 9.236370336824009e-05
Position 2267: 9.174151628812528e-05
Position 5772: 8.903650256796376e-05
Position 333: 8.397742327246582e-05
Position 4546: 8.11294471727267e-05
Position 2071: 7.885960192567814e-05
Position 3354: 7.162466264770447e-05
Position 3947: 6.902007334491573e-05
Position 3815: 6.771805635405404e-05
Position 4540: 6.459101841643632e-05
Position 1698: 6.039915695765232e-05
Position 1747: 5.6299714707116146e-05
Position 4287: 4.9365964565750114e-05
Position 674: 4.4760422289637854e-05
Position 3501: 4.2891068369171225e-05
Position 2447: 3.685291873510508e-05
Position 3473: 3.260969710192156e-05
Position 2621: 3.127300577276367e-05
Position 2639: 3.0403437361400656e-05
Position 4836: 2.9822161901662595e-05
Position 1351: 2.8836312294394913e-05
Position 1719: 2.880860727782455e-05
Position 2433: 2.249865453665579e-05
Position 2180: 2.0083574735281537e-05
Position 411: 1.689942539396208e-05
Position 637: 1.5681998696524304e-05
Position 984: 1.3238896113564684e-05
Position 565: 1.248878975518638e-05
Position 738: 1.072670955651553e-05
Position 2812: 6.409492467188522e-06
Position 1413: 6.00959876842862e-06
Position 2116: 2.7538122266504987e-06
Position 2356: 1.663894479078578e-06
Position 93: 1.6380187209126585e-06
Position 361: 1.2441259595748314e-06
Position 1684: 1.81064628277372e-07
Position 315: 1.177788636869778e-07
Position 243: 9.122630988671621e-08
Position 390: 8.903187615518988e-08
Position 1256: 3.578004611740655e-08
Position 219: 3.1312304252335906e-08
Position 1249: 2.994208513000797e-08
Position 330: 1.410670352065074e-08
Position 378: 1.1770234038707173e-08
Position 288: 6.876520015869292e-09
Position 264: 1.5433258203606452e-09
Position 290: 6.169549961756546e-10
Position 300: 2.537312116280544e-10
Position 296: 2.3665061002417537e-10
Position 421: 1.9544372141856437e-10
