Gene = CPTP
Position 3440: 0.007096778124862627
Position 1132: 0.006986400017500481
Position 424: 0.005629463004645903
Position 3470: 0.0053987360304814215
Position 2177: 0.0047342796186670335
Position 2996: 0.004606570196337024
Position 2190: 0.004351036914941454
Position 2960: 0.003459686985854627
Position 3207: 0.002856361196408766
Position 1703: 0.0028227755396121237
Position 1881: 0.002817393910535995
Position 1640: 0.002262405206936561
Position 2357: 0.0020940544136571343
Position 3915: 0.001582166524028751
Position 591: 0.001486011000687548
Position 2422: 0.0014524873310464519
Position 3679: 0.001410090480174514
Position 282: 0.0013045619310312583
Position 1094: 0.0012341011092883306
Position 1160: 0.001201692096881821
Position 898: 0.0011576385196831187
Position 2567: 0.00104952661737284
Position 799: 0.000980421609744424
Position 1036: 0.0009428289661417983
Position 2197: 0.0009118018191913097
Position 3990: 0.0008050623077217275
Position 1669: 0.0007313289168602755
Position 2247: 0.0006505305074149274
Position 693: 0.0006504289705966704
Position 2485: 0.0006438981329047429
Position 1722: 0.0006399626744715143
Position 2082: 0.0006268281183065631
Position 2200: 0.0005694811122765504
Position 1973: 0.0004905292146057521
Position 977: 0.0004664310936688427
Position 220: 0.0004581099653334981
Position 2708: 0.0004555004944338014
Position 3124: 0.00042971108460149957
Position 624: 0.0004270123197821862
Position 824: 0.0003770164206477278
Position 1117: 0.0003478444428892752
Position 598: 0.00031595793790363264
Position 3891: 0.0002412422013868496
Position 279: 0.00023758619038982877
Position 1848: 0.0002234627439987877
Position 793: 0.0002036648524273103
Position 915: 0.00019525381848193012
Position 604: 0.0001820779721343218
Position 1458: 0.0001695923942459644
Position 1191: 0.00016429020601250216
Position 2043: 0.00016348449353418862
Position 2022: 0.00015669864134479594
Position 726: 0.000154894520657438
Position 864: 0.00014176698611860576
Position 335: 0.00013804436307273259
Position 1103: 0.00012820939134562255
Position 703: 0.00012461618169133177
Position 998: 9.204264458547667e-05
Position 740: 8.74515153621049e-05
Position 158: 7.720435446986179e-05
Position 323: 6.961397908008399e-05
Position 546: 5.326659068812177e-05
Position 435: 5.075910163171915e-05
Position 660: 4.961574303475638e-05
Position 1795: 4.417450237255158e-05
Position 963: 4.3681650524266254e-05
Position 1312: 3.672966078796081e-05
Position 507: 3.5055501910148977e-05
Position 690: 3.2287801888125343e-05
Position 1354: 2.7895060045537017e-05
Position 1171: 2.7118103265561758e-05
Position 1424: 2.392980910929685e-05
Position 209: 1.9721165116194195e-05
Position 1182: 1.8629333104367962e-05
Position 1388: 1.4167180960145474e-05
Position 1108: 1.400593425216733e-05
Position 1418: 9.867984889291437e-06
Position 1309: 9.830831210241779e-06
Position 673: 9.122081557669384e-06
Position 1345: 8.51625714717702e-06
Position 614: 8.081818434890448e-06
Position 1258: 7.474934454979313e-06
Position 747: 5.896061047392396e-06
Position 362: 4.653666038210138e-06
Position 805: 4.645528736333586e-06
Position 1502: 3.923607101376233e-06
Position 382: 3.5480461713933605e-06
Position 711: 2.61303276765934e-06
Position 954: 2.0773122104522127e-06
Position 802: 1.980934842842606e-06
Position 905: 1.7759622272779256e-06
Position 1227: 1.753595192576518e-06
Position 665: 1.7434915915714199e-06
Position 184: 1.3477581352026002e-06
Position 992: 1.1768297052653525e-06
Position 611: 9.639905850261933e-07
Position 985: 9.143088726242672e-07
Position 933: 8.571822247752693e-07
Position 705: 6.109739163467926e-07
Position 769: 4.701803808008349e-07
Position 750: 4.3072637524412233e-07
Position 119: 2.385212261483336e-07
Position 160: 2.1469326510659755e-07
Position 515: 1.4451324338508394e-07
Position 127: 6.460200932900895e-09
Position 137: 4.3764858739157775e-09
Position 168: 3.3333944408260297e-09
Position 922: 1.6400418105480608e-09
Position 143: 1.5039650703235278e-09
Position 340: 4.779203327788096e-10
Position 348: 4.453350171186173e-10
