Gene = SSNA1
Position 447: 9.126466976753956e-08
Position 981: 8.74674865083727e-08
Position 761: 8.284495040863625e-08
Position 486: 6.291851937329135e-08
Position 88: 6.007997886784243e-08
Position 489: 3.071370694859955e-08
Position 130: 2.451163881683758e-08
Position 144: 2.1412182300899447e-08
Position 1200: 2.0582221740900463e-08
Position 106: 1.855951426629891e-08
Position 474: 1.648772278732682e-08
Position 173: 9.792982784831642e-09
Position 157: 4.576421545548557e-09
Position 429: 2.254495888363943e-09
Position 522: 1.7627169782047324e-09
Position 450: 1.2125927702966224e-09
Position 509: 7.250181660756281e-10
Position 121: 6.485543011810844e-10
Position 136: 1.7487749113375828e-10
Position 165: 6.824017498813922e-11
Position 483: 3.083814978290735e-12
