Gene = NOBOX
Position 4555: 0.0003376944680189886
Position 4242: 0.00031205665104926177
Position 3576: 0.0003117203244535032
Position 342: 0.0002703304388181387
Position 12190: 0.00026090004427431555
Position 3697: 0.0002562976768717579
Position 455: 0.00023776315389150348
Position 793: 0.0002377013288181299
Position 2905: 0.0002357049699977837
Position 4833: 0.00023569929744559994
Position 2143: 0.00019193567527987977
Position 2982: 0.0001849340195049001
Position 4929: 0.0001724021415436945
Position 2733: 0.0001675124472940703
Position 5638: 0.0001672719196105564
Position 11582: 0.00013979938750145038
Position 2051: 0.00013746713314124475
Position 4399: 0.0001312817859021403
Position 3779: 0.00012785223150851472
Position 2872: 0.00012729215647888656
Position 2488: 0.00010203820737676074
Position 991: 9.727274210967138e-05
Position 11323: 9.616203648355067e-05
Position 10043: 6.409378368999411e-05
Position 11150: 4.410899448533903e-05
Position 11263: 3.56375116626187e-05
Position 11950: 3.4761955091457285e-05
Position 9966: 2.6596564394080517e-05
Position 11120: 2.5804481181923935e-05
Position 12130: 1.1269992859730026e-05
Position 11317: 1.1090304835879221e-05
Position 11106: 1.108125955200903e-05
Position 11725: 2.8936609544447147e-06
Position 377: 2.016832191149629e-06
Position 740: 1.592763439579168e-06
Position 1177: 6.599948807585873e-07
Position 292: 6.4297916196699e-07
Position 12024: 1.416920086900143e-07
Position 148: 7.442779210269848e-08
Position 584: 3.116413561445392e-08
Position 202: 2.8005541366301276e-08
Position 699: 2.536497500978318e-08
Position 337: 2.3612487576792657e-08
Position 813: 2.0253645630964342e-08
Position 95: 8.277690537317633e-09
Position 687: 6.990241096525458e-09
Position 866: 6.961518679051376e-09
Position 550: 6.709889102308822e-09
Position 629: 4.890041549443357e-09
Position 640: 4.824249564886267e-09
Position 869: 2.1024791147766263e-09
Position 151: 1.6797910650283586e-09
Position 829: 1.3708176190681709e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9914: 0.9866413518667715
Position 10363: 0.7777739354252882
Position 8513: 0.6849700805284876
Position 10744: 0.6724719736707756
Position 11640: 0.6246733841999371
Position 12685: 0.48962290338146736
Position 11048: 0.4821982477931208
Position 9083: 0.4640259245844191
Position 11139: 0.3687761264404877
Position 11811: 0.2318157367218351
Position 12816: 0.21201040043820074
Position 12075: 0.1978535055526232
Position 10337: 0.19284347257339204
Position 12108: 0.1695010358299558
Position 8276: 0.1263548284894518
Position 10646: 0.09607999239382053
Position 10686: 0.07303708836693672
Position 8202: 0.06615745055340295
Position 8831: 0.05705354307360327
Position 8941: 0.05257240201082196
Position 8752: 0.05109922374912117
Position 11868: 0.04809930009686459
Position 6343: 0.04712443492274671
Position 11024: 0.039367945408288946
Position 11100: 0.03513011219341686
Position 8179: 0.0344097350614333
Position 11157: 0.0317172093982137
Position 10704: 0.029454360511639823
Position 10805: 0.02665035626575811
Position 11837: 0.01550074800333392
Position 10986: 0.015360939925083833
Position 6485: 0.015275489395480709
Position 11441: 0.014352751107752939
Position 8199: 0.013866630768520157
Position 11758: 0.013356017092944795
Position 8580: 0.012449008750219539
Position 12618: 0.008892760908345303
Position 5546: 0.008547063811937136
Position 4980: 0.008232229666416149
Position 5304: 0.007525880516992042
Position 7572: 0.00714333272189614
Position 5283: 0.007041325213306527
Position 8555: 0.006835112119290814
Position 11077: 0.006544984220369224
Position 8902: 0.00588076386917188
Position 9747: 0.005406394434508386
Position 8629: 0.00530963868293851
Position 10653: 0.005214993233219526
Position 8709: 0.005125819382400861
Position 6220: 0.004841234463430777
Position 6233: 0.004783884561603108
Position 10375: 0.0042655014541371685
Position 5023: 0.0037341809929261824
Position 12494: 0.003576075431267192
Position 12445: 0.0032161642409672944
Position 5619: 0.003041103315157574
Position 9898: 0.0030171150690842213
Position 4985: 0.0029594036296421125
Position 5488: 0.002747571873910091
Position 12827: 0.0026971841514704165
Position 12769: 0.0026877014670452647
Position 9351: 0.0024697150287749645
Position 10752: 0.002427540911771794
Position 9919: 0.0023622746167738587
Position 10093: 0.0022965700842758935
Position 9181: 0.0021352277703073942
Position 11104: 0.002105915215025959
Position 11620: 0.0020398719104639555
Position 10830: 0.002038396681735131
Position 9423: 0.0019656627483165077
Position 11232: 0.0015675149543697394
Position 12376: 0.0015310080722661845
Position 10706: 0.001477605104312958
Position 12862: 0.0011507269255619406
Position 3423: 0.0011153415056642264
Position 7665: 0.0010224399933465432
Position 10808: 0.001013581935576588
Position 12527: 0.0010073921761967505
Position 5259: 0.000891021929457298
Position 10169: 0.0008566151891251147
Position 12718: 0.000798664697938473
Position 3672: 0.000763604696760048
Position 11050: 0.0006390402528406412
Position 12893: 0.000624613741477603
Position 11451: 0.0005898886107522311
Position 10629: 0.0005779118621074417
Position 11113: 0.000570877364980767
Position 10649: 0.0005464469908892146
Position 2871: 0.00047483057040846035
Position 11674: 0.00043647215306075697
Position 10346: 0.0003723046310418222
Position 2732: 0.000362997126476671
Position 12691: 0.00036096740433578676
Position 2009: 0.0003292848124445168
Position 4263: 0.0003243701468640475
Position 12085: 0.0002710903415695541
Position 10299: 0.0002605184592747692
Position 11909: 0.0002391366764605219
Position 4679: 0.00023569929744559986
Position 10655: 0.00019063276490410364
Position 12357: 0.00018931071431476732
Position 1238: 0.00018321917371855897
Position 12751: 0.00017654141984550136
Position 4833: 0.00017240214154369446
Position 10934: 0.0001720149831942022
Position 2631: 0.00016751244729407052
Position 4094: 0.00016369837532381203
Position 10902: 0.00015992331415266538
Position 341: 0.00015188952677917214
Position 4026: 0.0001483582757254498
Position 12110: 0.00014601730368479774
Position 4299: 0.0001446061070570813
Position 3000: 0.000141405126248508
Position 3402: 0.00014103025639936002
Position 10781: 0.00012982720729988722
Position 12635: 0.00012618338375839803
Position 11884: 0.000118914217174589
Position 866: 0.00011757666761415512
Position 773: 0.00011132087718158164
Position 11482: 0.00010910040262189529
Position 2389: 0.00010203820737676072
Position 3049: 9.894148884368431e-05
Position 3080: 9.209663042430695e-05
Position 322: 9.104998635192391e-05
Position 202: 7.6210562697167e-05
Position 10952: 7.565487331042925e-05
Position 10588: 7.4227668780912e-05
Position 12305: 7.274849063653773e-05
Position 939: 7.224495307730415e-05
Position 11897: 7.183237139036638e-05
Position 11475: 7.10145111623515e-05
Position 11767: 6.981040017142717e-05
Position 699: 6.442486024936811e-05
Position 10722: 6.087437236066943e-05
Position 12831: 5.672848079890176e-05
Position 377: 4.708407225440684e-05
Position 180: 4.529081476464061e-05
Position 10787: 3.971038575195569e-05
Position 10230: 3.9112073775490384e-05
Position 597: 3.855140700463243e-05
Position 10579: 3.558085406205594e-05
Position 12933: 3.44657922203306e-05
Position 10938: 3.285775579495154e-05
Position 1152: 3.080882315310036e-05
Position 11420: 2.6111408222723916e-05
Position 11734: 2.4503054303505203e-05
Position 10566: 2.0098456312235972e-05
Position 11701: 2.001182214685637e-05
Position 10458: 1.985160338815403e-05
Position 10848: 1.9139119519616695e-05
Position 10941: 1.542491827058432e-05
Position 10461: 1.0083431898549514e-05
Position 10284: 7.139923528717342e-06
Position 11585: 5.978804508399387e-06
Position 11725: 5.790999379420702e-06
Position 10926: 1.354154062598949e-07
