Gene = XRCC2
Position 7865: 0.1541019413179032
Position 17657: 0.13787029360546119
Position 6232: 0.10517104287599367
Position 26801: 0.10504653411196006
Position 20919: 0.09369865201999886
Position 14475: 0.05944643955576733
Position 25281: 0.054924190449145496
Position 6359: 0.04634987714097579
Position 20459: 0.04485966924205306
Position 5889: 0.039976910038457616
Position 606: 0.03315702966928037
Position 12868: 0.03296617043801048
Position 15401: 0.029201689481065992
Position 11449: 0.027143004375730424
Position 632: 0.02295328812747642
Position 17375: 0.01989500732923475
Position 13726: 0.018442101370938473
Position 6313: 0.01801434776024766
Position 7784: 0.017732631612388805
Position 6406: 0.01763965594222575
Position 20480: 0.01701548250144088
Position 3511: 0.016764826048055945
Position 20195: 0.01645365602227331
Position 6248: 0.01641970371790871
Position 6257: 0.015419511086443526
Position 6786: 0.014931301783122628
Position 4977: 0.010326031773378866
Position 7668: 0.009297724553606005
Position 4959: 0.008977841107775561
Position 4560: 0.00853868036741829
Position 4779: 0.008522636533763875
Position 6192: 0.00802522205229433
Position 650: 0.007995714855258327
Position 16998: 0.007767020832717971
Position 842: 0.007619663366798064
Position 11355: 0.006784684485419369
Position 7470: 0.0067184097435406985
Position 6374: 0.00667724271929046
Position 16626: 0.006374553025550984
Position 18479: 0.0062021173227063105
Position 18581: 0.006093018900546968
Position 6327: 0.005109617044438808
Position 307: 0.004521665300794551
Position 18375: 0.004488764647927086
Position 1580: 0.004304773624185166
Position 4466: 0.003935854172991149
Position 6275: 0.0038707043008775434
Position 16030: 0.0033085695815522316
Position 5168: 0.003261139001141112
Position 645: 0.00297443478275035
Position 17389: 0.002544460042021155
Position 4955: 0.0022690755953717395
Position 5117: 0.002083285454488695
Position 5114: 0.0019214732479173415
Position 587: 0.001897868046737444
Position 8537: 0.0018812752577642617
Position 16538: 0.001772477836088125
Position 13660: 0.0017203482188051173
Position 15759: 0.0015683756483471753
Position 611: 0.001336992052224646
Position 8011: 0.0013106154590127605
Position 260: 0.0011711169250236586
Position 1556: 0.0011493748739037203
Position 3478: 0.0010383570498847501
Position 8762: 0.0010054872537937748
Position 4125: 0.0008572321422742348
Position 16259: 0.0008278547557068986
Position 5143: 0.0007821068676652756
Position 6956: 0.000706656283944856
Position 14285: 0.0006856084973368044
Position 16346: 0.0006763361328994244
Position 6131: 0.0006480982941320878
Position 8164: 0.0006245385752923363
Position 15659: 0.0006134126190317479
Position 5754: 0.000612312877812949
Position 1095: 0.000583115708079254
Position 552: 0.00047178223180216754
Position 13157: 0.0004620179687316979
Position 401: 0.0004555044288030289
Position 8787: 0.00042631642864287016
Position 8140: 0.0003978383774095514
Position 11281: 0.00022937448805715623
Position 13636: 0.00019291660723755352
Position 8583: 0.00017450850927541159
Position 325: 0.00015858985323407285
Position 10918: 0.0001483614714334196
Position 868: 0.00012121803819530921
Position 8305: 0.00011148513331671327
Position 12353: 0.00011061224776333569
Position 8511: 9.884661380476839e-05
Position 8028: 8.814793067736954e-05
Position 8014: 6.725887037388047e-05
Position 9259: 6.106540827282867e-05
Position 5785: 6.030455261739558e-05
Position 10691: 5.320489982326573e-05
Position 9236: 2.779213652398586e-05
Position 3923: 1.6083133220383047e-05
Position 6982: 1.1456701877348293e-05
Position 1194: 6.60727982566562e-06
Position 4151: 6.320159360536939e-06
Position 5680: 5.630794371115005e-06
Position 5308: 4.113035476332103e-06
Position 2168: 2.5311128926546383e-06
Position 3395: 2.0850950650320525e-06
Position 1286: 1.1000606447665316e-06
Position 2373: 1.0278676680518869e-06
Position 2122: 8.790339874385352e-07
Position 690: 8.937898781962173e-09
Position 434: 7.385906694345008e-09
Position 485: 6.735421278644656e-09
Position 567: 1.0598183327197657e-09
Position 654: 1.0537485773671483e-09
Position 384: 8.880065991356231e-10
Position 738: 3.142436667115966e-10
Position 660: 2.2168109060883874e-10
