Gene = RSRP1
Position 308: 0.0004846328505423187
Position 3338: 0.00046013693935923904
Position 4823: 0.00041593922621845
Position 4267: 0.00041518531979607465
Position 1354: 0.0003999909825772296
Position 2926: 0.00035690897736594
Position 4191: 0.0003353792780723894
Position 536: 0.0003204143860240147
Position 4620: 0.00022044206772507612
Position 3757: 0.00021870077344595822
Position 4789: 0.00021557574255844203
Position 4530: 0.0002115120043224324
Position 4165: 0.0002042778326094664
Position 527: 0.00019174268593940717
Position 4235: 0.00014012678613547884
Position 3719: 0.0001389146751185363
Position 322: 0.0001322631798538524
Position 1249: 0.00012083867308049891
Position 3904: 9.720394406571103e-05
Position 1200: 9.643849952794737e-05
Position 3942: 9.302489955431738e-05
Position 4108: 8.62341962214289e-05
Position 4767: 7.443928616554835e-05
Position 183: 7.232987705401105e-05
Position 4513: 7.057533721768769e-05
Position 4283: 6.746008408758262e-05
Position 549: 5.630290756404452e-05
Position 155: 5.369008480006397e-05
Position 2878: 5.3078728203797496e-05
Position 1180: 5.073074333958466e-05
Position 1171: 4.982211471657579e-05
Position 838: 4.865441934608725e-05
Position 3108: 4.432123837735053e-05
Position 1360: 4.1732252829169384e-05
Position 806: 4.1379402439234516e-05
Position 5056: 4.0944908523364694e-05
Position 4875: 3.9718352422244695e-05
Position 2988: 3.78281908709925e-05
Position 842: 3.608818688302571e-05
Position 2241: 3.5812733966418616e-05
Position 4889: 3.510064417362141e-05
Position 2316: 3.410137913728118e-05
Position 5208: 2.7340951278085925e-05
Position 3666: 2.2462883315106277e-05
Position 3669: 1.989240644453602e-05
Position 441: 1.653708796036154e-05
Position 411: 1.3156677676901798e-05
Position 5166: 1.2082844223681192e-05
Position 159: 7.5253618041477614e-06
Position 119: 7.077985504487549e-06
Position 2178: 6.048689401980605e-06
Position 603: 3.950603259494856e-06
Position 731: 3.4473535602042467e-06
Position 335: 3.3845064742702517e-06
Position 738: 3.3473580907924054e-06
Position 600: 2.694935793840485e-06
Position 2296: 2.538499264368606e-06
Position 2788: 2.494141610562227e-06
Position 638: 2.3680376403040685e-06
Position 2268: 1.747321358502408e-06
Position 779: 1.5725752996309613e-06
Position 743: 1.4478899552707683e-06
Position 662: 1.253118098029147e-06
Position 1979: 1.0119864558135926e-06
Position 2743: 9.81118022529501e-07
Position 555: 9.184692494653512e-07
Position 3612: 6.216551288043474e-07
Position 116: 5.87671916215759e-07
Position 190: 4.897510926504477e-07
Position 3569: 4.830199172958539e-07
Position 500: 1.335435456650382e-07
Position 1067: 8.891569966878624e-08
Position 2937: 4.6134194578011654e-08
Position 1501: 4.183456942912356e-08
Position 3495: 3.821467066464849e-08
Position 505: 3.2159934422813625e-08
Position 129: 3.020058252765107e-08
Position 171: 2.9439472515573647e-08
Position 2016: 2.2402545537726078e-08
Position 344: 1.6529555547162045e-08
Position 261: 1.1997074973552198e-08
Position 239: 1.0607497122111934e-08
Position 3545: 9.678470726548357e-09
Position 4862: 3.0320675078290303e-09
Position 194: 1.7469776606325703e-09
Position 250: 1.33936356357756e-09
Position 215: 1.2191386131309413e-09
Position 264: 1.4808647185696572e-10
Position 268: 1.0697919062808215e-10
