Gene = HP1BP3
Position 440: 2.949498458320842e-05
Position 388: 2.6398315368224618e-05
Position 105: 2.6305619311000936e-05
Position 428: 1.841506024603544e-05
Position 46: 1.6838872040505684e-05
Position 472: 1.6507306278055685e-05
Position 168: 1.6428896045536044e-05
Position 166: 1.3009778410865471e-05
Position 268: 8.113096816301878e-06
Position 875: 4.69171392190092e-06
Position 868: 2.378730590816201e-06
Position 44: 2.0247744590850424e-06
Position 8295: 1.8556716618518452e-06
Position 658: 1.555862636829341e-06
Position 237: 1.1776844015367483e-06
Position 443: 8.569536670226253e-07
Position 495: 7.947863029807141e-07
Position 617: 7.080544886136355e-07
Position 451: 5.972393027871696e-07
Position 317: 4.652590128254105e-07
Position 758: 3.162966671208797e-07
Position 633: 2.3981303949487983e-07
Position 457: 4.1063192689514886e-08
Position 134: 3.5340267005318196e-08
Position 107: 2.1337063969782935e-08
Position 84: 1.9547922314123703e-08
Position 37: 1.8693086844588048e-08
Position 711: 3.799357581860189e-09
Position 833: 3.75785270074807e-09
Position 648: 3.4976884444698915e-09
Position 545: 2.102534425548721e-09
Position 324: 5.807120855985111e-11
Position 67: 1.8581928673972637e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 29431: 0.9999044075875885
Position 39032: 0.9959830200982103
Position 15614: 0.9357496126721231
Position 19023: 0.91451916295674
Position 41031: 0.9070063128340481
Position 21156: 0.8581655865551103
Position 6776: 0.7610676449442016
Position 43513: 0.7077373074327853
Position 41596: 0.6489953138036574
Position 39681: 0.444434149037522
Position 6147: 0.43207638477906085
Position 14472: 0.2845710182411138
Position 10682: 0.2749789381807298
Position 6779: 0.23072729955691276
Position 9937: 0.21123670564159036
Position 8007: 0.1855811101340373
Position 41385: 0.1448101993525458
Position 580: 0.13830420276393995
Position 31758: 0.12528760428267768
Position 24286: 0.10809455682132457
Position 4496: 0.10362821203095217
Position 9976: 0.10015361271728151
Position 7079: 0.08048468071145608
Position 11444: 0.08016344501069642
Position 6129: 0.07942168250439083
Position 43034: 0.07474150571233748
Position 14616: 0.06677990263699664
Position 41772: 0.062265229130304245
Position 14502: 0.06220925253961419
Position 31605: 0.05843966853607803
Position 39677: 0.05747765410236854
Position 39270: 0.05382728760048795
Position 41346: 0.0538243858303534
Position 20399: 0.052844313383173844
Position 11044: 0.048707919195544964
Position 40527: 0.04866863445110852
Position 41053: 0.04743858932098703
Position 24370: 0.04579885840210353
Position 30970: 0.04393980192863997
Position 24224: 0.04390606032042223
Position 42230: 0.043465448975970884
Position 10990: 0.039240551672452134
Position 27291: 0.03555250095385335
Position 19065: 0.032942167430232656
Position 41522: 0.03096033276850432
Position 4510: 0.030432047109070274
Position 27312: 0.029237065495497115
Position 30890: 0.027692537024147534
Position 42192: 0.02717860057900624
Position 41057: 0.026900072140780214
Position 9891: 0.02633405570833139
Position 41307: 0.025927678352878975
Position 9979: 0.02330215864116452
Position 5611: 0.01940641798068917
Position 18784: 0.01830354019841842
Position 24569: 0.018027903842059604
Position 7139: 0.01621371102046256
Position 21161: 0.015046479853672126
Position 41242: 0.01485446446918009
Position 41036: 0.014689615542299587
Position 6202: 0.01403549778194041
Position 2298: 0.013803822096606392
Position 20424: 0.013628102830153773
Position 9820: 0.013581513971469651
Position 31690: 0.012952718026211818
Position 6199: 0.012584897506709098
Position 945: 0.012323356233469735
Position 5150: 0.009654570416406603
Position 39234: 0.009592621885094469
Position 30739: 0.009288080653070244
Position 20726: 0.00889248128170167
Position 5127: 0.00878359740361925
Position 41753: 0.008056956231176611
Position 5703: 0.00738932301256708
Position 40649: 0.007026080004819806
Position 4462: 0.006554266987901488
Position 25879: 0.006049228713909179
Position 19375: 0.005824230103567383
Position 43389: 0.005661879990396365
Position 7938: 0.005465913885125958
Position 42254: 0.005287311150247759
Position 42562: 0.005275769772419942
Position 7222: 0.005270967155669824
Position 43724: 0.00505105963052755
Position 31693: 0.004908562677458283
Position 10753: 0.0047662995924859985
Position 42626: 0.0036096448801979488
Position 39365: 0.003519101425216624
Position 9737: 0.0032853571097382073
Position 20273: 0.0032742249450762036
Position 41351: 0.0031149998803223196
Position 542: 0.002954866317026446
Position 6660: 0.0028861336747991106
Position 41263: 0.0025215758060911837
Position 43627: 0.002469813133572462
Position 40335: 0.0023224422053056367
Position 19406: 0.0019330696766981586
Position 41411: 0.0018417657906535576
Position 576: 0.0017942348632855908
Position 7187: 0.0017825788656846563
Position 599: 0.0017437869311639589
Position 7040: 0.001729201459242618
Position 41447: 0.00171764994547753
Position 39701: 0.0015984678495423806
Position 23927: 0.0014023958774822722
Position 5259: 0.0013468234018368848
Position 41073: 0.001233085224703298
Position 41732: 0.001133770964199631
Position 41526: 0.0010323833625939492
Position 40303: 0.0009783711332870216
Position 30851: 0.0008796679825188125
Position 7192: 0.0008180998890719949
Position 558: 0.0007431961560702407
Position 41059: 0.0007176890459404028
Position 5268: 0.0006009969248706996
Position 8932: 0.0006008135717877397
Position 7172: 0.0005669164203393718
Position 42425: 0.00044755658467139555
Position 2249: 0.00041518630961626736
Position 1096: 0.0003987696658653388
Position 41323: 0.00033849813381195415
Position 4131: 0.00030646684491042936
Position 42236: 0.00029627516290757955
Position 41250: 0.00028954821814830794
Position 756: 0.00028351361938931723
Position 7227: 0.00018880226152252807
Position 41944: 0.0001717576156081581
Position 4275: 0.00014030156187100815
Position 8750: 0.0001284496960142303
Position 41459: 9.191222897295934e-05
Position 7852: 8.99598781463979e-05
Position 7006: 8.327788141089195e-05
Position 7090: 7.912064639060543e-05
Position 4112: 7.640655251937698e-05
Position 6538: 4.974181222050341e-05
Position 4157: 4.499065318880571e-05
Position 6450: 4.442027929390556e-05
Position 6986: 2.2928051414987727e-05
Position 404: 1.931601919243814e-05
Position 41676: 1.0587921358347532e-05
Position 382: 7.625993734693031e-06
Position 1211: 7.487136869920313e-06
Position 41603: 6.778029011997112e-06
Position 247: 5.408889388399806e-06
Position 439: 2.811107868249155e-06
Position 41560: 1.6132588514913352e-06
Position 41804: 1.1972847902117365e-06
Position 8171: 8.256522098769936e-07
