Gene = PUSL1
Position 1209: 4.481729525557813e-07
Position 1345: 3.0917846796728306e-07
Position 1420: 2.765124553540919e-07
Position 1381: 1.9067290279274273e-07
Position 1073: 1.510667449667696e-07
Position 212: 1.4616319226279826e-07
Position 209: 1.3713944871015592e-07
Position 1037: 1.293480212537005e-07
Position 1257: 1.1229770267334905e-07
Position 405: 7.772742196728858e-08
Position 1281: 5.1456808185568296e-08
Position 438: 1.1571896965958283e-08
Position 157: 6.354335314888047e-09
Position 166: 4.889734274608587e-09
Position 172: 4.2883199262550356e-09
Position 133: 1.7303049535640026e-09
Position 154: 1.3693478118370329e-09
Position 98: 1.5044221076804298e-10
Position 451: 1.2306716324771262e-10
Position 81: 3.6801311180317766e-11
