Gene = RBM8A
Position 295: 1.7341713081109465e-05
Position 764: 1.559883816435384e-05
Position 1519: 1.486195505527502e-05
Position 18: 1.4719388597304169e-05
Position 288: 1.151913135589585e-05
Position 1611: 1.0998132793543126e-05
Position 941: 1.0223904558192218e-05
Position 523: 9.250220915543531e-06
Position 501: 8.558417503879332e-06
Position 758: 8.136288666435908e-06
Position 812: 7.786244502627263e-06
Position 1111: 7.499072069388879e-06
Position 119: 5.66447012524032e-06
Position 1361: 4.913682184885223e-06
Position 3: 4.694383934198652e-06
Position 186: 3.40668398985006e-06
Position 570: 3.2583025250243407e-06
Position 2239: 2.785142872616546e-06
Position 1147: 2.68970790626019e-06
Position 1668: 2.5801968908701805e-06
Position 2040: 1.8133075928539558e-06
Position 1632: 1.6574170633294011e-06
Position 625: 1.4340638945302238e-06
Position 1848: 1.430755429563664e-06
Position 1740: 1.3793908836301317e-06
Position 1676: 1.2345139584741996e-06
Position 1181: 1.1960177278722755e-06
Position 544: 9.991033516042378e-07
Position 1462: 9.387550199621022e-07
Position 1131: 6.424590818230022e-07
Position 53: 6.342111498555414e-07
Position 838: 5.001510374386877e-07
Position 1742: 4.727953111931632e-07
Position 950: 4.71339749961631e-07
Position 1253: 4.3481413931989167e-07
Position 386: 4.199220041327798e-07
Position 859: 2.6057159093607735e-07
Position 1665: 2.425756219124971e-07
Position 72: 1.9277702037325026e-07
Position 691: 1.72931890395039e-07
Position 657: 1.1117844049690406e-07
Position 578: 3.616890768495892e-08
Position 70: 2.357920529576081e-08
Position 427: 2.114114221461799e-08
Position 2608: 1.048397394241645e-08
Position 1262: 7.413751017342652e-11
Position 1121: 8.657694785191847e-13
Position 452: 8.305006619892549e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 917: 0.9924025854912367
Position 1608: 0.9695857594570855
Position 1358: 0.9632770839667764
Position 649: 0.9197874363404424
Position 458: 0.8319504523302481
Position 1941: 0.172985850898972
Position 5318: 0.11765844361104694
Position 267: 0.08269787689145879
Position 2894: 0.07846118070555362
Position 3570: 0.07296797542460585
Position 596: 0.06327555999480261
Position 5701: 0.05660474345217802
Position 2465: 0.035505497605081794
Position 321: 0.027971814114331455
Position 3700: 0.023867939226814298
Position 1937: 0.023759792865744197
Position 4868: 0.023749633231702757
Position 2358: 0.02369230371878147
Position 3480: 0.02266063963039739
Position 427: 0.014748698889368987
Position 3962: 0.01269052063550244
Position 5854: 0.012375592641858451
Position 2374: 0.011666445444906108
Position 1371: 0.011594865008943954
Position 1610: 0.010606806647517031
Position 652: 0.010008404925449165
Position 2427: 0.00986136558043369
Position 303: 0.005161881843071312
Position 1391: 0.004198056133436586
Position 5603: 0.0034878894036334913
Position 5504: 0.003340217789911818
Position 1961: 0.0032625698364544303
Position 5276: 0.002882692621021096
Position 4884: 0.002768592665790829
Position 386: 0.002553193430057956
Position 2778: 0.002282765878244977
Position 1140: 0.002186433802818561
Position 5475: 0.0018766947497275213
Position 926: 0.0018178418674988028
Position 3375: 0.0017070371784650169
Position 1774: 0.0016511428795990713
Position 2222: 0.001563351877269334
Position 327: 0.0015382150273472435
Position 5255: 0.001536948609352851
Position 3665: 0.0015176225963432328
Position 5755: 0.0014388514338418866
Position 3992: 0.001374958459587887
Position 2430: 0.0013537075377656152
Position 4647: 0.00134651268505867
Position 4898: 0.0011985299450088774
Position 2973: 0.001163508146159314
Position 324: 0.0011055161268536892
Position 1848: 0.0010821200474253386
Position 4264: 0.0010744920228658002
Position 4702: 0.0010067353796915837
Position 3791: 0.0010040092396432583
Position 3942: 0.0008917241278001329
Position 5873: 0.0008869778077753094
Position 1142: 0.0008789724283360021
Position 3638: 0.0008720600896322864
Position 5478: 0.0008541248907005584
Position 2415: 0.0008448442891818451
Position 1185: 0.0007953738447119485
Position 950: 0.0007547545635392026
Position 2040: 0.0007128415818789703
Position 689: 0.0006767185946911003
Position 3485: 0.0006214004725188163
Position 5320: 0.0005847480196150286
Position 2300: 0.000540276106750468
Position 1323: 0.00043173540532227454
Position 462: 0.000426099349335023
Position 2098: 0.00033892772618619466
Position 1442: 0.00032304685281081606
Position 1427: 0.0003230079949999567
Position 3743: 0.00029179891864407705
Position 4340: 0.000291504996226767
Position 1673: 0.0002801161514136419
Position 1395: 0.0002661116975902303
Position 460: 0.0002565501773143532
Position 1896: 0.0002507105263581278
Position 4267: 0.0002318917342894455
Position 2599: 0.0002261265268566469
Position 280: 0.00018268405037436057
Position 2984: 0.00016493174394813283
Position 2470: 0.00015126619154866137
Position 1657: 0.00012997370581356693
Position 479: 0.00012109458824684204
Position 612: 0.00011152382001950837
Position 2830: 0.00010864316073727769
Position 3779: 8.705577118795209e-05
Position 305: 7.73183082345979e-05
Position 346: 7.458875778521583e-05
Position 1886: 7.0352111367359e-05
Position 654: 6.468298708714503e-05
Position 1485: 6.431777648900753e-05
Position 1400: 5.7900886230682886e-05
Position 1412: 4.9980857596356837e-05
Position 2043: 4.296058569349853e-05
Position 1283: 3.765123591446474e-05
Position 1260: 3.264914067878226e-05
Position 485: 3.093925634417439e-05
Position 1095: 2.7673085059069184e-05
Position 615: 2.7260975628272266e-05
Position 331: 2.672438387857305e-05
Position 399: 2.5678007495585516e-05
Position 874: 2.502290714928544e-05
Position 995: 1.9271799462862866e-05
Position 962: 1.8670830413914674e-05
Position 1035: 1.815351627233178e-05
Position 618: 1.782592683424811e-05
Position 401: 1.709510535614744e-05
Position 699: 1.5140210684407975e-05
Position 974: 1.1647900345462007e-05
Position 971: 1.086591829140795e-05
Position 3226: 9.512718916126343e-06
Position 958: 9.22296767200747e-06
Position 678: 8.413464794647007e-06
Position 664: 8.332332570398669e-06
Position 1450: 5.90970128888875e-06
Position 863: 5.895659891817393e-06
Position 1101: 5.785601568546299e-06
Position 1943: 5.224136059158549e-06
Position 1196: 4.798519662254752e-06
Position 1230: 4.550815415662974e-06
Position 1267: 4.1974628814545886e-06
Position 1227: 3.6936614814994765e-06
Position 86: 3.521779493122198e-06
Position 499: 3.041679313609058e-06
Position 1973: 2.697164968563318e-06
Position 149: 2.5841347121458617e-06
Position 125: 2.2915494695273557e-06
Position 608: 1.5856191257125793e-06
Position 104: 1.4634279794108934e-06
Position 1202: 1.3925556317788348e-06
Position 1147: 1.2013159852265929e-06
Position 2014: 1.131386036655803e-06
Position 1993: 9.84109282824906e-07
Position 1620: 8.913408217529993e-07
Position 354: 8.548321513993272e-07
Position 1305: 5.886611565666141e-07
Position 2100: 4.629614153604504e-07
Position 2075: 4.453092723714708e-07
Position 490: 3.912010835203002e-07
Position 1198: 3.8313813228694e-07
Position 1561: 3.796876000753473e-07
Position 1629: 3.7335954065048126e-07
Position 1278: 3.5870969073309923e-07
Position 70: 3.426254774664198e-07
Position 1297: 3.403519987076447e-07
Position 1326: 2.6285464509544417e-07
Position 361: 2.221712362153308e-07
Position 1530: 2.1055900624281668e-07
Position 136: 1.8461788108333352e-07
Position 696: 1.1164005797091875e-07
Position 823: 9.152468867468946e-08
Position 817: 8.002491531596249e-08
Position 206: 5.08710761875408e-08
Position 523: 4.52107171960023e-08
Position 542: 4.0303203907897726e-08
Position 166: 3.554350463474703e-08
Position 578: 3.519421966537483e-08
Position 109: 1.2619422732581013e-08
Position 1626: 1.2579040022086153e-08
Position 1548: 1.0312057746995112e-08
Position 186: 1.0041405021157249e-08
Position 181: 5.922828763979966e-09
Position 1632: 1.4997862491649867e-09
Position 91: 1.2722172500549164e-09
Position 226: 9.43311652837602e-10
Position 214: 6.922031235668037e-10
Position 236: 6.03371775664151e-10
Position 1720: 3.7239238109309777e-10
Position 78: 3.100475746587063e-10
Position 838: 2.684401812877244e-10
Position 802: 2.2572908674178353e-10
Position 805: 1.9732650872875688e-10
Position 191: 1.560336773329729e-10
Position 792: 5.6061491246323717e-11
Position 1043: 3.760481517792297e-11
Position 1687: 3.654778982081146e-11
