Gene = PRCC
Position 27922: 0.006947059690630437
Position 23863: 0.0058753096985004576
Position 25785: 0.005480784379547618
Position 28629: 0.005309167386238573
Position 31326: 0.0051166330256647045
Position 411: 0.004860806236819334
Position 28386: 0.004203080481461617
Position 26737: 0.003778534127009158
Position 24922: 0.0035419299544025436
Position 557: 0.003417706476003449
Position 25464: 0.0032343850770239053
Position 983: 0.00320376720884239
Position 25772: 0.0029150588454158266
Position 26115: 0.0027925821286398215
Position 31142: 0.0023649107209375913
Position 5884: 0.002070261059815971
Position 3702: 0.002001245423800016
Position 350: 0.0019255704533183398
Position 27439: 0.0018362486436407578
Position 28136: 0.0017702957115228876
Position 27334: 0.0015640778581896817
Position 26030: 0.001561380456339323
Position 29260: 0.0014886422720262272
Position 28562: 0.0012351190816128742
Position 32276: 0.0011769233009198033
Position 779: 0.0011665266123478159
Position 26052: 0.0011464806990979443
Position 26128: 0.0010541165242868053
Position 46: 0.001001254980419142
Position 928: 0.0009602546310640319
Position 892: 0.0008594164924096031
Position 24811: 0.0008330005721442041
Position 26108: 0.00067676287523737
Position 26693: 0.0006428414725112855
Position 25637: 0.0006312814456990551
Position 29150: 0.0004583762922443452
Position 1484: 0.00043854549913658627
Position 168: 0.00042873971020476065
Position 24312: 0.00040834270192943695
Position 27527: 0.0004072707055915039
Position 32909: 0.0003050143910593025
Position 25591: 0.0003000664695807878
Position 25269: 0.00027145192298129727
Position 26048: 0.0002711487442504065
Position 24297: 0.00023454021017063473
Position 28220: 0.0002048903420726191
Position 28654: 0.00019109628757155514
Position 896: 0.00018794224776816481
Position 24168: 0.00016727607176419127
Position 792: 0.00016036628293761241
Position 1558: 0.00014447593010122138
Position 98: 0.00013845114344001553
Position 29882: 0.00012844550803730573
Position 1345: 9.812966058274288e-05
Position 29264: 8.38551395919978e-05
Position 27447: 6.714365364098878e-05
Position 25235: 5.866179650062135e-05
Position 28712: 5.648920395760259e-05
Position 24497: 5.519761268838494e-05
Position 27546: 5.378791948814069e-05
Position 281: 4.4501149789135806e-05
Position 385: 2.4201508848717933e-05
Position 76: 1.9882551555349303e-05
Position 50: 1.9360188568207562e-05
Position 93: 1.875345960717461e-05
Position 219: 1.0508233723023193e-05
Position 25513: 1.0446473453044388e-05
Position 25: 4.206436447171193e-06
Position 581: 2.580646796285631e-06
Position 25829: 1.4792409836006136e-06
Position 111: 1.4269268103923483e-06
Position 654: 1.1040253297390843e-06
Position 1207: 8.17858652861548e-07
Position 121: 5.96857845363447e-07
Position 469: 5.487197704463491e-07
Position 274: 5.198847473175985e-07
Position 1226: 4.90704741450434e-07
Position 27296: 1.2583407884921637e-07
Position 24667: 1.1664379943737361e-07
Position 24411: 1.0133293535156709e-07
Position 24398: 8.80658398430487e-08
Position 24464: 8.752901243082768e-08
Position 24768: 7.514828525834893e-08
Position 48: 2.455481305724072e-08
Position 841: 1.3983317949689843e-08
Position 53: 1.1416210345690255e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 9229: 1.0000000000000029
Position 23566: 0.9909832870396376
Position 23752: 0.9890538870787626
Position 27164: 0.9883104317732329
Position 32873: 0.9567974260936598
Position 24196: 0.9161256154234788
Position 14781: 0.7914373538924635
Position 29775: 0.5115892932358657
Position 29664: 0.4747161504668965
Position 1333: 0.44917052840651284
Position 28294: 0.30792784504472576
Position 26968: 0.23221458652266602
Position 1300: 0.2125247027400731
Position 29979: 0.19903007217432125
Position 25632: 0.18037886405161715
Position 30890: 0.09702466180214474
Position 1655: 0.0962229662155109
Position 32248: 0.09270659060774365
Position 27964: 0.08997650345800363
Position 30467: 0.08265181438610497
Position 6256: 0.07893643104212099
Position 30192: 0.07534079720664524
Position 25714: 0.06778396288443493
Position 30263: 0.0637428795316601
Position 30154: 0.0585533839345924
Position 6400: 0.0519099082046928
Position 30463: 0.04977245861700673
Position 1723: 0.04943431661522428
Position 29959: 0.04713462826875396
Position 2790: 0.04711178907774729
Position 30157: 0.04415164613148086
Position 27410: 0.04384949723314862
Position 29941: 0.04384905320449431
Position 32128: 0.0425709202121607
Position 30209: 0.04056134553460596
Position 24253: 0.038973735039598806
Position 554: 0.03786925434324326
Position 3874: 0.03692874447975222
Position 30488: 0.03499535632801189
Position 24586: 0.03446387129820535
Position 27812: 0.027131591947755617
Position 24164: 0.02639598231258593
Position 26481: 0.024065386113394
Position 6373: 0.02043783194553466
Position 29944: 0.018601623745694393
Position 682: 0.014843400898668105
Position 620: 0.014576450676843652
Position 439: 0.011601666367971664
Position 1076: 0.011114286527580631
Position 3110: 0.011092975619865721
Position 3811: 0.011015373822377883
Position 184: 0.0103622336334543
Position 1377: 0.00976213716452238
Position 25636: 0.008849587232866255
Position 24131: 0.008687711374834317
Position 25952: 0.008175811017494105
Position 26502: 0.007464271204138589
Position 30831: 0.007213214925655072
Position 27882: 0.0068064059281713095
Position 1534: 0.006431198786140431
Position 24611: 0.00637011746799874
Position 30139: 0.0059126072668024806
Position 25492: 0.005794110678829851
Position 24229: 0.005729331395412337
Position 23731: 0.005635918244494701
Position 29778: 0.0049920585550969855
Position 26260: 0.004647697933964959
Position 28488: 0.004503249788947297
Position 25530: 0.004276137440126272
Position 30031: 0.004171303058034488
Position 27832: 0.004023925938243724
Position 1221: 0.0038520892880901975
Position 27170: 0.0037998668628342913
Position 1041: 0.003784118104369405
Position 4241: 0.0036246903075074963
Position 30392: 0.0034773746733021116
Position 4215: 0.00346962638572023
Position 29692: 0.003383881265814695
Position 32777: 0.003255665209770413
Position 29956: 0.0032112324000559303
Position 24207: 0.0031479645266747317
Position 28332: 0.0030797979256517332
Position 27466: 0.003070732928824595
Position 31108: 0.0028187497594874284
Position 24852: 0.0027897258423656922
Position 32563: 0.0024471878057494446
Position 27486: 0.002367126299993349
Position 26971: 0.0023313358697739763
Position 5715: 0.0020702610598159698
Position 27132: 0.0020329620993152875
Position 2919: 0.0019120143662299076
Position 25322: 0.0018872947443578168
Position 3842: 0.0017693775417487758
Position 3853: 0.0016791359947360967
Position 1259: 0.0016409713016682754
Position 24736: 0.0016278262372977608
Position 29179: 0.001572497411618225
Position 32269: 0.0015714717758222045
Position 24588: 0.0015503470234296847
Position 28335: 0.0015010788622825393
Position 26477: 0.0012627444709171001
Position 26312: 0.001190235485008016
Position 409: 0.001170057381115028
Position 28304: 0.00107927915695042
Position 26338: 0.00107631673049944
Position 25351: 0.0010736378471349905
Position 27009: 0.0009639880179098834
Position 1496: 0.0009051840622542536
Position 491: 0.0008494094067534617
Position 1071: 0.0008152360140157259
Position 1423: 0.00080020505202634
Position 3380: 0.0007990342644168408
Position 33279: 0.0007975173024043361
Position 3400: 0.0007799488619274689
Position 27106: 0.0007659786780225168
Position 26075: 0.0007380270745304629
Position 942: 0.000682669327252571
Position 26234: 0.0006762541864137995
Position 28824: 0.0004583762922443452
Position 32089: 0.000451761058354274
Position 3311: 0.0004222622974557067
Position 32424: 0.00040819734835279215
Position 27966: 0.00040494717180889584
Position 1578: 0.00039400392423217037
Position 27496: 0.0003801666738300863
Position 31944: 0.0003336294155711218
Position 28542: 0.000295450040400676
Position 3058: 0.0002826071642618886
Position 25302: 0.00021640688055124614
Position 24489: 0.00018151971552565933
Position 24486: 0.00016785866495826857
Position 24664: 0.00016570573032111675
Position 297: 0.00015023454594324063
Position 30687: 0.0001324773580045816
Position 294: 0.00013033854870175124
Position 27921: 0.0001256195456230867
Position 377: 0.00011726761915771357
Position 32466: 0.00011418384049152042
Position 29901: 0.00010937114304301497
Position 27814: 0.0001079479004771774
Position 27472: 0.00010400563616428768
Position 27590: 8.18323593506194e-05
Position 1254: 8.085752188013175e-05
Position 817: 7.423925704829148e-05
Position 24531: 7.024330113420161e-05
Position 27419: 7.000141438179096e-05
Position 24992: 6.665593575889724e-05
Position 958: 6.488088822925167e-05
Position 29981: 6.231881697734608e-05
Position 229: 6.017386979848698e-05
Position 25354: 5.7461700266531926e-05
Position 27906: 5.573511362723454e-05
Position 498: 4.856830448938199e-05
Position 28093: 4.823004699321616e-05
Position 25135: 3.988471125021145e-05
Position 25042: 3.942952786609455e-05
Position 24028: 3.9348781874344176e-05
Position 24460: 3.866354621848608e-05
Position 27507: 3.632234390735945e-05
Position 24972: 3.564284554352257e-05
Position 25138: 3.155416531764723e-05
Position 688: 2.7258315348740744e-05
Position 30042: 2.6947906793868213e-05
Position 851: 2.6486323583210892e-05
Position 1344: 2.4041079592607132e-05
Position 992: 2.242730808229356e-05
Position 1097: 2.0726035965810524e-05
Position 24768: 2.0653204010827122e-05
Position 25165: 1.8964102868384743e-05
Position 247: 1.847299196748749e-05
Position 1449: 1.4093491723877267e-05
Position 1173: 1.3418100994774507e-05
Position 24410: 1.1898699806038552e-05
Position 23987: 1.1201998250992625e-05
Position 961: 9.993567261409585e-06
Position 24266: 7.750502201204469e-06
Position 24806: 6.963248516779381e-06
Position 24073: 6.946372693250052e-06
Position 24404: 6.508021829769634e-06
Position 26181: 6.439773118260993e-06
Position 26021: 6.334210949855976e-06
Position 25504: 5.897131301520688e-06
Position 536: 5.215330198156325e-06
Position 27515: 5.116499681148426e-06
Position 226: 4.677414885959004e-06
Position 1105: 3.976032055285287e-06
Position 691: 3.797481710327067e-06
Position 561: 3.0629342169972512e-06
Position 1112: 3.0216865902280285e-06
Position 693: 2.818660567087219e-06
Position 572: 2.767718378419756e-06
Position 452: 2.6677647486153217e-06
Position 24704: 2.5825143434141414e-06
Position 201: 1.2188329126616158e-06
Position 24446: 2.967177820861945e-07
Position 24290: 2.5582663623920084e-07
Position 24637: 2.2308656324274534e-07
Position 24389: 1.6737281756351042e-07
Position 24800: 1.6255998738569e-07
Position 30524: 1.5981855545029509e-07
Position 30359: 1.5101895754765483e-07
Position 998: 1.4701326086383544e-07
Position 24969: 1.1504447241687609e-07
Position 795: 1.108674378658556e-07
Position 785: 9.593545481138726e-08
Position 733: 3.891985221284681e-08
Position 266: 2.4683726038418033e-08
Position 108: 2.079589661825504e-08
Position 24523: 1.749063777513908e-08
Position 137: 1.2463578725820982e-08
Position 709: 3.843148967389367e-09
Position 505: 3.1608362735295157e-09
Position 24855: 8.074872181666291e-10
