Gene = PI4KB
Position 2114: 0.0007036696616302487
Position 1650: 0.000573989445691453
Position 32650: 0.00044346914303532874
Position 25473: 0.0004202229030649026
Position 33909: 0.00032421647049709484
Position 2816: 0.00032175082898742264
Position 1977: 0.00024003188687518351
Position 34133: 0.00020460963432516416
Position 1486: 0.00017992926251356273
Position 173: 0.00013619931393297566
Position 25475: 0.00013499327744703778
Position 28801: 0.0001104073457805226
Position 2262: 9.7055213123139e-05
Position 33612: 9.667814332775598e-05
Position 33734: 7.818234678125716e-05
Position 2107: 6.7269159894837e-05
Position 2434: 5.501193264247153e-05
Position 428: 5.172408945079091e-05
Position 557: 5.0390553995473306e-05
Position 1890: 4.3811082749937644e-05
Position 29415: 4.2726163718536175e-05
Position 524: 4.246405646657622e-05
Position 1321: 4.166690981418359e-05
Position 376: 3.996037539198311e-05
Position 2590: 3.582588960252473e-05
Position 2466: 2.0010875100191655e-05
Position 1617: 1.1731705906468233e-05
Position 1821: 9.89628637364861e-06
Position 4696: 7.945160713182143e-06
Position 1108: 6.948748235999799e-06
Position 2316: 6.5713671944891375e-06
Position 6906: 5.4652028312521935e-06
Position 1656: 4.164967579420793e-06
Position 1785: 4.131963491013418e-06
Position 152: 3.908839647745497e-06
Position 1228: 3.5016782373881084e-06
Position 7764: 3.4052293976345224e-06
Position 2625: 3.1500152692830667e-06
Position 508: 3.085669441332098e-06
Position 149: 2.558955290840392e-06
Position 2584: 1.993995903950846e-06
Position 1722: 1.849521820455875e-06
Position 143: 1.8386236995029895e-06
Position 3162: 1.6660695053790992e-06
Position 1368: 1.6091970579363572e-06
Position 26903: 1.543616354425775e-06
Position 26474: 1.4517774402343146e-06
Position 2888: 1.437706265578642e-06
Position 2215: 1.3774950362725413e-06
Position 646: 1.2424620272178403e-06
Position 1390: 1.2049109140206863e-06
Position 1118: 1.0950365637734413e-06
Position 991: 8.242571092200135e-07
Position 22: 7.561339539995912e-07
Position 25925: 6.968920585110913e-07
Position 26662: 4.802145267449971e-07
Position 25741: 2.040366292688114e-07
Position 26028: 1.951117499934411e-07
Position 178: 1.2530446010846796e-07
Position 176: 6.824606575886591e-08
Position 186: 5.786054112750335e-08
Position 334: 8.77023428496127e-09
Position 253: 3.3680507787351647e-09
Position 195: 1.9496178517127472e-09
Position 311: 9.851561546812017e-11
Position 273: 6.238641938088652e-11
Position 332: 4.6173347023975003e-11
Position 423: 1.606081188660017e-12
Position 341: 3.7528394195044283e-13
Position 409: 4.308533294385827e-14
Position 440: 2.8167409584216e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 21293: 0.9999999999999982
Position 33518: 0.9995944485456502
Position 2739: 0.9945565090185225
Position 25689: 0.9855231710898008
Position 25358: 0.8380485843101193
Position 24006: 0.8243393923398851
Position 33115: 0.7317598681404155
Position 34194: 0.6545130912830637
Position 28697: 0.6417943243069543
Position 17401: 0.4424252278359676
Position 35542: 0.2642156874759891
Position 34623: 0.2584529064576506
Position 32609: 0.2265660539910648
Position 25377: 0.15410178965359542
Position 34487: 0.15000106062966723
Position 32949: 0.14999923473002644
Position 33796: 0.13271933985165082
Position 11839: 0.10763737608441885
Position 11984: 0.10216279147765821
Position 32519: 0.10055578781061646
Position 28583: 0.0953380057570764
Position 15766: 0.08815235599517336
Position 28742: 0.07990679545469073
Position 17514: 0.07475622343314368
Position 34654: 0.07229664377117584
Position 11965: 0.06492330944819402
Position 32650: 0.062221110461635094
Position 35131: 0.059123262995119656
Position 34427: 0.052523794096038655
Position 11808: 0.04957091571935157
Position 33144: 0.04278985279907654
Position 33187: 0.03908511326844078
Position 34484: 0.033290036676674996
Position 35039: 0.029245664263664355
Position 34915: 0.028218977828345447
Position 28913: 0.02542763188007708
Position 34020: 0.025154558727507634
Position 35276: 0.020251913702244016
Position 29500: 0.020190076041348495
Position 35187: 0.017937188544289384
Position 34884: 0.017474365958799913
Position 34066: 0.012522598641940172
Position 8696: 0.010320733042298186
Position 32955: 0.007965669315298147
Position 28359: 0.0067469058409033705
Position 25264: 0.006374320377618976
Position 28538: 0.006261634813764689
Position 25795: 0.004941969467369266
Position 33147: 0.004893271784293532
Position 34125: 0.004606837486603678
Position 8699: 0.004426782927590431
Position 28948: 0.004169394031215815
Position 27268: 0.004066537797791139
Position 33938: 0.0038455971584065666
Position 28598: 0.003735000768401066
Position 28654: 0.0036953774131245685
Position 33878: 0.0036487169305766854
Position 2785: 0.0033875982964395395
Position 28980: 0.0033559244104896424
Position 32336: 0.0033434390771501644
Position 34674: 0.003310723104829187
Position 27413: 0.0032732415287842647
Position 8587: 0.0032544144574257034
Position 23827: 0.003238195385844956
Position 27077: 0.003161635466950286
Position 33337: 0.0029311231694555766
Position 28977: 0.002827212367111467
Position 28477: 0.002406530787502918
Position 8370: 0.002350608030968002
Position 29543: 0.0021883245252498824
Position 29516: 0.00215011774648256
Position 28887: 0.0019661368087186193
Position 29007: 0.001755575275571023
Position 32156: 0.0017473650806286824
Position 8653: 0.001715152381068322
Position 29289: 0.0015131790986792986
Position 277: 0.0013564209353511326
Position 2741: 0.0013219547166345735
Position 2040: 0.0012884825530689419
Position 35293: 0.0012614268793643762
Position 28622: 0.0012107932251568948
Position 4629: 0.001177848278329283
Position 34093: 0.0011337122163801259
Position 28777: 0.0010938099622170413
Position 32585: 0.0010283416061883414
Position 34430: 0.0009320150009456197
Position 4607: 0.0009061394415769675
Position 27461: 0.0008638430060594681
Position 29090: 0.0007854275236843727
Position 27296: 0.0007827994320079558
Position 4758: 0.0007103310779624318
Position 2782: 0.0006015091474843075
Position 34081: 0.000555109062830194
Position 28671: 0.0005073371631546381
Position 34727: 0.00043937679492365707
Position 28285: 0.000394923694120581
Position 8669: 0.00035004638386009824
Position 27052: 0.00034406745645424044
Position 25548: 0.00030754083691615083
Position 25698: 0.00028999167974697737
Position 1569: 0.0002835517476736695
Position 25745: 0.0002771680732217036
Position 34132: 0.0002727570665377075
Position 27243: 0.0002187579093702181
Position 27310: 0.00018967287755870105
Position 1951: 0.000189581352783448
Position 1519: 0.00018085846516713685
Position 1283: 0.00015944670575780982
Position 25628: 0.0001571542793085012
Position 25756: 0.0001557298690453978
Position 1882: 0.00014140882293177908
Position 234: 0.00013578032771782863
Position 258: 0.00012775006191042968
Position 29178: 9.908057245058569e-05
Position 466: 9.679124648252997e-05
Position 28219: 9.568854752289978e-05
Position 33560: 9.362853496173156e-05
Position 201: 8.986104815251176e-05
Position 2097: 8.00763552782508e-05
Position 27217: 7.645962808234982e-05
Position 1153: 7.304803575455621e-05
Position 4821: 7.136351724056642e-05
Position 25568: 6.689331080850786e-05
Position 242: 6.368789093470186e-05
Position 25576: 6.285617263116946e-05
Position 33777: 6.112289614435568e-05
Position 2106: 5.923095309478232e-05
Position 27127: 5.841570141099984e-05
Position 2320: 4.901676421186202e-05
Position 1606: 4.549879005118971e-05
Position 33755: 4.371702512223967e-05
Position 33691: 4.203577182640667e-05
Position 2261: 3.263586996491687e-05
Position 27431: 3.190322770638366e-05
Position 4691: 2.8821318495756536e-05
Position 1788: 2.7364449589949373e-05
Position 1754: 2.65037858557406e-05
Position 27420: 2.4714209145734047e-05
Position 218: 2.357168878718251e-05
Position 4775: 2.1830608996729513e-05
Position 28549: 1.6072653399738972e-05
Position 2355: 1.559565715530512e-05
Position 34212: 1.5145930648472841e-05
Position 1630: 1.4314236032660072e-05
Position 1504: 1.3236344254625596e-05
Position 282: 1.19592852878401e-05
Position 2370: 1.0560405551184068e-05
Position 1532: 1.003242303833882e-05
Position 1379: 9.229718215578135e-06
Position 1328: 9.098087917148056e-06
Position 960: 7.6072468945351705e-06
Position 159: 7.278023797116476e-06
Position 2398: 6.691226530863687e-06
Position 1411: 5.93031336511931e-06
Position 1637: 5.640785508224993e-06
Position 2130: 5.25133615452853e-06
Position 1105: 4.9551843262989295e-06
Position 2815: 4.730746089593518e-06
Position 1961: 4.4659325556201005e-06
Position 287: 4.118320781425072e-06
Position 7638: 3.4052293976345224e-06
Position 2211: 3.008662229155385e-06
Position 208: 2.9198443063752394e-06
Position 1903: 2.8513464609081583e-06
Position 6771: 2.8306775860360375e-06
Position 1187: 2.6589837469488946e-06
Position 6750: 2.6345252452161555e-06
Position 29075: 2.5479200777541004e-06
Position 1972: 2.47967606883038e-06
Position 1727: 2.3974099269013772e-06
Position 1358: 2.3095372083476418e-06
Position 1440: 2.23515441865885e-06
Position 2049: 1.7124104080608614e-06
Position 33403: 1.6814004373814345e-06
Position 163: 1.5948787912209818e-06
Position 33482: 1.566948707021074e-06
Position 1121: 1.3904707525245354e-06
Position 786: 1.2607887014414315e-06
Position 1889: 1.1314590467923235e-06
Position 89: 1.010710291178276e-06
Position 2110: 9.426891909383076e-07
Position 1541: 9.28955975268963e-07
Position 1363: 8.122317248722198e-07
Position 26839: 8.005021410508895e-07
Position 26390: 7.822886172759084e-07
Position 167: 7.731610796945008e-07
Position 1611: 5.649465063487234e-07
Position 2950: 5.11748575655291e-07
Position 26433: 4.359277211689784e-07
Position 332: 4.1905386607611965e-07
Position 172: 4.080095086842756e-07
Position 512: 3.879766019791569e-07
Position 26674: 3.3152724858945804e-07
Position 2701: 3.097700890713816e-07
Position 27336: 2.8085713823442816e-07
Position 2688: 2.456071914487891e-07
Position 26781: 2.1242564860322864e-07
Position 26570: 2.0873158378031686e-07
Position 26310: 1.9185628633539895e-07
Position 2813: 1.7998154943936796e-07
Position 2888: 1.199881393202144e-07
Position 26812: 1.0685974202492075e-07
Position 26517: 8.945277142820985e-08
Position 27214: 8.65045627129345e-08
Position 26359: 7.800981124274969e-08
Position 3021: 7.354269352256619e-08
Position 2953: 7.306241855744732e-08
Position 26575: 5.381549596345493e-08
Position 26765: 5.3265245186673366e-08
Position 25994: 4.889398333471923e-08
Position 26395: 4.481272039762371e-08
Position 26485: 3.733379032588007e-08
Position 26719: 2.194780603426717e-08
Position 26641: 1.7088522936338028e-08
Position 26353: 9.76316906079156e-09
Position 33739: 9.254449198194572e-10
Position 25804: 5.4813886406616805e-12
