Gene = FRRS1L
Position 515: 0.001490510483471385
Position 18881: 0.001485513884000156
Position 20741: 0.0013648781630808604
Position 23142: 0.0013226161929242174
Position 17814: 0.001163231241483907
Position 4260: 0.0010454849836716137
Position 1316: 0.001035146559616455
Position 2860: 0.0007802572630988407
Position 18958: 0.0006733335294266852
Position 2261: 0.0006076211967292422
Position 2291: 0.0005283141125783728
Position 2994: 0.00037394753332373193
Position 20306: 0.00036282693719981245
Position 985: 0.00036145932764021873
Position 20448: 0.0003229678956453566
Position 524: 0.00030626897534773986
Position 618: 0.00021500589504959208
Position 2154: 0.00020967842736624857
Position 2183: 0.00020822273656088345
Position 1164: 0.00020748679100456328
Position 18604: 0.00015822616998199658
Position 12800: 0.00015685046258813424
Position 1522: 0.00013005937013738919
Position 2120: 0.00012741865936759762
Position 2081: 0.0001268519701244245
Position 1253: 0.00011317522179091799
Position 1477: 0.00011044253387123033
Position 1937: 0.00010193474487970021
Position 1413: 0.0001012360349427556
Position 1056: 9.937058741602418e-05
Position 17733: 8.449024916155097e-05
Position 2332: 6.675365501503917e-05
Position 13508: 5.373369142972552e-05
Position 511: 4.323453551722408e-05
Position 2197: 4.18465632645834e-05
Position 499: 3.166069649536168e-05
Position 14014: 2.9915385686354606e-05
Position 1902: 2.283891612298421e-05
Position 884: 2.1912561782428387e-05
Position 575: 2.1752524679085295e-05
Position 2048: 2.0358673342379982e-05
Position 1789: 1.7537166380270104e-05
Position 1833: 1.4829932710070809e-05
Position 2493: 1.3302614379803038e-05
Position 3086: 1.0245069983452406e-05
Position 2034: 9.186221544442212e-06
Position 7640: 8.680743509005468e-06
Position 12361: 6.660715388094732e-06
Position 3546: 6.0619928030673704e-06
Position 1453: 5.439207974494087e-06
Position 3247: 5.238075135608317e-06
Position 1886: 4.694609357527025e-06
Position 3573: 4.624080465015617e-06
Position 2551: 4.519538923843446e-06
Position 7533: 4.333554009338471e-06
Position 913: 4.24944135515264e-06
Position 863: 3.516177221765799e-06
Position 2136: 3.5093929448931993e-06
Position 3685: 3.0469287434561092e-06
Position 4982: 2.7091860489758083e-06
Position 234: 2.5583259464160385e-06
Position 2073: 2.344555554350561e-06
Position 1227: 2.3163834154596285e-06
Position 3196: 1.974737454104352e-06
Position 3870: 1.6700852649719049e-06
Position 1285: 1.5034021757896628e-06
Position 1842: 1.3561695848179215e-06
Position 1166: 1.3512440687137888e-06
Position 5841: 1.32233421810205e-06
Position 2267: 1.070904194783052e-06
Position 1372: 9.253238044159173e-07
Position 1124: 8.689609403094215e-07
Position 3933: 6.663053958785895e-07
Position 1184: 2.3515669893214738e-07
Position 550: 2.3374631364155965e-07
Position 238: 2.0123741287492527e-07
Position 753: 1.8642974398751358e-07
Position 1494: 1.8166414865134217e-07
Position 580: 1.267042650410271e-07
Position 1210: 5.328577307450717e-10
Position 1058: 4.588597432580147e-11
Position 1272: 4.060315133567196e-11
Position 1320: 4.043749689850382e-11
Position 1197: 2.5621032618183113e-11
Position 1079: 2.107507023626512e-11
Position 557: 1.963189225360928e-11
Position 463: 1.5900807010321917e-11
Position 1140: 1.4609956954515192e-11
Position 1258: 1.3717639020319446e-11
Position 1204: 1.272220000240219e-11
Position 531: 1.1789138009880064e-11
Position 1038: 1.1609452422133437e-11
Position 386: 1.0889981162477841e-11
Position 173: 1.0702876676383456e-11
Position 486: 9.367003142496261e-12
Position 1043: 7.896455061498352e-12
Position 123: 6.9761862018086266e-12
Position 536: 6.318591159833971e-12
Position 526: 4.6882483699655435e-12
Position 359: 4.63657134215118e-12
Position 389: 3.4111620649085744e-12
Position 468: 2.3813816339126294e-12
Position 929: 1.7308785287228156e-12
Position 466: 1.4245876765200255e-12
Position 448: 1.3128525062471152e-12
Position 915: 9.769701095712617e-13
Position 476: 4.716977009629454e-13
Position 314: 3.4490851734724137e-13
Position 714: 2.2573411936940892e-14
Position 678: 1.5739926112723397e-14
Position 480: 1.1910903230476543e-14
Position 545: 1.1368896850528066e-14
