Gene = MPC2
Position 3238: 0.00565469238692882
Position 3258: 0.005411737213110142
Position 16485: 0.005155364790023541
Position 17181: 0.0048648829110902155
Position 9828: 0.004492362920550236
Position 18634: 0.004441319748874255
Position 5285: 0.004224376082621045
Position 18239: 0.004153402812891288
Position 5337: 0.0040317397397611815
Position 16571: 0.004018286291469887
Position 6221: 0.0038630542563584626
Position 18445: 0.0036046682070391004
Position 12503: 0.0034655109722464893
Position 3449: 0.0033056556229787096
Position 7354: 0.0029662209120962083
Position 15930: 0.002934142505567665
Position 16033: 0.002747018329927429
Position 5300: 0.0027220585271376073
Position 916: 0.002675648382915934
Position 16030: 0.002672415108555765
Position 16504: 0.002520260158868668
Position 1681: 0.0024897534295960613
Position 17572: 0.0024720708106755213
Position 857: 0.0022199192944721722
Position 16648: 0.0022039250255751035
Position 1046: 0.001804567546233023
Position 6389: 0.001758805847711345
Position 16351: 0.0012918300903944275
Position 17148: 0.001266198617859625
Position 17108: 0.0012122595298107485
Position 17062: 0.0011629460479549605
Position 5353: 0.0011535240533528549
Position 2482: 0.0011169833787393307
Position 1011: 0.0008951573308089461
Position 3477: 0.0008665163230618384
Position 16717: 0.0008024581879433096
Position 11659: 0.0006853909725029241
Position 3491: 0.0006695601424136408
Position 3424: 0.0005888535639949916
Position 1144: 0.0005135494403077139
Position 3530: 0.00048038419520380504
Position 17855: 0.00043647908849447426
Position 12906: 0.00040869901933918954
Position 888: 0.00037611372082574623
Position 13956: 0.00035756458182044685
Position 579: 0.00023510124811508264
Position 715: 0.0002289051393397647
Position 2224: 0.00021252999594602344
Position 11886: 0.00018856899755521355
Position 2096: 0.00016570917108518405
Position 141: 0.00016268960749603326
Position 11740: 0.000142481664760926
Position 398: 0.000136540451323501
Position 12180: 0.00013558635066535687
Position 15604: 0.00012990829528588516
Position 898: 0.00012777573881318956
Position 1436: 0.00010776986295421742
Position 431: 0.00010631925548825876
Position 2575: 8.997999866979802e-05
Position 2177: 8.588411072747749e-05
Position 1555: 8.281241554376827e-05
Position 2159: 6.824421428653813e-05
Position 145: 6.596601904554789e-05
Position 1396: 6.482894821975777e-05
Position 1968: 6.264821654207042e-05
Position 12099: 6.137304039821874e-05
Position 13784: 5.615933979740925e-05
Position 12055: 5.599737385243218e-05
Position 2221: 5.242792184959959e-05
Position 682: 5.187465694695496e-05
Position 494: 4.924505047547301e-05
Position 11637: 4.705164696717229e-05
Position 452: 4.700338366259805e-05
Position 13023: 4.647466807960076e-05
Position 743: 4.314891347936262e-05
Position 2141: 3.96207036163707e-05
Position 374: 3.94824260403807e-05
Position 256: 3.673139438714945e-05
Position 806: 2.9088724989881917e-05
Position 1201: 2.6702409252285373e-05
Position 12040: 2.4011842429580746e-05
Position 1732: 1.5607444235515684e-05
Position 3395: 1.2788246503443297e-05
Position 6683: 1.2031667702876361e-05
Position 1238: 1.2020115877402432e-05
Position 3234: 1.1277574133001238e-05
Position 3398: 1.106061265596187e-05
Position 843: 1.0080718205602116e-05
Position 2114: 1.0052635778128828e-05
Position 729: 8.53616676416918e-06
Position 5484: 8.003879922884784e-06
Position 1639: 7.50624650973597e-06
Position 2607: 6.917308519824124e-06
Position 2341: 6.732491781897423e-06
Position 686: 6.580428138406106e-06
Position 2055: 5.496053617065427e-06
Position 1530: 5.401325784716963e-06
Position 304: 5.3551857211924994e-06
Position 220: 4.986834824938151e-06
Position 4131: 4.657865107908253e-06
Position 967: 4.6431410202419336e-06
Position 1642: 4.485173273592592e-06
Position 2201: 4.241373967317628e-06
Position 436: 3.929542483605552e-06
Position 8207: 3.757727458062119e-06
Position 4430: 3.550603976985727e-06
Position 1113: 3.284123767422631e-06
Position 1738: 3.2057356467436183e-06
Position 4014: 3.1792604997390407e-06
Position 7612: 2.9300177902899773e-06
Position 410: 2.7439160979414207e-06
Position 1150: 2.4566620756438313e-06
Position 1343: 2.2138725564689476e-06
Position 4730: 1.8791823008144704e-06
Position 2790: 1.867926209347948e-06
Position 1174: 1.5769936241207073e-06
Position 513: 1.3940471279915879e-06
Position 756: 1.0578062360975812e-06
Position 1872: 8.553693684573428e-07
Position 400: 8.37875616706917e-07
Position 3004: 6.596170487607904e-07
Position 509: 4.2409769944208535e-07
Position 1908: 4.16646520629557e-07
Position 1280: 4.1171779247411994e-07
Position 2891: 3.4032748912411635e-07
Position 1003: 2.738633171508684e-07
Position 159: 1.9989942154110445e-07
Position 111: 1.7459805090653331e-07
Position 1719: 9.918090058823661e-11
Position 1683: 9.747735589055411e-11
Position 1323: 2.0372241046763403e-11
