Gene = CDCA8
Position 2322: 5.584963382124761e-05
Position 668: 5.19474913550622e-05
Position 663: 4.322890210067279e-05
Position 63: 4.158010113772386e-05
Position 20: 3.468078205802919e-05
Position 91: 3.384729584045803e-05
Position 1507: 3.19251826115194e-05
Position 2588: 3.090265381017791e-05
Position 85: 2.9473057557926687e-05
Position 401: 2.324274767355307e-05
Position 55: 1.821237114142044e-05
Position 30: 1.6386155833920443e-05
Position 194: 1.1271487988193265e-05
Position 146: 9.195448161453417e-06
Position 16106: 8.635070152498158e-06
Position 361: 6.2624872927433805e-06
Position 74: 5.906291093486622e-06
Position 188: 3.887463856240468e-06
Position 3622: 3.7454262491838e-06
Position 69: 2.812555342322121e-06
Position 33: 6.949228815050448e-07
Position 165: 4.0794980702235403e-07
Position 3722: 3.8035113969354093e-07
Position 300: 3.517207393221317e-07
Position 218: 2.4309732096770763e-07
Position 540: 5.951515633037565e-08
Position 382: 5.311011782510795e-08
Position 292: 4.145199339319872e-08
Position 207: 3.699547778514555e-09
Position 452: 1.4095430128661623e-09
Position 295: 1.3029536080675412e-09
Position 466: 1.093514739107006e-09
Position 459: 9.65759086893467e-10
Position 461: 6.097259662849907e-10
Position 512: 5.083180208240819e-10
Position 865: 4.395195667766434e-10
Position 1082: 3.564641584946667e-10
Position 902: 6.123096740878823e-11
Position 921: 3.1585355398666415e-11
Position 761: 2.349956353635736e-11
Position 699: 5.439248897569001e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 486: 0.9983995901656735
Position 257: 0.9637864289990887
Position 14559: 0.8752378967398272
Position 6486: 0.8235154124871253
Position 8017: 0.7984690067525875
Position 15903: 0.7778154098397495
Position 10833: 0.6920700133295682
Position 9335: 0.6577914926539548
Position 5589: 0.4012736356188965
Position 13022: 0.24858374987969173
Position 4386: 0.14206224482055482
Position 3491: 0.14196425717860717
Position 16279: 0.12272751873098202
Position 4301: 0.11795445863868083
Position 7921: 0.11635245238784361
Position 12695: 0.11186094894675193
Position 9313: 0.09671790869234115
Position 6185: 0.0858114318922984
Position 9924: 0.08082519163399071
Position 7985: 0.07290854386718017
Position 14802: 0.07117536531012934
Position 15291: 0.06850683993475895
Position 6221: 0.0669749144165823
Position 13239: 0.049628269320374514
Position 12692: 0.036696668779079074
Position 12250: 0.031086457760197157
Position 4368: 0.030271413627381765
Position 10862: 0.028605550890552747
Position 4360: 0.02726185590862331
Position 283: 0.02558561097691633
Position 10016: 0.02063605972202312
Position 5878: 0.019594586025852637
Position 5556: 0.014859883792149777
Position 15623: 0.014537024672108476
Position 10698: 0.014489242142333077
Position 16799: 0.01428006077682867
Position 12414: 0.014271862609746255
Position 4311: 0.013944828454044841
Position 6741: 0.010586395557879583
Position 16732: 0.010142773033653874
Position 5777: 0.010100322986275582
Position 6402: 0.009969176071399822
Position 7593: 0.0096203376342249
Position 4615: 0.009574093779803188
Position 3468: 0.009558169764808883
Position 14777: 0.008647914367445837
Position 6898: 0.008442354568882244
Position 3776: 0.00842666752077233
Position 3754: 0.00801651357979849
Position 8308: 0.007809800608086856
Position 2190: 0.007572020353322057
Position 14368: 0.007315684181080348
Position 4179: 0.00724826410109641
Position 9642: 0.006045501171223773
Position 15765: 0.005942909002473733
Position 16141: 0.005772239962773398
Position 14421: 0.004697787332969915
Position 7903: 0.004239648654002016
Position 15926: 0.004215085043456836
Position 2061: 0.0041703589675736175
Position 10917: 0.004140776390198607
Position 8186: 0.004042252017049572
Position 9895: 0.0036980998550481137
Position 14825: 0.003677034510524409
Position 12895: 0.0035847246894754443
Position 2502: 0.0035333451462303774
Position 4411: 0.003425804852974094
Position 7739: 0.003276714582647635
Position 10701: 0.0031351653991804522
Position 5440: 0.003109362670629606
Position 6456: 0.0027849581931508353
Position 3438: 0.0026467477625121538
Position 10904: 0.0023872092519290774
Position 12465: 0.002354706881478281
Position 16018: 0.0022287834119684175
Position 15807: 0.002120494368537414
Position 5654: 0.0019279207014140116
Position 5257: 0.0016596629430106462
Position 16312: 0.0016353790130065541
Position 8025: 0.0016148870020857025
Position 5423: 0.001559081419423436
Position 9856: 0.0015454253818738988
Position 3942: 0.0014897228203922285
Position 2458: 0.0014847365847883535
Position 6006: 0.001398330821747479
Position 15929: 0.0012678697377053554
Position 14852: 0.0012289622070790793
Position 5523: 0.001212229677099869
Position 4395: 0.001190665674666585
Position 8034: 0.0011411624823587062
Position 8195: 0.0010882930657915482
Position 15684: 0.001076743741116107
Position 13308: 0.001023725618004908
Position 15111: 0.0010102338392465834
Position 8465: 0.0010044056120091188
Position 2625: 0.0009590569553477269
Position 3285: 0.000949575221344956
Position 4085: 0.0009350975788565877
Position 4722: 0.0009178602460562397
Position 7685: 0.0009008998787202268
Position 7952: 0.0008770279241982649
Position 14996: 0.0008464646875586692
Position 5290: 0.0008348916083473573
Position 5293: 0.0008285346372308344
Position 5661: 0.0007770082398941817
Position 10676: 0.0007591123571223651
Position 1471: 0.0007527094500500165
Position 8485: 0.0007435377508268878
Position 16679: 0.0007298924918778812
Position 15108: 0.0007296718818626681
Position 12274: 0.0007024586947869104
Position 15459: 0.0007011014177911064
Position 4444: 0.0006983098758555351
Position 13413: 0.0006178003395005809
Position 7718: 0.0006120710173069737
Position 16650: 0.0006095808554810114
Position 4423: 0.0005938197481604459
Position 9900: 0.0005935310704450476
Position 16623: 0.0005858116945603311
Position 12631: 0.0005821979310781547
Position 3389: 0.0005476910497982287
Position 14713: 0.0005066856912087097
Position 3511: 0.0004520576411047062
Position 503: 0.00044311218125829305
Position 3557: 0.0004176927822309636
Position 536: 0.00039284800814090646
Position 8489: 0.000388111086945749
Position 11701: 0.00036479545009580124
Position 864: 0.00033329020123944603
Position 5202: 0.00030875914981877726
Position 8556: 0.0002830245606701128
Position 4420: 0.00028130871050934745
Position 581: 0.00027192530028606496
Position 5914: 0.0002694807818219046
Position 2273: 0.00026567905455232615
Position 3847: 0.0002498636824593433
Position 5695: 0.00021337840529894335
Position 12324: 0.0002011435947058959
Position 8671: 0.0001911357054644499
Position 1401: 0.00018877418167101146
Position 15127: 0.00018526357875733952
Position 2542: 0.00017885470737418266
Position 4130: 0.00017545666403214537
Position 12013: 0.00016516927705217344
Position 3232: 0.00015860874809538907
Position 9968: 0.00014502318093133167
Position 4145: 0.0001373092502017762
Position 3880: 0.00012668379941196907
Position 3274: 0.00012605211667878375
Position 4196: 0.00012175575487595741
Position 3198: 0.00011539039479416286
Position 4133: 0.00011265024377425371
Position 2861: 0.00011004817266275398
Position 8188: 0.00010771003111984044
Position 4229: 0.00010280663799463074
Position 351: 9.914730722270087e-05
Position 10160: 8.774964453364114e-05
Position 3908: 8.475771817962576e-05
Position 2349: 8.06631707814911e-05
Position 13005: 7.403531883297088e-05
Position 3267: 7.141648295642731e-05
Position 516: 6.920366611462847e-05
Position 2391: 6.517709218810133e-05
Position 1352: 6.228056010575863e-05
Position 2366: 6.164594520002121e-05
Position 11049: 5.919776290161826e-05
Position 2513: 5.6343103784900324e-05
Position 3245: 5.6004283967203614e-05
Position 2516: 5.573035806136536e-05
Position 7760: 5.486588657359671e-05
Position 7887: 5.46209002495744e-05
Position 4434: 5.28870018386251e-05
Position 3289: 5.105658311141184e-05
Position 287: 4.6334771698251633e-05
Position 1608: 4.363983356504658e-05
Position 849: 3.8438753033080384e-05
Position 563: 3.766040701171532e-05
Position 8259: 3.6185667309229406e-05
Position 3360: 3.136972720281268e-05
Position 1162: 2.994912420625919e-05
Position 8200: 2.7994301523543113e-05
Position 1958: 2.7755550028467072e-05
Position 3718: 2.5048548797581186e-05
Position 3500: 2.1500333061713802e-05
Position 6382: 2.1388696889349212e-05
Position 218: 2.13551229189351e-05
Position 6945: 1.9640517143921678e-05
Position 2129: 1.9366291445259975e-05
Position 3255: 1.8618994722729215e-05
Position 2308: 1.4314578943636452e-05
Position 3251: 1.3020473655648045e-05
Position 1868: 1.2933867619565051e-05
Position 3317: 1.2064849672884233e-05
Position 1389: 1.1956220080909153e-05
Position 995: 1.180314435429876e-05
Position 1165: 1.095815748947987e-05
Position 1438: 1.0666061828909216e-05
Position 9141: 9.559122582461833e-06
Position 268: 9.4285835568244e-06
Position 325: 8.15888679865708e-06
Position 160: 7.553205414510456e-06
Position 9222: 7.186748602916673e-06
Position 2279: 6.717284207835615e-06
Position 5395: 6.563058167248989e-06
Position 439: 6.4983586658347575e-06
Position 3207: 6.24145472109373e-06
Position 1917: 5.720437441025713e-06
Position 3210: 5.2985443056138755e-06
Position 3133: 5.2863123902810175e-06
Position 1191: 3.941822778239704e-06
Position 1360: 3.831496067548702e-06
Position 3666: 3.723507519444209e-06
Position 3721: 3.477534879395197e-06
Position 1488: 2.8901509321189876e-06
Position 1015: 2.6394318210641282e-06
Position 2570: 2.610211538320414e-06
Position 2901: 2.3680001665874605e-06
Position 9805: 2.330471990407093e-06
Position 295: 2.129744592883434e-06
Position 308: 2.0752147092684823e-06
Position 512: 2.0456751195539822e-06
Position 332: 1.2858745647235316e-06
Position 431: 1.2780156489983421e-06
Position 1099: 1.2064968854139988e-06
Position 9359: 1.1457856542515581e-06
Position 292: 1.1225744807836453e-06
Position 2006: 1.0451182189091082e-06
Position 1082: 1.0069273638098892e-06
Position 1167: 9.470140204899046e-07
Position 1233: 9.146439322608732e-07
Position 4447: 8.887208241306456e-07
Position 2124: 8.561505336589392e-07
Position 2413: 8.101171817279701e-07
Position 520: 7.996901874609976e-07
Position 4183: 7.196528153547583e-07
Position 539: 6.275985032271732e-07
Position 2071: 5.988046137470406e-07
Position 1657: 5.729820982618363e-07
Position 1572: 5.368212658931582e-07
Position 1217: 5.331262200666818e-07
Position 1655: 4.781423475574937e-07
Position 1496: 4.419756632784082e-07
Position 125: 3.3823662393731805e-07
Position 3883: 3.1316743631288344e-07
Position 745: 3.0627784699640814e-07
Position 524: 3.592118814604221e-08
Position 366: 3.364358107659289e-08
Position 140: 2.7268347061282954e-08
Position 101: 1.8150826321173455e-08
Position 129: 1.504884243834634e-08
Position 371: 2.2502405195808156e-09
Position 378: 2.029448587046377e-09
Position 593: 2.499145353515876e-10
Position 103: 2.4217525703141004e-10
Position 714: 1.2411767654347614e-11
Position 681: 1.0370343086111681e-11
Position 968: 7.065174023492527e-12
Position 875: 3.8798321769740436e-12
Position 685: 2.0369900995968785e-12
Position 696: 1.7934361906372324e-12
Position 667: 9.959630406598672e-13
Position 997: 9.646605528403958e-13
Position 650: 2.6507574066313905e-13
Position 620: 2.2096645940979701e-13
Position 921: 3.378331678146803e-14
Position 645: 3.2037714951422535e-14
Position 881: 1.4675790823905752e-14
