Gene = CAAP1
Position 6820: 0.011306215856330905
Position 17425: 0.010006620899491
Position 10623: 0.009759029199903945
Position 5135: 0.008628271163916118
Position 13992: 0.008420723180105852
Position 9672: 0.007968465939382066
Position 4393: 0.007768861008769899
Position 4349: 0.0076971251362556005
Position 7148: 0.007502482985413762
Position 5393: 0.007420163331678024
Position 9135: 0.007385537884651404
Position 12382: 0.0066048645337180665
Position 5103: 0.006509296876209725
Position 8670: 0.00623848586586011
Position 4723: 0.005901379452798191
Position 9206: 0.005385617795894805
Position 10287: 0.0053257257415258545
Position 8106: 0.005024421362713593
Position 2372: 0.004763442942809452
Position 8758: 0.004323999774783452
Position 4433: 0.004267394688217955
Position 6559: 0.004208033569863568
Position 12573: 0.004049263396637925
Position 10231: 0.00402251653388081
Position 7035: 0.004013250068238654
Position 6316: 0.004005377491501224
Position 10647: 0.003780793779566776
Position 2460: 0.00345678596150616
Position 5619: 0.0032963004124059742
Position 6855: 0.0032894374750577545
Position 5757: 0.003174717694091164
Position 5450: 0.003128511194126663
Position 6048: 0.0030787459189236116
Position 11325: 0.003068550727547551
Position 14948: 0.002922937180281305
Position 4837: 0.0027338390887071493
Position 14017: 0.0026885586680688773
Position 11397: 0.0026864501207255914
Position 9961: 0.0026338711897836544
Position 3392: 0.0026186193995765944
Position 2409: 0.0026100410138600256
Position 4983: 0.002556787000876565
Position 8225: 0.002541093682740092
Position 13956: 0.0025303030585755726
Position 4415: 0.0025105099257522728
Position 10874: 0.0025049101179723055
Position 3554: 0.0024638766550102937
Position 11204: 0.002443409153157884
Position 1862: 0.00227221888469298
Position 7839: 0.0021226143030760756
Position 1025: 0.0021009545816258715
Position 11050: 0.0019410253167822828
Position 4153: 0.0017458230201615236
Position 8393: 0.0017011573111241217
Position 6867: 0.001673646929611517
Position 8640: 0.0016708849706499065
Position 10264: 0.0016272706819269126
Position 2238: 0.001351970234587711
Position 12897: 0.0012966066699202276
Position 13252: 0.0012868514355109883
Position 8564: 0.0011817226573525525
Position 5346: 0.0010806425423871384
Position 9569: 0.0010165989249352272
Position 8689: 0.0009791390166385015
Position 6450: 0.0009727112049933823
Position 9032: 0.0009306875544333906
Position 4713: 0.0009212510052448147
Position 750: 0.0009011818826692939
Position 6651: 0.0008056996767797103
Position 5341: 0.0008036025309828924
Position 5360: 0.0008024794419832626
Position 4511: 0.0007882723548243446
Position 5693: 0.0007353396001027864
Position 3413: 0.0007175452500498873
Position 4313: 0.0006827005112401021
Position 5411: 0.0006387054960005468
Position 11580: 0.0006278463731776378
Position 6338: 0.000624350356221989
Position 4855: 0.0006009270416049756
Position 4244: 0.0005785114720411246
Position 5783: 0.0005659511744640248
Position 2510: 0.00051370588973758
Position 3885: 0.0005015466677024299
Position 6628: 0.000490817896863398
Position 10601: 0.00047644091438702786
Position 6205: 0.00047331489501887554
Position 3172: 0.00040965914440663567
Position 2024: 0.0004086914529674023
Position 10234: 0.00039240122881724473
Position 10164: 0.00038260857469382193
Position 2652: 0.000369947775817638
Position 7197: 0.00032557886015365683
Position 4062: 0.00031251764199768174
Position 5676: 0.0003061215531900575
Position 7411: 0.00030027734181618446
Position 5174: 0.0002999859991037845
Position 5759: 0.0002874895253865868
Position 1625: 0.00028704693428191404
Position 9327: 0.00028654225504399263
Position 2600: 0.00027937338374491597
Position 8192: 0.0002735410223128042
Position 6239: 0.000269072811194204
Position 9420: 0.00026360632439747985
Position 4113: 0.00023316428451479338
Position 4548: 0.00023245455717123774
Position 3388: 0.0002154785613493412
Position 1707: 0.00021356107982439064
Position 4936: 0.00019651442126034552
Position 1886: 0.00018102900163273424
Position 2027: 0.0001737783938901524
Position 2943: 0.0001634146114019176
Position 7228: 0.00015332580695038363
Position 821: 0.00014933847987072153
Position 8065: 0.00014394863947790373
Position 7181: 0.00014238971004439593
Position 5007: 0.0001389723275764045
Position 8171: 0.00012649702057389834
Position 8675: 0.00011902598537291726
Position 676: 0.00011592537307838226
Position 5993: 0.00011392990016315025
Position 5196: 0.00010675360080515848
Position 5397: 0.00010613871722078621
Position 2344: 0.00010483410839406043
Position 4958: 8.387755917668272e-05
Position 5833: 7.950481595846821e-05
Position 2694: 7.925117810177857e-05
Position 4098: 7.66752702243616e-05
Position 1532: 7.13776684206408e-05
Position 5357: 6.72532164949963e-05
Position 1219: 6.634250155809952e-05
Position 8312: 6.442677145696586e-05
Position 4941: 5.245633160017252e-05
Position 3531: 4.993318487473461e-05
Position 834: 4.763280534626608e-05
Position 893: 4.721189669463273e-05
Position 8164: 4.5894264296557775e-05
Position 5601: 4.190048727958123e-05
Position 3580: 3.868818168865406e-05
Position 8327: 3.638282820871908e-05
Position 5491: 3.6313997533491115e-05
Position 771: 3.436573350798537e-05
Position 1382: 3.38194959450786e-05
Position 1140: 2.0994548936083905e-05
Position 841: 1.9577916782767024e-05
Position 2272: 1.90910740393075e-05
Position 321: 1.574165216116544e-05
Position 270: 1.4592387775484527e-05
Position 388: 1.0288160470787204e-05
Position 4201: 7.328400104738025e-06
Position 6520: 6.708463637555283e-06
Position 540: 4.499313890150784e-06
Position 8252: 4.470138788405893e-06
Position 5434: 4.4460762385010955e-06
Position 6470: 3.2697124996792365e-06
Position 521: 2.3442225080248967e-06
Position 1278: 2.3170125886813397e-06
Position 5255: 1.4173607516441326e-06
Position 1732: 1.296150594102976e-06
Position 1942: 1.067964336905263e-06
Position 369: 1.0310235266047607e-06
Position 870: 9.026673143189496e-07
Position 1373: 8.836923092016375e-07
Position 8249: 7.63637711226221e-07
Position 5453: 6.408296009159944e-07
Position 1868: 6.185100638108618e-07
Position 2208: 5.419198024584343e-07
Position 1681: 5.37214573851459e-07
Position 1711: 5.36869026398095e-07
Position 1079: 4.925086468328915e-07
Position 2004: 4.90580645684154e-07
Position 2029: 4.5478271174646265e-07
Position 2168: 4.3747188731350233e-07
Position 2049: 3.582642146360255e-07
Position 1960: 3.411465410567544e-07
Position 988: 3.326298012768788e-07
Position 505: 2.8795439379574487e-07
Position 1790: 2.709543339775158e-07
Position 1630: 2.63455000389472e-07
Position 8416: 2.5899040797824244e-07
Position 391: 2.5890107092886913e-07
Position 922: 2.438676199265795e-07
Position 472: 2.3709153134772525e-07
Position 714: 1.453034528616128e-07
Position 490: 1.2758611881127108e-07
Position 303: 1.0394288551255656e-07
Position 3195: 4.5213941954527227e-08
Position 2670: 3.830150512645913e-08
Position 333: 2.4109281585723847e-08
Position 2789: 2.271538656406545e-08
Position 2939: 1.5712693464965443e-08
