Gene = PTRH1
Position 159: 2.4623424248505396e-08
Position 310: 3.105624588313031e-09
Position 705: 2.7985961265880807e-09
Position 175: 2.1996499382223468e-09
Position 321: 1.0393029701979446e-09
Position 190: 9.846341362087502e-10
Position 331: 8.483450257266847e-10
Position 180: 2.423369292585777e-10
Position 169: 8.630310607693943e-11
Position 317: 8.550023840119812e-11
Position 367: 3.57458309197565e-11
Position 141: 1.1484751604842084e-13
Position 121: 4.673758294377935e-15
Position 94: 2.5203088699227393e-15
Position 103: 1.4233250598477596e-15
Position 113: 1.4035822581571348e-15
Position 130: 6.460728504720158e-16
Position 89: 6.841534223481782e-17
Position 110: 3.825576678375141e-17
