Gene = CASD1
Position 12904: 0.008387135823847956
Position 2043: 0.008368262856552093
Position 29509: 0.00817162073665401
Position 6799: 0.008156655473727353
Position 8017: 0.007768086608422392
Position 34666: 0.007547868962609514
Position 2121: 0.007421180629003906
Position 927: 0.006796973132586311
Position 27673: 0.006645063959887362
Position 33430: 0.006641309223927686
Position 1724: 0.006559737676675268
Position 18726: 0.005944274629232969
Position 1045: 0.0053552148687694935
Position 6681: 0.0051455535714545805
Position 1684: 0.00507417925996525
Position 29004: 0.004895725743496485
Position 44907: 0.004753377626775504
Position 5114: 0.004505699069448161
Position 208: 0.004406274458733962
Position 7792: 0.0040326610637419
Position 42375: 0.004007107161144905
Position 43326: 0.003987862070823191
Position 2058: 0.003909568340147907
Position 18890: 0.003812458042403051
Position 8289: 0.0037625673100254177
Position 44924: 0.003614283168871346
Position 11180: 0.0033394348370348885
Position 2818: 0.003334035147702501
Position 7960: 0.003239555216662398
Position 2497: 0.003101025117020424
Position 30002: 0.0030717670586907853
Position 28964: 0.0030648698228724677
Position 42052: 0.00293373225112383
Position 7020: 0.002879290521757448
Position 5132: 0.00283659787243308
Position 8427: 0.0028261594302199664
Position 43724: 0.002462833639385047
Position 13850: 0.0024074586818884744
Position 2027: 0.002341318085041905
Position 2356: 0.0022608725355048403
Position 13242: 0.002239013766796892
Position 41838: 0.002126017774484012
Position 2154: 0.0021214969607164895
Position 278: 0.0020562897019877776
Position 2055: 0.0020451674649126462
Position 18910: 0.0019602113209856702
Position 24393: 0.0017429647744968883
Position 42090: 0.0017180310186167113
Position 2576: 0.0016116930767096642
Position 944: 0.0016052859048193405
Position 42861: 0.0015426213664479075
Position 43861: 0.001445978190704777
Position 24413: 0.001374250941900514
Position 37273: 0.0012839642640308803
Position 8356: 0.0012713660856468751
Position 2494: 0.0012045047079962859
Position 7981: 0.0011412936093128934
Position 29622: 0.0010865971733662874
Position 13342: 0.0010533179569945992
Position 36982: 0.0010427244580770898
Position 2544: 0.001014411703686667
Position 339: 0.0009957488194084257
Position 2696: 0.0009572867740832025
Position 8649: 0.000923721969236082
Position 987: 0.0008178059178812236
Position 2524: 0.0007851708145026893
Position 14143: 0.0006905366058241932
Position 2094: 0.0006433995642768512
Position 2922: 0.0005939491720710317
Position 8451: 0.000583006685165946
Position 2868: 0.0005442338424138505
Position 43315: 0.0005067082265850123
Position 8804: 0.00047181009917959756
Position 2541: 0.0004478397628954943
Position 2749: 0.000432582404230051
Position 42629: 0.00038655498824626574
Position 45166: 0.00035269338082565406
Position 44550: 0.0003337324133298183
Position 13925: 0.0003214921034728138
Position 13881: 0.00028161762691659005
Position 42330: 0.0002671292794770114
Position 286: 0.0002021509383646594
Position 42002: 0.00019759396569977587
Position 36213: 0.00017680292011286084
Position 24882: 0.00015306109266782352
Position 1462: 0.00014643982922853084
Position 41906: 0.00014414983013649271
Position 24175: 8.272523969476769e-05
Position 24195: 5.935716574158571e-05
Position 24975: 5.5671503008885124e-05
Position 24833: 5.266121463968062e-05
Position 8552: 4.153716205448832e-05
Position 24080: 4.112758450803021e-05
Position 24389: 4.081222210644112e-05
Position 24083: 3.977680167299287e-05
Position 1411: 2.2496321162121294e-05
Position 41911: 1.9690628697519043e-05
Position 1396: 1.7272424755898663e-05
Position 1557: 9.687212910493244e-06
Position 875: 7.554445018797786e-06
Position 1632: 4.68238385874671e-06
Position 566: 4.318105368910196e-06
Position 449: 3.84139925123151e-06
Position 389: 3.5954073911682167e-06
Position 569: 3.372985767877395e-06
Position 1362: 2.8829630825441864e-06
Position 767: 2.4961126713588756e-06
Position 1084: 2.3356318902033197e-06
Position 316: 2.2076980198247566e-06
Position 796: 1.947824909941104e-06
Position 1130: 1.855651310456181e-06
Position 1428: 1.469857673330545e-06
Position 1031: 1.3063761772122897e-06
Position 556: 1.2324067011325453e-06
Position 890: 1.151119334424076e-06
Position 1256: 1.1275744834902041e-06
Position 697: 1.0802208690373224e-06
Position 619: 9.187379919750082e-07
Position 355: 8.969406578483563e-07
Position 1057: 7.508595825083678e-07
Position 1437: 7.239359167002209e-07
Position 1473: 7.198502717768929e-07
Position 748: 6.528861211933086e-07
Position 223: 6.290484445714419e-07
Position 1089: 5.476059842192281e-07
Position 217: 2.987344003871829e-07
Position 650: 2.1427666482733997e-07
Position 8606: 1.9038124968034488e-07
Position 36349: 1.7968988402588352e-07
Position 604: 1.3550324007369456e-07
Position 997: 7.060308487122593e-08
Position 1018: 6.431192294940696e-08
Position 322: 6.156142237243847e-08
Position 584: 5.344919823915817e-08
Position 951: 3.933690957919034e-08
Position 849: 3.779021096398878e-08
