Gene = WASH1
Position 12511: 9.160423044541811e-09
Position 51: 4.2103011289924375e-09
Position 44: 3.917994681419847e-09
Position 672: 1.324965776089689e-09
Position 626: 2.9092235467023367e-11
Position 400: 2.5814484955173076e-11
Position 432: 9.300718145923797e-12
Position 402: 5.580476756003455e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11564: 0.9912022796689534
Position 12259: 0.9159570090049729
Position 14589: 0.9039385887252063
Position 12862: 0.8637835990778501
Position 13734: 0.7392331207258215
Position 11071: 0.7270753337555437
Position 4734: 0.6826929005198203
Position 12572: 0.6358568558288179
Position 14798: 0.49417740193581366
Position 12532: 0.31788883491090736
Position 4773: 0.25349790020615476
Position 11246: 0.2403767656381852
Position 13958: 0.23866555007416657
Position 13677: 0.19686090090285058
Position 13317: 0.19067673836897564
Position 10231: 0.17850508461798392
Position 11883: 0.166402488771632
Position 4273: 0.15095525395488776
Position 8603: 0.12749321962948995
Position 12916: 0.09881403312238429
Position 7020: 0.08815359955602577
Position 14890: 0.08680878766617853
Position 10147: 0.07445260887119516
Position 10301: 0.07417587911686807
Position 4343: 0.07394908977832297
Position 5471: 0.05962555599991317
Position 13210: 0.05491838348727962
Position 10338: 0.05172287379103229
Position 14317: 0.047617059537645015
Position 11800: 0.04327835822963943
Position 1369: 0.04193460780610679
Position 4103: 0.03787891669455783
Position 14959: 0.03656841429203911
Position 4802: 0.0365018089195046
Position 10126: 0.03469780023956443
Position 1496: 0.02914988627805055
Position 14734: 0.028943769486394783
Position 11259: 0.023711653475323766
Position 14784: 0.02152133226674284
Position 13938: 0.019474226861954026
Position 14568: 0.017296300905819947
Position 14861: 0.01704621677033506
Position 12839: 0.015948674710282742
Position 10988: 0.015130839266670196
Position 4293: 0.014035813265729266
Position 4806: 0.01126878724477925
Position 10486: 0.011128317844110827
Position 14893: 0.011048592566903728
Position 10872: 0.01033445135932375
Position 13479: 0.010150596241354124
Position 14995: 0.009763270212102335
Position 13338: 0.009696481124970504
Position 12679: 0.009330188743988967
Position 10810: 0.008947870369312253
Position 1246: 0.00869796680743526
Position 12611: 0.00836988018543094
Position 12600: 0.007862870859188133
Position 11889: 0.007610501408695379
Position 4201: 0.007570057419988802
Position 4760: 0.007148171467945628
Position 12973: 0.0071065232971018796
Position 13766: 0.00679406615853602
Position 10472: 0.006619709358916066
Position 4130: 0.006535724705465001
Position 13682: 0.006492132391211297
Position 2230: 0.006268416274982572
Position 4069: 0.006069774873128
Position 1291: 0.00582306792978324
Position 12729: 0.005615626919949981
Position 13597: 0.005335527345307089
Position 1982: 0.005235277222928109
Position 11969: 0.0050292185437831255
Position 10698: 0.0047124197580542294
Position 14214: 0.004456962199337895
Position 13638: 0.003842676234977563
Position 14360: 0.003713376209499156
Position 4367: 0.003693993783364192
Position 13529: 0.0033794302388195836
Position 4497: 0.0033530545626295123
Position 14344: 0.0033300539240435816
Position 13494: 0.003129358417825182
Position 243: 0.0030180423547240976
Position 5186: 0.002783699057503701
Position 275: 0.0027812801918963223
Position 14064: 0.00268674043580628
Position 11827: 0.002419350788633235
Position 6153: 0.002395092088940423
Position 11886: 0.002357764649882034
Position 14757: 0.002332810455596309
Position 12370: 0.00231980546128855
Position 13128: 0.0021008925465064955
Position 15173: 0.0020714605738103337
Position 329: 0.002070078777173715
Position 12308: 0.001805043875914046
Position 12170: 0.0017767209039467654
Position 11636: 0.001776569808254864
Position 349: 0.0016369664625135022
Position 4539: 0.0015970966515247037
Position 3892: 0.0015445804003224903
Position 4617: 0.0015429535787274122
Position 14813: 0.0015323255767290464
Position 5930: 0.001523793696213012
Position 5446: 0.0015034347227395023
Position 14899: 0.001477803321473468
Position 4542: 0.001443871105369669
Position 7176: 0.0014291655852383867
Position 14840: 0.0013922971159760406
Position 11922: 0.001390564437213353
Position 11805: 0.0013174203976147924
Position 7106: 0.0012949133629138088
Position 11606: 0.0012452545834955927
Position 7911: 0.0012404102961165845
Position 11595: 0.001207594560442353
Position 258: 0.0010789740247938095
Position 4385: 0.0008774423693878316
Position 3025: 0.0008673629056071854
Position 11544: 0.0008109286136016817
Position 8155: 0.000738214008273324
Position 703: 0.0007002155246329254
Position 5563: 0.0006935816048072743
Position 14965: 0.0006922840418635577
Position 1269: 0.0006272553281248223
Position 11575: 0.0005799017681156355
Position 14843: 0.0005388891592036539
Position 14391: 0.0005232618852648115
Position 2279: 0.00045573898518127507
Position 13170: 0.00045331378170209607
Position 6007: 0.0004230030832348565
Position 2048: 0.00040281416499139266
Position 344: 0.0003827955875916797
Position 1391: 0.0003775514641198903
Position 11987: 0.00035738677121546737
Position 13187: 0.0003542009547306498
Position 383: 0.00034142383363177736
Position 7153: 0.0003339551716708553
Position 2021: 0.00031859440302557104
Position 11944: 0.0003120465376398813
Position 255: 0.00030729553159300303
Position 316: 0.0002891326151668948
Position 11651: 0.0002722343649560082
Position 14529: 0.0002666891309577739
Position 14433: 0.00026310949890900306
Position 12499: 0.000261710694373384
Position 12330: 0.0002378454579448516
Position 14045: 0.00023752414110641523
Position 13990: 0.00020606591335050768
Position 13349: 0.00019567957737665648
Position 5716: 0.00018188561388884464
Position 15175: 0.00018022190530575326
Position 5584: 0.00017241785344249724
Position 1827: 0.00014467254642322352
Position 5208: 0.0001379687417697469
Position 5836: 0.0001310404182390569
Position 323: 0.00013040395145036895
Position 737: 0.00010917854230337577
Position 303: 9.917559281879286e-05
Position 14999: 9.145130098456875e-05
Position 783: 8.965643495901445e-05
Position 6123: 8.479950006335895e-05
Position 11802: 7.81258904462277e-05
Position 15030: 7.649307294796562e-05
Position 5975: 7.601851312248704e-05
Position 13099: 7.173338512062045e-05
Position 5100: 7.164108633591048e-05
Position 12579: 6.912904829618694e-05
Position 299: 6.207467921667897e-05
Position 6861: 5.1752080031750014e-05
Position 5205: 3.805375899073154e-05
Position 5737: 3.416771271255026e-05
Position 5677: 3.39178797080123e-05
Position 11785: 3.242998306699793e-05
Position 6068: 2.740674811129693e-05
Position 12935: 1.692797256484957e-05
Position 2024: 1.3853251067320386e-05
Position 1187: 1.3349715579406875e-05
Position 293: 1.186175385723585e-05
Position 5226: 1.1154968226223837e-05
Position 11668: 9.852063675481557e-06
Position 11479: 9.412801800054801e-06
Position 14088: 9.401938477362146e-06
Position 333: 9.163326135555543e-06
Position 362: 8.935169221945555e-06
Position 4582: 5.608701153543801e-06
Position 5159: 4.380095654543804e-06
Position 3503: 2.419436098959812e-06
Position 1017: 2.1334059437701696e-06
Position 263: 2.045583752644586e-06
Position 579: 1.8056606462354592e-06
Position 426: 1.7028843520842864e-06
Position 3467: 1.26677411417039e-06
Position 582: 1.241307198936327e-06
Position 682: 1.209647351536375e-06
Position 937: 8.170456952369799e-07
Position 940: 7.842709658846955e-07
Position 14073: 7.690545360696271e-07
Position 12871: 7.429367756549641e-07
Position 1751: 7.354303931407721e-07
Position 3400: 6.950201169102087e-07
Position 1052: 6.27537034485903e-07
Position 465: 5.508713314333487e-07
Position 607: 3.5169125291488297e-07
Position 4970: 3.330743559499525e-07
Position 287: 2.837561670573315e-07
Position 422: 1.7442583177108556e-07
Position 335: 1.578328121048954e-07
Position 953: 1.4057815170194406e-07
Position 1519: 1.0748893784501694e-07
Position 5723: 9.721089982139558e-08
Position 5635: 9.370263057638432e-08
Position 1317: 8.591679255963002e-08
Position 11934: 8.461899724727888e-08
Position 1190: 8.432915939595919e-08
Position 415: 8.148965199046228e-08
Position 914: 7.856449499858085e-08
Position 1508: 7.656445329901379e-08
Position 884: 7.31297878767774e-08
Position 444: 6.574557100347386e-08
Position 1403: 6.124659714573321e-08
Position 997: 5.503976078567702e-08
Position 397: 4.8663848265847176e-08
Position 1305: 4.394699522728325e-08
Position 720: 5.398800641305338e-09
Position 346: 4.323549847886111e-09
