Gene = UROD
Position 300: 1.9406319382244918e-05
Position 879: 1.721137311086926e-05
Position 981: 1.5366203579921944e-05
Position 1269: 1.3796067873539801e-05
Position 1341: 1.0615117772806695e-05
Position 187: 7.667725742402656e-06
Position 162: 7.415498896114311e-06
Position 428: 7.345740676984414e-06
Position 1052: 6.049623956347801e-06
Position 1029: 4.421837415903357e-06
Position 456: 3.9606756412928465e-06
Position 26: 3.1751508520987553e-06
Position 546: 3.041929600641634e-06
Position 990: 2.3360774587449093e-06
Position 1031: 2.2463739088057532e-06
Position 86: 1.904961633954806e-06
Position 102: 1.4731923710489446e-06
Position 768: 1.0213400406594038e-06
Position 1196: 1.8988143917827855e-07
Position 439: 1.0659562831581626e-08
Position 506: 3.160286380325236e-09
Position 921: 3.066819004874381e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1144: 0.9316312313837994
Position 2588: 0.8798012596049298
Position 1761: 0.8195306832787641
Position 988: 0.7369336815372624
Position 3189: 0.6408602446528485
Position 2792: 0.6176342522845754
Position 1446: 0.4635819249575839
Position 2336: 0.414782959308124
Position 709: 0.40790826941352637
Position 3166: 0.2760398591434247
Position 2291: 0.21193085906262996
Position 2319: 0.09833061993497484
Position 759: 0.06689396930999453
Position 601: 0.05054243355147607
Position 2300: 0.04196720407395602
Position 2624: 0.033197027006259816
Position 3126: 0.029607682735148414
Position 506: 0.028627289617900904
Position 990: 0.017781677408821424
Position 2177: 0.017510040329365484
Position 716: 0.007748527915761651
Position 1836: 0.007190402619541332
Position 2603: 0.006697209899687638
Position 3345: 0.006471303591970081
Position 2760: 0.006042894024051177
Position 1427: 0.005617118997349059
Position 1068: 0.004803382947600417
Position 2477: 0.004093862238655464
Position 766: 0.004009322706873009
Position 806: 0.003931314305427413
Position 721: 0.003449909484570041
Position 395: 0.0031092346648946985
Position 482: 0.002972040134636709
Position 2566: 0.002819734206357583
Position 1025: 0.002806434207417532
Position 3170: 0.0024436003866357124
Position 3192: 0.002267092608176007
Position 3195: 0.002009384470826031
Position 784: 0.0019517833700421797
Position 2348: 0.0019029101743609385
Position 3404: 0.0017469809381125316
Position 2796: 0.001198714472348616
Position 2767: 0.001130544429528757
Position 2520: 0.0010496911043609252
Position 1483: 0.0008110204431272416
Position 1014: 0.0007803430118389572
Position 1900: 0.0007702179340138138
Position 2823: 0.0007501490249055717
Position 237: 0.0007245789910735949
Position 2045: 0.0007038388004404525
Position 1207: 0.000680129484483875
Position 1108: 0.0006505431280396892
Position 853: 0.0006252714984223931
Position 297: 0.0005987357814821129
Position 3135: 0.0005697274399462833
Position 605: 0.00044993717566496876
Position 525: 0.00038040909370071294
Position 261: 0.000374469575388286
Position 2021: 0.00036463221456307785
Position 3372: 0.0003422126856770574
Position 778: 0.00034105425444766956
Position 411: 0.0003363721247835246
Position 995: 0.000306985701414941
Position 1815: 0.0002483003276324321
Position 2085: 0.00024395631873933376
Position 1120: 0.00023752557234862863
Position 310: 0.00023164797310982235
Position 1543: 0.00020768002198049595
Position 348: 0.00018462371938589628
Position 633: 0.0001751819683356146
Position 654: 0.00015888948162215037
Position 447: 0.00014125230314784843
Position 324: 0.00013060242676783186
Position 3386: 0.00013017749748432436
Position 898: 0.00012847979016168714
Position 1461: 0.00011992299993680019
Position 1044: 0.00011830450327342918
Position 3053: 0.00010186571442792681
Position 423: 8.445123651732632e-05
Position 824: 8.08065174174679e-05
Position 3216: 7.166855827444977e-05
Position 335: 7.004612185291399e-05
Position 657: 6.0509855073375434e-05
Position 3289: 5.123864917700375e-05
Position 959: 5.066461392622529e-05
Position 1564: 4.898414365968372e-05
Position 565: 4.7053109034715506e-05
Position 2670: 4.4148118968573665e-05
Position 872: 4.139414044968132e-05
Position 1231: 3.985017515877126e-05
Position 582: 3.485194204430498e-05
Position 1498: 3.35345901160306e-05
Position 456: 3.1220294672979244e-05
Position 661: 3.0874410275614144e-05
Position 538: 2.8675521385323993e-05
Position 935: 2.8152877001126323e-05
Position 1579: 2.7720892237219108e-05
Position 607: 2.096801640713766e-05
Position 1086: 2.0825760756958414e-05
Position 1706: 1.6910967072881853e-05
Position 1088: 1.6599902720297454e-05
Position 1313: 1.4216374034209774e-05
Position 1645: 1.3612895748483355e-05
Position 803: 1.2350394113100394e-05
Position 1546: 8.82604066815635e-06
Position 857: 7.9925416646426e-06
Position 533: 7.194780082855397e-06
Position 1392: 7.194191264872477e-06
Position 2006: 5.178599753229614e-06
Position 200: 5.104712084818134e-06
Position 428: 3.750186729030531e-06
Position 629: 2.9980377061435574e-06
Position 1094: 2.688588078420151e-06
Position 1269: 2.2676743715602575e-06
Position 950: 1.4610761930197653e-06
Position 665: 1.445666537418677e-06
Position 1274: 1.412738482222095e-06
Position 940: 1.2341220724772613e-06
Position 463: 1.139998905318922e-06
Position 540: 7.711796331620878e-07
Position 556: 4.38848880907945e-07
Position 612: 3.9418610293245496e-07
Position 609: 2.4550719811158297e-07
Position 169: 1.8668757699098816e-07
Position 187: 3.068431350544887e-08
Position 151: 3.009423366476868e-08
Position 558: 2.270883869398899e-08
Position 1349: 3.6587502400837726e-09
Position 1384: 1.1914225371408737e-09
Position 153: 2.585610172564189e-10
Position 143: 1.3478641249933603e-11
Position 108: 1.1369785140885788e-12
Position 102: 1.1362574569267327e-12
Position 125: 2.282571286150607e-13
Position 95: 1.0783383682072029e-13
Position 112: 3.529643241375567e-14
