Gene = ATP6V1A
Position 320: 6.900523873165686e-06
Position 324: 6.453276278300329e-06
Position 414: 5.941932497402947e-06
Position 835: 5.194720290623124e-06
Position 621: 4.940826992633701e-06
Position 1476: 4.644291063301476e-06
Position 516: 3.435666654565264e-06
Position 575: 3.244982027770492e-06
Position 1495: 2.8738231501768912e-06
Position 1499: 2.254131375946224e-06
Position 171: 1.947185685242202e-06
Position 912: 1.586576875582816e-06
Position 586: 9.73666731644428e-07
Position 510: 7.982254961713642e-07
Position 649: 4.781486491008358e-07
Position 492: 4.194179288241755e-07
Position 165: 4.0675580791509496e-07
Position 1337: 1.2605736970390404e-07
Position 780: 1.1933605400066912e-07
Position 733: 1.1262870126239736e-07
Position 157: 5.089283863152985e-09
Position 153: 3.810861377859195e-09
Position 169: 3.5405113355035996e-09
Position 496: 1.6844223615530868e-09
Position 151: 1.497175124729905e-09
Position 132: 8.60846241638089e-10
Position 160: 7.349281735096289e-10
Position 162: 3.2188462220256544e-10
Position 144: 2.4284184813526506e-10
Position 147: 1.6719305849879913e-10
Position 482: 5.1486306725912737e-11
Position 134: 3.044651209085892e-11
Position 94: 1.3228625654191007e-12
Position 91: 1.013468118276265e-12
Position 120: 3.774155423586957e-17
