Gene = GCSAML
Position 1676: 0.0005506724315525278
Position 2207: 0.0005491712441073618
Position 7461: 0.0005267445106131877
Position 1332: 0.0005046203533543473
Position 731: 0.0004956815005307208
Position 16157: 0.0004852216319045877
Position 13711: 0.00040985417212010124
Position 1342: 0.0003291874786948893
Position 13896: 0.00031580900188994893
Position 13613: 0.0002665436010553733
Position 3876: 0.0002455231986524922
Position 10656: 0.00022738892369624286
Position 3612: 0.00017401171230863857
Position 5392: 0.00016590832844375539
Position 9581: 0.0001592710717403149
Position 5293: 0.0001439148922763274
Position 615: 0.0001324048375096764
Position 3047: 0.00013069638310863314
Position 2130: 0.00010505391856004998
Position 4621: 6.180036897906193e-05
Position 2431: 6.155431083241487e-05
Position 5968: 5.932257631101963e-05
Position 3004: 5.43823639504651e-05
Position 7913: 5.326263452943878e-05
Position 632: 4.477933396956751e-05
Position 2041: 4.310901681693762e-05
Position 1907: 4.1332117343057475e-05
Position 9599: 3.8137048844815106e-05
Position 3094: 3.7186426433705445e-05
Position 5480: 3.6704868911017024e-05
Position 3663: 3.586765184141541e-05
Position 10786: 3.446791831340664e-05
Position 7107: 2.993066640587378e-05
Position 6482: 2.7793250615329348e-05
Position 8104: 2.748147239878849e-05
Position 8415: 2.615739748462189e-05
Position 1570: 2.5535310023436002e-05
Position 3623: 2.465643900289296e-05
Position 8440: 2.294214552546722e-05
Position 2175: 2.2108065081835326e-05
Position 6068: 2.187732753660826e-05
Position 755: 2.106613968884856e-05
Position 9821: 1.9394138082462142e-05
Position 6798: 1.8485488284975448e-05
Position 1012: 1.8421198016120084e-05
Position 2396: 1.7162501369481907e-05
Position 9523: 1.713488339423208e-05
Position 7703: 1.690810511041234e-05
Position 7527: 1.6904551803602126e-05
Position 5553: 1.6745812030480566e-05
Position 8473: 1.6019521508049022e-05
Position 4709: 1.5371331508166247e-05
Position 585: 1.2701902266248219e-05
Position 7928: 8.860871318283693e-06
Position 3211: 8.378255914189085e-06
Position 4463: 7.600805073159248e-06
Position 7334: 5.385318476179988e-06
Position 777: 5.294369665370637e-06
Position 4587: 5.011254808837011e-06
Position 6944: 4.873733029738497e-06
Position 2784: 4.631613080642791e-06
Position 4509: 4.6282205481946766e-06
Position 6139: 3.7497749683753172e-06
Position 1423: 3.6744999378333566e-06
Position 4525: 3.30606570122789e-06
Position 6250: 3.1921800254119633e-06
Position 4108: 2.6439465156540476e-06
Position 4682: 2.582508054308783e-06
Position 2884: 2.241461515196962e-06
Position 2771: 2.180275596399717e-06
Position 2696: 1.9793941444865234e-06
Position 4759: 1.8981961308745743e-06
Position 1076: 1.8532950227776023e-06
Position 2928: 1.4432458983959105e-06
Position 3166: 1.3955677293816362e-06
Position 2268: 1.3791486613893566e-06
Position 1112: 1.3291373735102527e-06
Position 3233: 1.3091106858061166e-06
Position 2848: 8.649793628149094e-07
Position 1207: 7.811321704643098e-07
Position 938: 7.509752932704654e-07
Position 509: 7.229544895035271e-07
Position 2608: 7.122054982508711e-07
Position 2675: 6.925279190927322e-07
Position 2532: 6.887386299239405e-07
Position 490: 6.587963722244735e-07
Position 1961: 6.351027797743783e-07
Position 809: 6.297211512869986e-07
Position 2464: 5.901655606278389e-07
Position 848: 5.736312937967429e-07
Position 1511: 4.708115584676945e-07
Position 1981: 4.6018135676813117e-07
Position 973: 4.2273664492688903e-07
Position 941: 3.7202661967042054e-07
Position 396: 2.545523832404551e-07
Position 433: 2.1026248130681376e-07
Position 3549: 1.1798016295599979e-07
Position 1641: 8.727913962202623e-08
Position 1706: 2.4494740621618205e-08
Position 1356: 1.7040357319358943e-08
Position 1600: 1.4762330921985294e-08
Position 2140: 1.0678677385965222e-08
Position 2127: 8.687829276939114e-09
Position 1460: 6.227011172715399e-09
Position 1367: 5.638791309712523e-09
Position 1703: 5.634103139194545e-09
Position 692: 4.249618417938076e-09
Position 1266: 3.450040600717892e-09
Position 1263: 3.405226088485193e-09
Position 1680: 3.213983902677318e-09
Position 518: 6.827885195996284e-10
Position 528: 5.143168944628488e-10
Position 513: 4.969269896800927e-10
Position 2330: 3.275933558656781e-10
Position 289: 2.0426171224283123e-10
Position 442: 1.6218026263472193e-10
Position 245: 1.4893655635646796e-10
Position 351: 7.265574896287685e-11
Position 365: 4.857853478685171e-11
Position 315: 4.415240592860389e-11
Position 283: 2.988404004474695e-11
Position 353: 2.281054629863887e-11
Position 338: 1.0754502070217677e-11
Position 321: 8.16385747325581e-12
Position 299: 4.887368100402696e-12
Position 312: 4.7190185285755235e-12
Position 241: 2.556869016221703e-12
