Gene = UGCG
Position 405: 4.2256005271352423e-17
Position 379: 1.852575998243975e-17
Position 398: 3.1775882142038613e-18
Position 710: 5.65578243151194e-19
Position 824: 3.314344816717577e-19
Position 840: 2.1486239772631759e-19
Position 745: 1.941320988508034e-19
Position 498: 1.287485258142881e-24
Position 486: 5.480866226780154e-25

Sorted 3' Splice Sites (High to Low Probability):
Position 17838: 0.9999999563927423
Position 28010: 0.9999903258388981
Position 34504: 0.9301820064693114
Position 29617: 0.9130859271592275
Position 3198: 0.8728301674792357
Position 35403: 0.7943791211342169
Position 32733: 0.6754181442128979
Position 36060: 0.6021753468192079
Position 37672: 0.4218035461344369
Position 33077: 0.3433509512875724
Position 32602: 0.3222070921174106
Position 34979: 0.12783351201264415
Position 37974: 0.05844216747492539
Position 34940: 0.05209655382247513
Position 35362: 0.04140472865510711
Position 35706: 0.03987838544489801
Position 33097: 0.028661296828151935
Position 37089: 0.02689598082542958
Position 36097: 0.016622843186305365
Position 37696: 0.014831170123650692
Position 38241: 0.01340709190532845
Position 3168: 0.013380439555256588
Position 35739: 0.011867860058380747
Position 37444: 0.01171649379453613
Position 38393: 0.011352929954903617
Position 34890: 0.009974718022869705
Position 38187: 0.00932584231256916
Position 37058: 0.008347076950927994
Position 35012: 0.004317992059294754
Position 2958: 0.004213025874351129
Position 3238: 0.0035346731540785515
Position 3062: 0.0031559489029487748
Position 36942: 0.0026041478049713376
Position 2851: 0.0017073138149100865
Position 37650: 0.0016301000444452756
Position 37405: 0.0013737363344112912
Position 36320: 0.00041606012496509925
Position 36016: 0.00027487647868071775
Position 34744: 0.00023184896453545768
Position 34660: 0.00016844374488794172
Position 28689: 1.8067140712349953e-05
Position 23321: 5.808473468550738e-06
Position 20922: 1.2454796559936459e-06
Position 21300: 1.123992947686583e-06
Position 18904: 7.70854441286148e-07
Position 18992: 3.356577667356778e-07
Position 420: 2.6608488005677136e-07
Position 1139: 1.818481103425689e-07
Position 18283: 1.4058543115917722e-07
Position 19748: 1.236194733940212e-07
Position 2377: 1.2344632203447462e-07
Position 18666: 8.189065804667153e-08
Position 1164: 5.64121172488731e-08
Position 2175: 4.87528807324273e-08
Position 1258: 2.2701148873593955e-08
Position 2149: 1.8563289162439907e-08
Position 1701: 1.183399179170646e-08
Position 2118: 1.0883177022500936e-08
Position 14382: 1.035808801185458e-08
Position 1766: 9.849641518769744e-09
Position 1313: 9.135922768511927e-09
Position 926: 8.728891380560849e-09
Position 9690: 7.851606482210095e-09
Position 1006: 7.766789929425844e-09
Position 2357: 7.435015798863318e-09
Position 1696: 7.270984787040887e-09
Position 2163: 6.07790328645459e-09
Position 632: 5.178793930777764e-09
Position 3751: 4.962867570542639e-09
Position 769: 4.595226884101316e-09
Position 1225: 4.464873681040564e-09
Position 3460: 3.928848657978852e-09
Position 4118: 3.429162313749201e-09
Position 1742: 3.227577223116068e-09
Position 2295: 3.158607517302129e-09
Position 3771: 2.8797848825970816e-09
Position 4135: 2.547774050322457e-09
Position 1234: 2.0497230679626563e-09
Position 2451: 1.9552457217058555e-09
Position 1519: 1.9327891931874998e-09
Position 2449: 1.895401021845802e-09
Position 6036: 1.6837804947600841e-09
Position 1804: 1.61880801116569e-09
Position 2765: 1.6158936430699857e-09
Position 2744: 1.4796794601562018e-09
Position 1443: 1.34108249383219e-09
Position 1727: 1.3156620186516227e-09
Position 1022: 1.2108988041502326e-09
Position 396: 1.1914095084799098e-09
Position 4597: 1.0995276938479055e-09
Position 1660: 9.422221073834044e-10
Position 4114: 9.226518517615521e-10
Position 1277: 7.288490546496016e-10
Position 5053: 6.880787988775444e-10
Position 5130: 6.323293299553173e-10
Position 2530: 5.55813825351703e-10
Position 199: 5.463972663464558e-10
Position 602: 5.457066165022311e-10
Position 965: 4.85061897024037e-10
Position 1316: 4.443240034965129e-10
Position 7613: 3.6819405480197774e-10
Position 1944: 3.295912980439696e-10
Position 1772: 2.653476746941869e-10
Position 1723: 2.4072266591943757e-10
Position 1115: 2.301008149334784e-10
Position 476: 2.07307890811779e-10
Position 1300: 1.8515751430421212e-10
Position 813: 1.5509182342703437e-10
Position 5211: 1.4690735776625347e-10
Position 3912: 7.05066397601742e-11
Position 3938: 3.809072001901857e-11
Position 3087: 2.0029120354970017e-11
Position 224: 1.1813914139393112e-13
Position 955: 9.058942324497468e-14
Position 1026: 5.046780256967418e-14
Position 565: 3.3481236330611616e-14
Position 1570: 2.627500697366177e-14
Position 662: 1.84719064942343e-14
Position 736: 1.5252316012575984e-14
Position 1342: 7.714310249952187e-15
Position 729: 6.8615462715222344e-15
Position 1620: 6.788415487374452e-15
Position 598: 5.602487184664535e-15
Position 201: 5.502894377282983e-15
Position 876: 3.84354466806057e-15
Position 284: 3.383813386639118e-15
Position 752: 3.3425889661030215e-15
Position 785: 3.1413179839373514e-15
Position 215: 1.4514180629393602e-15
Position 1085: 8.366890373449381e-16
Position 820: 6.748879561807747e-16
Position 658: 5.84790979724755e-16
Position 673: 5.841585851893443e-16
Position 245: 3.839485031975163e-16
Position 1421: 8.099163278852538e-17
Position 1073: 5.709379641031386e-17
Position 781: 5.580726645162904e-17
Position 581: 3.662367146404203e-17
Position 249: 2.133276600850074e-17
Position 792: 1.6812311015113716e-17
Position 208: 1.0003594930891735e-17
Position 235: 2.727992334995772e-18
Position 256: 8.452766281297852e-19
