Gene = FCMR
Position 1318: 2.182007641364581e-06
Position 1789: 1.8946044164502784e-06
Position 1153: 1.7361130958946071e-06
Position 507: 1.536770511954711e-06
Position 2889: 1.3781395976373946e-06
Position 206: 8.098546203040579e-07
Position 1452: 8.080110233427163e-07
Position 1156: 7.971760851347657e-07
Position 510: 6.275335820634668e-07
Position 1175: 4.4217806484332424e-07
Position 240: 4.391542552154792e-07
Position 2755: 3.105659864454857e-07
Position 316: 2.8709230616184535e-07
Position 436: 1.4763158827555673e-07
Position 333: 1.3981378403882266e-07
Position 1263: 1.1760435279282848e-07
Position 107: 8.00659635235337e-08
Position 643: 3.491263463939228e-08
Position 1552: 2.849186676088963e-08
Position 572: 1.6843777144571723e-08
Position 681: 1.5330338861006742e-08
Position 2263: 8.141992617791352e-09
Position 1736: 7.6171321302588e-09
Position 756: 6.00985009452933e-09
Position 696: 5.762346112401953e-09
Position 677: 2.8150603038323498e-09
Position 135: 2.0907540623452034e-09
Position 237: 1.3291643309807356e-09
Position 219: 9.84972355258995e-10
Position 185: 6.742607721399217e-10
