Gene = CAPZB
Position 158: 3.0444529216373393e-07
Position 225: 2.107406666743158e-07
Position 172: 1.6766980031054156e-07
Position 349: 1.4885472256899929e-08
Position 404: 1.3360770084471394e-08
Position 277: 9.59379602763901e-09
Position 295: 3.8537103142219285e-09
Position 430: 6.398946251811008e-10
Position 619: 2.085380986626402e-10
Position 456: 6.029491676257144e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16304: 0.8230689170402519
Position 6274: 0.520769464914078
Position 4126: 0.45901955763011476
Position 1438: 0.32569770565364775
Position 16868: 0.2781180716580184
Position 6630: 0.1952771430179894
Position 9346: 0.14854373996445783
Position 8438: 0.1389463670605238
Position 2411: 0.1216056582839653
Position 4129: 0.08821339234500804
Position 5431: 0.06929389364978737
Position 6587: 0.06518631361871449
Position 2054: 0.04646007606932021
Position 1111: 0.045825514530909835
Position 5399: 0.04307609304940065
Position 13407: 0.039846846178036695
Position 1242: 0.033100768861219064
Position 1488: 0.030801528539044925
Position 920: 0.026912387515980837
Position 1167: 0.02621357409254053
Position 10491: 0.026173155877611095
Position 907: 0.02210128860941084
Position 5767: 0.02116862162656116
Position 4069: 0.016409585713898375
Position 7826: 0.014195668840438776
Position 196: 0.012779523821742163
Position 2882: 0.010339166884455308
Position 2022: 0.009366954775739613
Position 1443: 0.007162465649457124
Position 9526: 0.0057275236653440195
Position 1567: 0.004249821279498049
Position 843: 0.004091853803324946
Position 2885: 0.0031957092219727264
Position 1180: 0.003051066943905889
Position 444: 0.0030224503716230447
Position 1402: 0.0026998661979785957
Position 2925: 0.0026934183100630637
Position 7938: 0.0018055186941254293
Position 1674: 0.0016995572979509284
Position 1766: 0.0015393091408419613
Position 1211: 0.0014536279052228156
Position 2292: 0.001388235394166643
Position 1392: 0.0013797601458915472
Position 4598: 0.0011839019253630605
Position 2430: 0.0010903568349044555
Position 1345: 0.0010706104068285436
Position 970: 0.0009858831129152276
Position 409: 0.0009045327854762334
Position 2708: 0.0008567486433511933
Position 1692: 0.0008467257636905594
Position 1208: 0.000664641324167353
Position 3293: 0.0006537832330810352
Position 4844: 0.0006247360918310087
Position 724: 0.0006206194881817206
Position 2840: 0.0005420185726071696
Position 1044: 0.0005417176733847011
Position 1495: 0.000529754563266792
Position 2944: 0.0005121048297707619
Position 1771: 0.0005016260357603688
Position 1740: 0.00044335438618361213
Position 7367: 0.0003600180825231693
Position 3182: 0.00034824616568697437
Position 477: 0.0003481991820430181
Position 3314: 0.0003384115223898304
Position 2975: 0.0002480701467196379
Position 5244: 0.00023223321190511914
Position 1406: 0.0002185969962935604
Position 1287: 0.00019637495587119367
Position 2711: 0.00019590516474200965
Position 531: 0.00018083756533733304
Position 1823: 0.0001629309864347277
Position 973: 0.00016222737094418696
Position 319: 0.0001569697015251856
Position 1049: 0.00015403990648637554
Position 597: 0.00013050696774554192
Position 252: 0.0001235550923514385
Position 5017: 0.00011843554483866083
Position 1143: 0.00010305187344162827
Position 6124: 0.00010153074648177198
Position 1004: 9.254839418765841e-05
Position 199: 8.420268580020587e-05
Position 874: 7.704294298701676e-05
Position 773: 5.5429679692192924e-05
Position 356: 5.4330642035248686e-05
Position 2006: 5.396880052070746e-05
Position 1348: 4.961280375312709e-05
Position 302: 4.896784601920112e-05
Position 3806: 4.850671538193345e-05
Position 1117: 4.832799006750865e-05
Position 1860: 4.617686011743681e-05
Position 804: 3.678741100607458e-05
Position 1456: 3.424541225910377e-05
Position 3962: 3.380019558271805e-05
Position 933: 3.323940878746596e-05
Position 1724: 2.9720238362902292e-05
Position 3479: 2.777390401785999e-05
Position 559: 2.5098670276447063e-05
Position 1250: 2.3968953338195172e-05
Position 1217: 2.1890942059362816e-05
Position 1034: 2.061999855361869e-05
Position 1274: 1.7872554097706033e-05
Position 1077: 1.2712933246563786e-05
Position 324: 1.0897526564795086e-05
Position 924: 7.4972622176832064e-06
Position 231: 4.208918920538215e-06
Position 1538: 3.2809816696124187e-06
Position 762: 1.0454658426278153e-06
Position 977: 5.415232379091634e-07
Position 739: 4.0752129651280674e-07
Position 940: 3.8098805840617016e-07
Position 271: 3.663253527512846e-07
Position 567: 3.619375997601594e-07
Position 360: 3.557072095470053e-07
Position 415: 2.076133875635257e-07
Position 449: 8.199403667472131e-08
Position 1572: 5.4755624979480104e-08
Position 482: 1.5082524338495317e-08
Position 547: 7.41198458141618e-09
Position 277: 6.294076526640033e-12
Position 329: 5.185523425778556e-12
