Gene = GCC1
Position 4465: 0.002141952616068959
Position 1731: 0.0018627351537393267
Position 2639: 0.0015809882043003203
Position 616: 0.001387323461432593
Position 1253: 0.0012195197233280104
Position 1716: 0.00113904753896715
Position 4110: 0.0010351453146692884
Position 1642: 0.001018503191711538
Position 4398: 0.0009540243532261538
Position 1664: 0.0009173313362768783
Position 620: 0.0008349643913200584
Position 2906: 0.0008295695450300305
Position 1306: 0.0008058214950189684
Position 3254: 0.0007995546385903666
Position 1177: 0.0007935337039955268
Position 1734: 0.0007925955776987673
Position 2960: 0.0007701236832382428
Position 350: 0.0006382816653385209
Position 433: 0.0005665181628112598
Position 417: 0.0005345254335963229
Position 4334: 0.0005231067993947462
Position 1889: 0.00040594054207046244
Position 3954: 0.0003973501325228839
Position 4932: 0.00038332260223033435
Position 1276: 0.0003786634055789587
Position 1303: 0.000368585597311172
Position 2102: 0.0003437768395887184
Position 3990: 0.00032370773786910984
Position 650: 0.00029741494284157664
Position 1081: 0.0002805018610469078
Position 723: 0.00027051926890179367
Position 2520: 0.0002606075502804392
Position 394: 0.0002508221347445565
Position 2945: 0.0002250009518674723
Position 2948: 0.00020875241714688055
Position 2465: 0.00020092231616786066
Position 1795: 0.00019467012883566783
Position 875: 0.0001930757671809619
Position 1268: 0.0001876813702254474
Position 1139: 0.00016035344477194534
Position 933: 0.00013930227781218794
Position 750: 0.00013284375740774208
Position 2524: 0.00011622384339465567
Position 462: 0.00010725123955295052
Position 282: 0.0001070021637369157
Position 757: 0.00010205275798496557
Position 643: 0.00010121604596217779
Position 520: 9.729954711001363e-05
Position 3488: 9.542667926486634e-05
Position 1417: 7.75151353509939e-05
Position 1144: 7.670322499253987e-05
Position 1590: 7.279208083826596e-05
Position 2441: 6.847527821419825e-05
Position 2444: 5.65224578894669e-05
Position 1009: 5.154262711136366e-05
Position 1189: 4.4527311624892885e-05
Position 3485: 3.706171090791748e-05
Position 700: 3.151338447389754e-05
Position 488: 2.667579155431554e-05
Position 2412: 2.083144395669818e-05
Position 2570: 2.016809679640038e-05
Position 2245: 1.8675125468403245e-05
Position 555: 1.4361133573372517e-05
Position 2608: 1.2593633166616345e-05
Position 2654: 9.889374329566133e-06
Position 1141: 8.894039944311784e-06
Position 1180: 8.653462522837254e-06
Position 741: 8.434256142748653e-06
Position 466: 8.261676688840122e-06
Position 430: 8.249683171909135e-06
Position 469: 7.468027310871512e-06
Position 1486: 4.91802771755336e-06
Position 1873: 2.4692301628002034e-06
Position 2336: 9.989515414792326e-07
Position 329: 7.489198394803574e-07
Position 705: 6.604590571486957e-07
Position 811: 5.002612473637529e-07
Position 776: 4.294519631236879e-07
Position 259: 2.3261798538200193e-07
Position 572: 2.0701447162221253e-07
Position 514: 1.5720149728371904e-07
Position 532: 7.539957507176059e-08
Position 481: 5.441493251256169e-08
Position 297: 2.683577573138873e-08
Position 210: 1.8982792421530534e-08
Position 188: 1.8836479075101403e-08
Position 502: 1.5768614242240855e-08
Position 490: 1.5019295698864344e-08
Position 150: 1.4624765289987003e-08
Position 116: 6.956482837872401e-09
