Gene = GLUL
Position 165: 1.9300282888652612e-05
Position 978: 1.4263647393872315e-05
Position 1007: 1.2491232221693328e-05
Position 6509: 1.0189167988173899e-05
Position 1103: 4.4544597008081484e-06
Position 1299: 3.859462114932586e-06
Position 6823: 3.8510370186653176e-06
Position 1159: 3.8046641643230573e-06
Position 1321: 3.518597004683408e-06
Position 5753: 3.4863611050814033e-06
Position 5631: 3.1434782008579683e-06
Position 318: 2.8409555729064876e-06
Position 6513: 2.12171220180858e-06
Position 3789: 1.2009286573574059e-06
Position 1390: 1.1874705378737562e-06
Position 1036: 1.147949176622126e-06
Position 5472: 9.974434136605021e-07
Position 5231: 9.113586779040425e-07
Position 419: 8.927923940483985e-07
Position 532: 8.73334694828957e-07
Position 1422: 7.546858233745517e-07
Position 1156: 7.266750242851656e-07
Position 357: 6.459325726060498e-07
Position 563: 5.594156796043513e-07
Position 683: 3.5020320707994433e-07
Position 1990: 2.4985856933039514e-07
Position 1811: 2.3820733097761776e-07
Position 453: 2.0150037443779687e-07
Position 771: 1.5388082934788635e-07
Position 349: 2.231651482054282e-08
Position 435: 9.711155765072772e-09
Position 437: 6.763217862447792e-09
Position 121: 6.6847225321569086e-09
Position 426: 3.697883230429287e-10
Position 126: 8.127856695184675e-11
Position 424: 4.916520697397476e-11
Position 102: 4.7740996102947e-11
Position 432: 1.4153090896563215e-11
Position 442: 1.262123422170405e-11
Position 450: 8.344283657024308e-12
