Gene = BNIP1
Position 19209: 0.8578231892446921
Position 7104: 0.3889760473073882
Position 17796: 0.3888107987084002
Position 10495: 0.33084396198744603
Position 14228: 0.29946821969234844
Position 2350: 0.24910715994089322
Position 2210: 0.24013940118314928
Position 17557: 0.22688151624187577
Position 1629: 0.14030652273471148
Position 11451: 0.09755944677880805
Position 404: 0.0951586745422655
Position 16378: 0.0933636745954686
Position 1632: 0.06535287800943146
Position 1799: 0.06328886507330327
Position 8254: 0.06236791390083972
Position 5824: 0.05788982677649993
Position 17539: 0.054002975631300444
Position 8225: 0.049598239389564674
Position 10513: 0.03843924115459535
Position 1736: 0.030813442797656364
Position 7123: 0.029968217366744876
Position 6728: 0.02801709334872481
Position 1532: 0.02757714441690356
Position 1949: 0.017456864078187445
Position 1587: 0.016325336340267383
Position 2133: 0.01618670915339048
Position 333: 0.011946308793382638
Position 2323: 0.009943128864425346
Position 18299: 0.008580958100060689
Position 19093: 0.008099583491946085
Position 535: 0.007288059520770421
Position 16171: 0.007129592056470999
Position 15739: 0.007088988715188017
Position 17832: 0.006816000868700523
Position 364: 0.006458126028866413
Position 221: 0.0063327823000065495
Position 16068: 0.0061055087935651875
Position 484: 0.006075864925893164
Position 17213: 0.005731777206675687
Position 15368: 0.005371675850317592
Position 14024: 0.005363586334996135
Position 9513: 0.004967777039583065
Position 16123: 0.004387402332082074
Position 5982: 0.0042189031264532545
Position 2093: 0.004177315821211765
Position 11483: 0.0032655542335703097
Position 19515: 0.0030052411188404124
Position 1975: 0.00243652695809188
Position 15764: 0.0021615114074537336
Position 5985: 0.0021006805121581156
Position 2590: 0.0017941948635166736
Position 4870: 0.0015343618877922435
Position 1750: 0.0013369479414788474
Position 19525: 0.001231177982174415
Position 15628: 0.0012004795366421927
Position 1406: 0.0010693909538304052
Position 4694: 0.000961682681122867
Position 1598: 0.0009350016130811246
Position 2369: 0.0008929745634175555
Position 19450: 0.0007854231076356768
Position 18652: 0.0007393892479523902
Position 1923: 0.000638556483530426
Position 552: 0.0006193858502014728
Position 1767: 0.0006118707203072465
Position 9261: 0.000568551909640683
Position 16757: 0.0004943447128685624
Position 18203: 0.0004929134041486061
Position 6343: 0.00045755957932650876
Position 16573: 0.0003170088934118374
Position 19274: 0.00030736948816881894
Position 1583: 0.0002922317619844346
Position 1801: 0.0002525614807150094
Position 1926: 0.00023620064039505425
Position 17802: 0.00022576523756042107
Position 2071: 0.00020387984394508782
Position 497: 0.00019977582573398373
Position 4463: 0.00019915723140662017
Position 4515: 0.00015934836257580919
Position 907: 0.00015602879155384746
Position 1473: 0.0001440486824130223
Position 16613: 0.00012978381366699943
Position 4679: 0.000116515499442733
Position 228: 5.8372055870675466e-05
Position 1074: 5.703578873225649e-05
Position 622: 5.48548230345967e-05
Position 1485: 4.905350686524782e-05
Position 1847: 4.2233762277037736e-05
Position 2107: 4.085942717311998e-05
Position 603: 3.9893070577669074e-05
Position 2166: 3.489190139162396e-05
Position 1330: 3.1844980512675944e-05
Position 745: 2.496509924147705e-05
Position 931: 2.325279725610619e-05
Position 1300: 1.9836692661737383e-05
Position 1071: 1.5019291458126791e-05
Position 335: 1.3335272021029207e-05
Position 1771: 1.2524756745927409e-05
Position 2643: 1.1657831215615757e-05
Position 511: 1.0986140905576123e-05
Position 10052: 9.300509407777022e-06
Position 1379: 6.443743737260388e-06
Position 1383: 2.877987161019489e-06
Position 569: 2.718312314942428e-06
Position 7429: 2.198752704720924e-06
Position 1336: 2.083952356241659e-06
Position 186: 1.8256301931849463e-06
Position 5916: 1.7809779453502086e-06
Position 1309: 1.5828233724039909e-06
Position 1315: 1.5285613671073009e-06
Position 1239: 1.4898959494851906e-06
Position 1680: 1.4129618584508028e-06
Position 2212: 1.006281836105e-06
Position 1096: 6.932520869869694e-07
Position 2260: 6.893748395232781e-07
Position 7582: 6.398745659932794e-07
Position 1076: 5.585352773023412e-07
Position 3757: 1.1530394992802319e-07
Position 178: 4.912506044323314e-09
Position 149: 1.989333658410221e-09
Position 146: 1.958912899561834e-09
Position 161: 1.0183164335909646e-09
Position 96: 1.527026488564616e-11
Position 515: 3.574900180144266e-13
Position 749: 3.054677915832525e-13
Position 649: 1.9660411910031538e-13
Position 102: 1.7356127114590425e-13
Position 507: 1.488128167774523e-13
Position 724: 1.0965068415020382e-13
Position 781: 8.698539636021086e-14
Position 75: 8.139907597728642e-14
Position 114: 4.884316053512161e-14
